refcode	metal	charge_cif
SOLFII	Cr	3
SOMVOF	Cr	2
SONZUS	Cr	3
SOVVIL	Cr	6
SOWZEJ	Cr	0
SOXCRP10	Cr	3
SUJZUT	Cr	3
SUVCIV	Cr	3
SUWWEM	Cr	3
SUXVOX	Cr	0
TABNEP	Cr	0
TADFEJ	Cr	3
TAJXUZ	Cr	0
TAJYAG	Cr	0
TALRON	Cr	0
TALYIO	Cr	0
TAQZEQ	Cr	2
TAWHIJ	Cr	0
TAWNAG	Cr	0
TAWNEK	Cr	0
TAXNEL	Cr	0
TBZQCR	Cr	0
TEBDIO	Cr	3
TECXEG	Cr	3
TEDJAN	Cr	2
TEDJER	Cr	2
TEGDOZ	Cr	0
TEGYOV	Cr	3
TERFUS	Cr	2
TERGAZ	Cr	2
TESTAN	Cr	3
TEYCAB	Cr	0
TGLYCR	Cr	3
THDZWB	Cr	0
THOCCR	Cr	0
TICDAL	Cr	0
TIDHUJ	Cr	0
TIGREG	Cr	3
TIHYOA	Cr	3
TIJVIS	Cr	3
TIJVOY	Cr	3
TIJVUE	Cr	3
TIRLOW	Cr	3
TIZKAP	Cr	3
TMAMCR10	Cr	3
TMSIBC	Cr	0
TODGOI	Cr	6
TOHNEJ	Cr	0
TOHPIQ	Cr	3
TOJLIP	Cr	3
TOJLUB	Cr	5
TOJMAI	Cr	5
TOJMIQ	Cr	5
TOJMOW	Cr	3
TOJMUC	Cr	3
TOMNAL	Cr	0
TOPVID	Cr	3
TOTDIR	Cr	3
TUBYIZ	Cr	3
TUDJIL	Cr	3
TUFFIL	Cr	3
TUFKUB	Cr	3
TUGVAS	Cr	0
TULGEN	Cr	3
TUMBEK	Cr	3
TUQSOO	Cr	3
TUTJOH	Cr	0
TUTKIC	Cr	4
TUVYIT	Cr	3
UCEYAF	Cr	0
UCILAU	Cr	3
UCOMEE	Cr	3
UDAPOF	Cr	0
UDEFAM	Cr	3
UDOQOT	Cr	3
UDUBIG	Cr	0
UDUCAZ	Cr	0
UDURUJ	Cr	2
UDUSAQ	Cr	2
UFAWOO	Cr	3
UFAWUU	Cr	3
UFAXEF	Cr	3
UFINED	Cr	2
UFINIH	Cr	2
UGUBAZ	Cr	3
UGUCOO	Cr	0
UGUNUF	Cr	3
UHIZAM	Cr	3
UKOBED	Cr	3
ULANIF	Cr	0
ULAREF	Cr	3
ULAYUC	Cr	3
ULOZUQ	Cr	3
UMELED	Cr	2
UMELON	Cr	3
UMOFUX	Cr	0
UNANAY	Cr	0
UNEREL	Cr	2
UQISAP	Cr	5
UQISUJ	Cr	5
UWUYER	Cr	3
UYAKAI	Cr	3
UZAGEI	Cr	3
UZAGIM	Cr	3
UZIMOG	Cr	3
VABTOH	Cr	2
VACXUS	Cr	0
VADBOR	Cr	0
VADZOP	Cr	0
VAFDIR	Cr	3
VAGLUL	Cr	3
VAJPEB	Cr	0
VAMBAM	Cr	3
VAMNAY	Cr	2
VAQFAU	Cr	2
VAQQIN	Cr	6
VEDPEA	Cr	3
VEFVEH	Cr	3
VEMSOW	Cr	0
VEPLAD	Cr	3
VEPLEH	Cr	3
VERPEO	Cr	4
VERSER	Cr	0
VERWAQ	Cr	6
VEWKIU	Cr	3
VEXFAI	Cr	6
VEXWON	Cr	3
VEZDEK	Cr	3
VEZDIO	Cr	3
VEZDOU	Cr	3
VIFTOW	Cr	3
VIFXEN	Cr	0
VIFXIR	Cr	0
VIFXOX	Cr	0
VIJYEV	Cr	3
VIKYAQ	Cr	3
VIKYOE	Cr	2
VIKZOG	Cr	3
VILFUR	Cr	0
VIMSUH	Cr	3
VINSOA	Cr	3
VIRTAR	Cr	0
VISMOZ	Cr	0
VIWMEU	Cr	3
VIYCIQ	Cr	3
VIYCOW	Cr	3
VIYCUC	Cr	3
VOCTIQ	Cr	3
VOCXEQ	Cr	4
VOGYOG	Cr	3
VOGYUM	Cr	3
VOLREU	Cr	3
VOQXII	Cr	3
VOQXOO	Cr	3
VOQXUU	Cr	3
VOQYAB	Cr	3
VOQZEJ	Cr	0
VOQZIN	Cr	0
VOQZOT	Cr	0
VOQZUZ	Cr	0
VOVZOX	Cr	3
VOWRAA	Cr	0
VOXBAL	Cr	0
VOYJEY	Cr	0
VOYJIC	Cr	0
VULWUU	Cr	3
VUTSIO	Cr	4
VUTTAH	Cr	2
VUYDUO	Cr	3
VUYXUJ	Cr	0
WACVIF	Cr	3
WAFBUA	Cr	2
WAFZIO	Cr	3
WAFZOU	Cr	3
WAFZUA	Cr	3
WAGBEN	Cr	3
WAGHET	Cr	3
WALYOX	Cr	3
WAPKEF	Cr	3
WAPKIJ	Cr	3
WAPXOC	Cr	3
WARHIH	Cr	2
WASRUE	Cr	3
WAVJEJ	Cr	0
WAVJIN	Cr	0
WAWKAJ	Cr	6
WAWKEN	Cr	6
WAWKIR	Cr	6
WAYDUY	Cr	6
WAYFEK	Cr	6
WAYGOU	Cr	3
WAYGUB	Cr	6
WAYHAI	Cr	6
WAYHEM	Cr	6
WAYHIQ	Cr	6
WAYHOW	Cr	6
WAYJAK	Cr	6
WAYJIS	Cr	6
WESLAH	Cr	3
WEVFAH	Cr	2
WEVLIT	Cr	3
WEWBAB	Cr	0
WIBGUJ	Cr	5
WIMNIR	Cr	3
WIVNAQ	Cr	3
WIWMEU	Cr	3
WIWMIY	Cr	3
WOCDUN	Cr	0
WODSIR	Cr	0
WOFZOG	Cr	0
WOJGIN	Cr	3
WOZWAJ	Cr	3
WUCKUC	Cr	3
WUFVIC	Cr	3
WUFVOI	Cr	3
WUGPIX	Cr	1
WUGRIZ	Cr	3
WUKDOV	Cr	3
WUNBAL	Cr	2
WUNCAK	Cr	2
WUNCEO	Cr	2
WUNCOY	Cr	2
WURPEF	Cr	3
WUTDEW	Cr	2
XACDOX	Cr	3
XALFEV	Cr	0
XALFIZ	Cr	0
XARZIZ	Cr	2
XATMOU	Cr	2
XECSEF	Cr	0
XEFXEM	Cr	2
XEFXOW	Cr	2
XEFXUC	Cr	2
XEFYAJ	Cr	3
XEHWAL	Cr	3
XEHWEP	Cr	3
XEHWIT	Cr	3
XEMSAK	Cr	2
XEMSUD	Cr	0
XEMTAK	Cr	0
XEMTEO	Cr	0
XEMTIS	Cr	0
XEMVOA	Cr	0
XENQAJ	Cr	3
XETGUY	Cr	3
XEZLIX	Cr	3
XEZXOS	Cr	3
XEZXUY	Cr	3
XEZYAF	Cr	3
XIGCOF	Cr	3
XILJEH	Cr	2
XIRGIQ	Cr	0
XIWBEK	Cr	3
XIWTON	Cr	3
XIWYAD	Cr	4
XIXRAY	Cr	3
XOCNAF	Cr	3
XOCNUY	Cr	0
XOHYOJ	Cr	3
XOPFAK	Cr	3
XOPGAL	Cr	2
XOTXEK	Cr	2
XOWQEG	Cr	0
XOZKEC	Cr	3
XOZKOM	Cr	3
XOZKUS	Cr	3
XOZLAZ	Cr	3
XOZLIH	Cr	3
XUGTUO	Cr	4
XUGVAW	Cr	3
XUHLUJ	Cr	0
XUHMIY	Cr	0
XUHNIZ	Cr	0
XUJXOP	Cr	3
XUKPOI	Cr	0
XUKQID	Cr	0
XUKWAB	Cr	3
XUMGES	Cr	3
XUTCUK	Cr	3
XUTVAL	Cr	3
XUTVEP	Cr	3
XUXJAB	Cr	0
XUZLOV	Cr	6
XUZMAI	Cr	6
XUZZUN	Cr	0
YAKFOG	Cr	3
YAKFUM	Cr	3
YAKGAT	Cr	3
YAKGEX	Cr	3
YALPEG	Cr	2
YAQLOR	Cr	2
YAQLUX	Cr	2
YAQMEI	Cr	3
YARSOB	Cr	3
YARTIW	Cr	3
YARVOE	Cr	3
YASHAB	Cr	3
YASHOP	Cr	3
YATDUT	Cr	0
YATQER	Cr	3
YAVYOK	Cr	3
YAZREW	Cr	0
YEFFOE	Cr	3
YEFLEB	Cr	3
YEGGUO	Cr	2
YEJJIG	Cr	3
YEJWAM	Cr	0
YEKLOQ	Cr	3
YEKLUW	Cr	3
YESKEM	Cr	0
YETJOW	Cr	0
YETJUC	Cr	0
YEXDEL	Cr	3
YEZYUZ	Cr	3
YIKNIQ	Cr	3
YIKPAJ	Cr	4
YIKVUJ	Cr	3
YILCAX	Cr	0
YIPVOJ	Cr	3
YIPXEB	Cr	4
YISLIV	Cr	3
YIXMAV	Cr	3
YIXMEZ	Cr	3
YIYCEP	Cr	0
YIYCIT	Cr	0
YOBVOC	Cr	3
YODTEQ	Cr	3
YOJKEN	Cr	3
YOJKIR	Cr	3
YONHAK	Cr	0
YUDHIQ	Cr	3
YUHKUH	Cr	0
YUJHIW	Cr	3
YUMJIB	Cr	3
YUTZUJ	Cr	3
YUVBAT	Cr	3
YUWVIW	Cr	3
YUWVOC	Cr	2
ZAHKAY	Cr	2
ZAJHOK	Cr	3
ZATWAS	Cr	0
ZATWOI	Cr	2
ZAXBUX	Cr	3
ZAXCAE	Cr	3
ZAXCEI	Cr	3
ZAXWUQ	Cr	3
ZAXYEC	Cr	3
ZAZXAZ	Cr	0
ZEGKOL	Cr	3
ZEGSOT01	Cr	2
ZELZIC	Cr	2
ZEVVOL	Cr	6
ZIDFOK	Cr	3
ZIJZUN	Cr	3
ZIKJEI	Cr	0
ZIQMER	Cr	2
ZIRKEQ	Cr	2
ZIRKIU	Cr	2
ZIXPUU	Cr	3
ZOCCAV	Cr	0
ZOLTID	Cr	0
ZOLTOJ	Cr	0
ZONPIB	Cr	6
ZOVTUZ	Cr	3
ZOVZOB	Cr	3
ZOWBAQ	Cr	3
ZOWCIZ	Cr	3
ZOWNUU	Cr	4
ZOWPAC	Cr	6
ZOYBUK	Cr	0
ZOYCUL	Cr	2
ZUJQOK	Cr	6
ZUMMIG	Cr	0
ZURJII	Cr	3
ZURVIR	Cr	2
ZURVUD	Cr	2
ZUWJAE	Cr	3
ZUZWEW	Cr	3
