refcode	metal	charge_cell2mol	charge_BVS	dictionary	unique_indices
DISBUD	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
DISDEP	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DIYXIS	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DIYYOZ	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DIYYUF	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DMENRE	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DODJAI	Re	3	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DODPUJ	Re	4	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
DOHPIZ	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DOJBAI	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
DOJSAZ	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DOJSED	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DOJSIH	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DOSWIR	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DOSWOX	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
DOTWOA	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
DOTWUG	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DOTXER	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DOTXIV	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
DOTXOB	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
DOTXUH	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
DOWHUU	Re	4	4	{1: 9999, 3: 9999, 4: 0.160177, 5: 9999, 6: 9999, 7: 9999}	1
DOWJAC	Re	4	4	{1: 9999, 3: 9999, 4: 0.092624, 5: 9999, 6: 9999, 7: 9999}	1
DOWQOV	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DOWQUB	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DOWZOF	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
DUBGOW	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
DUCMOD	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
DUDZAE	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
DUDZEI	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
DUDZIM	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
DUDZOS	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
DUKREH	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
DUPVAM	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
EBIHUS	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EBIJEE	Re	9999	7777	{1: 9999, 3: 4.144082, 4: 9999, 5: 0.114706, 6: 9999, 7: 0.331145}	1
EBUSOK	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ECAKUO	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ECALAV	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ECANOM	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
ECANUS	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ECAPAA	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ECAPEE	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ECETAI	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
ECETIQ	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	6
ECIYIY	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EDIJAD	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
EDOWUQ	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EDOXAX	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EFAMED	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
EFISUI	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EGAVEP	Re	9999	5	{1: 9999, 3: 2.139823, 4: 9999, 5: 0.047374, 6: 9999, 7: 1.425189}	3
EGETIU	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EGETOA	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EGETUG	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EGOMAR	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EGOMEV	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EHOCAG	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
EJEFOR	Re	9999	7777	{1: 9999, 3: 3.975043, 4: 9999, 5: 0.038838, 6: 9999, 7: 0.181732}	1
EJEXOH	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EKARAM	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EKEKUC	Re	4	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EKIDUA	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EKIFEM	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EKIFOW	Re	3	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
EKORIF	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
EKOROL	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ELOLOG	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ELOMEX	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ELUQIL	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ELURIM	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ELUROS	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ELURUY	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EMAVIY	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EMAVOE	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EMILOC	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
EMIWEC	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ENAJEK	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ENUKAC	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ESIQUT	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ESUXUM	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ETECUB	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EVAFOW	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
EVURIW	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
EVUROC	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
EVUVUM	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
EVUWEX	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EXIXEO	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EYICUK	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EYIDAR	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EYILUT	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EZALOG	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EZASON	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
EZASUT	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EZATAA	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EZEWEL	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
EZEXOW	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
EZEXUC	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
FAGWOA	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
FAKNEL	Re	4	8888	{1: 9999, 3: 1.399361, 4: 9999, 5: 0.526431, 6: 9999, 7: 2.264657}	3
FAMQOB	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FAMQUH	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FAPRUL	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FAQQIY	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FAQQUK	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FARBAC	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FARBEG	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
FASXON	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
FAVDAH	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FAWFIT	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FAWKUK	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FAWLAR	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
FAWLIZ	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FAWQID	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FAXHAQ	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FAXPUQ	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FEBLII	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FEJBIF	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
FELJIR	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FEMWIE	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
FENHOV	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FENHUB	Re	4	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FEPNOE	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FEQDOU	Re	9999	7777	{1: 9999, 3: 3.764035, 4: 9999, 5: 0.088002, 6: 9999, 7: 0.111186}	2
FEQFAI	Re	9999	7777	{1: 9999, 3: 3.643158, 4: 9999, 5: 0.00336, 6: 9999, 7: 0.012307}	2
FEQFEM	Re	9999	7777	{1: 9999, 3: 2.872934, 4: 9999, 5: 0.073235, 6: 9999, 7: 0.0223}	2
FEQTIG	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FEVFIW	Re	3	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FIBVAP	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FIQDAL	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FIQLEW	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
FIQREE	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FIYJUT	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FIYRIP	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FIYROV	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FIYZUJ	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FOBQOF	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FOBQUL	Re	2	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
FOBRAS	Re	3	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FODGUA	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
FOGHUG	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FOKYOV	Re	3	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FOQCEU	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FOQXEO	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FOSSIQ	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FOSVAL	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FOWTOA	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
FUGKAU	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FUMNIK	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FURTAN	Re	4	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
FURTIV	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
FUTDAA	Re	2	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FUVGOS	Re	3	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FUVGUY	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FUVHAF	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
FUWRUM	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
FUXWEA	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
GADJEB	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GAFQIO	Re	4	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GAFQOU	Re	2	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
GAFRAH	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GAFZUL	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
GAKDUT	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GAMRUK	Re	9999	4	{1: 11.528059, 3: 1.195941, 4: 0.195941, 5: 0.689108, 6: 9999, 7: 2.804059}	1
GARGEO	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GARGIS	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GARGOY	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GASNOE	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GASNUK	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GAWBOV	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
GEJWUQ	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GEJXEB	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GEJYEC	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GEMVOL	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
GEMVUQ	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
GEMWAY	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GEMXAX	Re	4	4	{1: 11.615886, 3: 1.22367, 4: 0.22367, 5: 0.66062, 6: 9999, 7: 2.77633}	2
GEPGIT	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
GEQHUF	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GEQJAN	Re	3	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
GERHUH	Re	4	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
GESQON	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GESRII	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GEYBIY	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GEYBOE	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GEYBUK	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GEYCEV	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GEYCIZ	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GIFKUB	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GIFSEU	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GIHVEY	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GIKJOA	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GIKXOQ	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
GIKXUW	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GILJUJ	Re	3	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GILKAQ	Re	3	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GILKIY	Re	3	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GILKUK	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GIMGUH	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GIMHAO	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GIMQEY	Re	3	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GIMQIC	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GISHUM	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GITLAZ	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GITLED	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GITLIH	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GIZWUH	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GIZXAO	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GIZXES	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
GODGUD	Re	9999	5	{1: 9999, 3: 2.618551, 4: 9999, 5: 0.058107, 6: 9999, 7: 0.862027}	3
GODHAK	Re	9999	5	{1: 9999, 3: 2.671357, 4: 9999, 5: 0.10712, 6: 9999, 7: 0.806118}	3
GODHEO	Re	9999	5	{1: 9999, 3: 2.554342, 4: 9999, 5: 0.042766, 6: 9999, 7: 0.93895}	4
GOFYUV	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GOHMAR	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GOQHID	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GOTYEV	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
GOVBUQ	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GOXKEL	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GOXKIP	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GOXKUB	Re	1	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GOXMOX	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GOXMUD	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
GOXNAK	Re	9999	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GOZXEY	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
GOZZOK	Re	4	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
GUFDUG	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GUHRUW	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GUHSEH	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GUHSUX	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GUPPUC	Re	5	9999	{1: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
