refcode	metal	charge_cell2mol	charge_BVS	dictionary	unique_indices
ACIFUP	Ni	3	7777	{2: 0.291401, 3: 0.026908, 4: 9999}	1
ACINEH	Ni	2	2	{2: 0.116832, 3: 9999, 4: 9999}	3
ACITAH	Ni	2	2	{2: 0.061972, 3: 9999, 4: 9999}	2
ACLBNI	Ni	2	7777	{2: 8e-06, 3: 0.457684, 4: 1.783912}	2
ACMPNI	Ni	9999	7777	{2: 0.065628, 3: 0.345906, 4: 9999}	2
ACNIET11	Ni	2	7777	{2: 0.065319, 3: 0.322873, 4: 1.651187}	2
ACOWAS	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
ACOXNU10	Ni	2	2	{2: 0.049615, 3: 9999, 4: 9999}	2
ACOYUO	Ni	2	2	{2: 4.5e-05, 3: 0.668059, 4: 9999}	3
ACPXNI	Ni	9999	8888	{2: 0.854601, 3: 0.582135, 4: 9999}	1
ACTPNI	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	3
ACUJAL	Ni	2	2	{2: 0.000333, 3: 0.512322, 4: 9999}	3
ACUJEQ	Ni	2	7777	{2: 0.159891, 3: 0.239725, 4: 9999}	1
ADEREG01	Ni	2	7777	{2: 0.414889, 3: 0.13025, 4: 1.091191}	1
ADIFID	Ni	2	2	{2: 0.001171, 3: 9999, 4: 9999}	2
ADIMOS	Ni	2	7777	{2: 0.000272, 3: 0.46346, 4: 9999}	3
ADIREN	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
ADUVOL	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
ADUXIJ	Ni	2	2	{2: 0.036541, 3: 9999, 4: 9999}	3
AEAMNI12	Ni	2	2	{2: 0.072473, 3: 0.90402, 4: 9999}	3
AEMANI	Ni	2	7777	{2: 0.051437, 3: 0.425726, 4: 9999}	2
AENNIN	Ni	2	2	{2: 7.3e-05, 3: 0.583047, 4: 9999}	3
AFAVIO	Ni	2	2	{2: 0.008851, 3: 9999, 4: 9999}	3
AFEGAU	Ni	2	2	{2: 0.018445, 3: 0.703759, 4: 9999}	1
AFEHOJ	Ni	9999	7777	{2: 0.109874, 3: 0.327506, 4: 9999}	2
AFEKIG	Ni	2	7777	{2: 0.207531, 3: 0.18162, 4: 9999}	1
AFEKUS	Ni	2	7777	{2: 0.140832, 3: 0.251677, 4: 9999}	2
AFEMAB	Ni	2	2	{2: 4.2e-05, 3: 0.519856, 4: 9999}	2
AFIBUN	Ni	2	2	{2: 0.013058, 3: 0.747318, 4: 9999}	1
AFICIC	Ni	2	2	{2: 0.133416, 3: 0.851114, 4: 9999}	1
AFOJEN	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	4
AFOMAK	Ni	2	2	{2: 2.7e-05, 3: 0.551669, 4: 9999}	3
AFUCOU	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AFUCUA	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AFUDAH	Ni	2	2	{2: 0.06805, 3: 9999, 4: 9999}	2
AFUXIK	Ni	9999	7777	{2: 0.113115, 3: 0.208604, 4: 9999}	1
AGAMIH	Ni	2	2	{2: 0.013467, 3: 9999, 4: 9999}	5
AGEBOG	Ni	2	7777	{2: 2.3e-05, 3: 0.445168, 4: 1.771683}	4
AGETIQ	Ni	3	7777	{2: 0.320072, 3: 0.064783, 4: 9999}	1
AGIDIF	Ni	2	2	{2: 0.000235, 3: 0.720911, 4: 9999}	2
AGIKUW	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AGILAD	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AGOHEJ	Ni	2	7777	{2: 0.260068, 3: 0.163923, 4: 9999}	1
AGORET	Ni	9999	2	{2: 0.001094, 3: 0.725678, 4: 9999}	3
AGOSUL	Ni	2	7777	{2: 2.4e-05, 3: 0.458813, 4: 9999}	3
AGOZUR	Ni	2	7777	{2: 0.087475, 3: 0.294154, 4: 1.624158}	3
AGUZOR	Ni	3	7777	{2: 0.277942, 3: 0.00913, 4: 9999}	1
AHABAM	Ni	3	7777	{2: 0.289046, 3: 0.023797, 4: 9999}	1
AHABER	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AHABIV	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AHABUH	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AHACOB	Ni	2	2	{2: 0.009319, 3: 0.701008, 4: 9999}	2
AHAPIJ	Ni	2	2	{2: 0.000553, 3: 0.632733, 4: 9999}	2
AHDNIC	Ni	2	2	{2: 0.097995, 3: 0.855042, 4: 9999}	2
AHEPAF	Ni	9999	7777	{2: 0.104224, 3: 0.303364, 4: 9999}	3
AHIGIH	Ni	2	7777	{2: 0.222087, 3: 0.187339, 4: 9999}	1
AHIGON	Ni	9999	7777	{2: 0.067372, 3: 0.269031, 4: 9999}	2
AHIGOO	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AHIGUT	Ni	9999	7777	{2: 0.288343, 3: 0.022869, 4: 9999}	2
AHIGUU	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AHIHAB	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AHIHUU	Ni	2	2	{2: 0.000745, 3: 0.695123, 4: 9999}	2
AHUCOY	Ni	2	2	{2: 0.01445, 3: 9999, 4: 9999}	2
AHUCUE	Ni	2	2	{2: 0.008215, 3: 9999, 4: 9999}	2
AHUQAV	Ni	2	2	{2: 0.002458, 3: 9999, 4: 9999}	3
AHUQEZ	Ni	2	2	{2: 0.012897, 3: 9999, 4: 9999}	3
AIBXNI	Ni	2	2	{2: 0.000646, 3: 0.699701, 4: 9999}	2
AJADEV	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AJADIZ	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AJAFEX	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AJAFOH	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AJAKUS	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AJEGAY	Ni	2	2	{2: 0.263802, 3: 1.11207, 4: 9999}	2
AJILOU	Ni	2	7777	{2: 0.313721, 3: 0.04727, 4: 9999}	1
AJIQAM	Ni	2	2	{2: 0.090874, 3: 0.924028, 4: 9999}	2
AJIZAW	Ni	2	7777	{2: 0.019354, 3: 0.440539, 4: 9999}	4
AJUHES	Ni	3	7777	{2: 0.29749, 3: 0.034952, 4: 9999}	1
AJUHOD	Ni	2	7777	{2: 0.207248, 3: 0.230204, 4: 9999}	3
AJUPEA	Ni	3	7777	{2: 0.187927, 3: 0.109779, 4: 9999}	2
AJUPIE	Ni	3	7777	{2: 0.197876, 3: 0.096636, 4: 9999}	1
AJUQAX	Ni	3	7777	{2: 0.19677, 3: 0.098097, 4: 9999}	2
AJUQOL01	Ni	2	7777	{2: 0.00785, 3: 0.421284, 4: 9999}	2
AJURAY01	Ni	2	7777	{2: 0.094045, 3: 0.310343, 4: 9999}	2
AKEQOW	Ni	2	2	{2: 0.018889, 3: 0.845753, 4: 9999}	1
AKOTUQ	Ni	2	2	{2: 0.032101, 3: 0.530555, 4: 9999}	2
AKOWAB	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	1
AKOWAZ	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AKOWIH	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AKUFER	Ni	2	7777	{2: 0.002308, 3: 0.434377, 4: 9999}	2
AKUNAY	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AKUVEK	Ni	2	7777	{2: 0.000616, 3: 0.482508, 4: 9999}	3
ALAKII	Ni	9999	7777	{2: 0.136773, 3: 0.29533, 4: 9999}	2
ALAVIS	Ni	2	2	{2: 0.001564, 3: 9999, 4: 9999}	2
ALAVOY	Ni	2	2	{2: 0.004827, 3: 9999, 4: 9999}	3
ALAWEP	Ni	2	2	{2: 0.076656, 3: 9999, 4: 9999}	2
ALAWIT	Ni	2	2	{2: 0.006639, 3: 9999, 4: 9999}	2
ALEBAU	Ni	2	7777	{2: 0.227021, 3: 0.158615, 4: 9999}	2
ALEHOQ	Ni	2	7777	{2: 0.216932, 3: 0.166818, 4: 9999}	1
ALEMEJ	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
ALESEQ	Ni	2	7777	{2: 0.017099, 3: 0.460449, 4: 9999}	1
ALINAL	Ni	2	7777	{2: 0.284707, 3: 0.082542, 4: 9999}	1
ALOPIA	Ni	2	7777	{2: 0.286142, 3: 0.008204, 4: 9999}	1
ALOTOL	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
ALOTUR	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
ALTUNI10	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	2
ALUBAL	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	5
ALUXEK	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
ALUXIO	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	4
AMALAB	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AMALOP	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AMAMAD	Ni	3	7777	{2: 0.189953, 3: 0.107103, 4: 9999}	2
AMARIR	Ni	2	2	{2: 0.018594, 3: 0.560092, 4: 9999}	2
AMEKUY	Ni	2	2	{2: 9.4e-05, 3: 0.711464, 4: 9999}	3
AMELEJ	Ni	2	2	{2: 0.004185, 3: 0.820662, 4: 9999}	2
AMELUZ	Ni	2	2	{2: 0.000382, 3: 0.725715, 4: 9999}	3
AMIKUE	Ni	2	7777	{2: 0.000147, 3: 0.479088, 4: 9999}	2
AMIMIS	Ni	2	7777	{2: 0.1099, 3: 0.297617, 4: 9999}	3
AMIQIW	Ni	2	7777	{2: 0.000179, 3: 0.450604, 4: 9999}	2
AMUYOY	Ni	2	2	{2: 0.000486, 3: 0.521206, 4: 9999}	1
ANAJUW	Ni	2	7777	{2: 0.001204, 3: 0.431995, 4: 9999}	4
ANENEO	Ni	2	2	{2: 0.051204, 3: 0.880891, 4: 9999}	3
ANENIS	Ni	2	2	{2: 0.020901, 3: 0.84794, 4: 9999}	2
ANENUE	Ni	9999	2	{2: 0.056975, 3: 0.887167, 4: 9999}	2
ANEPAM	Ni	9999	2	{2: 0.12024, 3: 0.95596, 4: 9999}	2
ANIDED10	Ni	2	7777	{2: 0.00679, 3: 0.366997, 4: 9999}	2
ANOBEN	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	4
ANOCAK	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
ANOFAN	Ni	2	2	{2: 0.000279, 3: 0.596372, 4: 9999}	3
ANOFIV	Ni	2	2	{2: 0.000202, 3: 0.682283, 4: 9999}	3
ANOGES	Ni	2	2	{2: 4.8e-05, 3: 0.587145, 4: 9999}	3
ANOGOC	Ni	3	2	{2: 1.8e-05, 3: 0.549922, 4: 9999}	3
ANPYNI	Ni	2	2	{2: 0.000176, 3: 0.619209, 4: 9999}	3
APAREQ	Ni	2	2	{2: 0.004155, 3: 9999, 4: 9999}	2
APAYAS	Ni	2	7777	{2: 0.000115, 3: 0.497519, 4: 9999}	3
APDANI	Ni	9999	2	{2: 0.000273, 3: 0.73101, 4: 9999}	3
APIMNI	Ni	2	7777	{2: 0.034304, 3: 0.376429, 4: 9999}	3
APIVAX	Ni	2	7777	{2: 0.411759, 3: 0.076538, 4: 9999}	1
APZPQN	Ni	2	2	{2: 0.000262, 3: 0.625131, 4: 9999}	4
AQAPEO	Ni	2	2	{2: 3.4e-05, 3: 0.502981, 4: 9999}	3
AQEMOZ	Ni	2	2	{2: 0.077932, 3: 0.812593, 4: 9999}	2
AQIRAV	Ni	2	2	{2: 0.057646, 3: 0.725163, 4: 9999}	2
AQIREZ	Ni	2	2	{2: 0.006908, 3: 0.66699, 4: 9999}	2
AQODUH	Ni	2	7777	{2: 0.390282, 3: 0.049411, 4: 9999}	1
AQOYOV	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	1
AQOZAI	Ni	2	2	{2: 0.006248, 3: 0.520848, 4: 9999}	1
AQPRLB	Ni	2	2	{2: 0.000107, 3: 0.596406, 4: 9999}	2
AQUKAA	Ni	2	2	{2: 0.001569, 3: 0.693567, 4: 9999}	2
AQUSOV	Ni	2	2	{2: 0.004433, 3: 0.71217, 4: 9999}	1
AQUTEM	Ni	2	7777	{2: 0.026392, 3: 0.457531, 4: 9999}	1
AQUTIQ	Ni	9999	7777	{2: 0.014438, 3: 0.444144, 4: 9999}	1
AQUZER	Ni	2	7777	{2: 0.244454, 3: 0.130368, 4: 9999}	1
AQUZIV	Ni	2	7777	{2: 0.145656, 3: 0.257238, 4: 9999}	1
AQUZIW	Ni	2	2	{2: 0.007327, 3: 0.764849, 4: 9999}	3
ARAKUC	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	2
ARAPOA	Ni	2	2	{2: 0.03078, 3: 0.678321, 4: 9999}	4
ARECOR	Ni	2	2	{2: 0.321107, 3: 1.025537, 4: 9999}	1
ARECUX	Ni	2	7777	{2: 0.075454, 3: 0.258355, 4: 9999}	1
AREJUD	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AREKIS	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AREKOY	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AREKUE	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
ARELAL	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
ARENER	Ni	2	2	{2: 0.013892, 3: 0.652135, 4: 9999}	3
ARILUI	Ni	9999	7777	{2: 0.209329, 3: 0.081508, 4: 9999}	1
ARIMAP	Ni	9999	7777	{2: 0.201387, 3: 0.091999, 4: 9999}	1
ARIRUR	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	1
ARIVEE	Ni	2	2	{2: 0.195345, 3: 9999, 4: 9999}	2
ARIZAE	Ni	2	2	{2: 0.086009, 3: 9999, 4: 9999}	2
AROCOA	Ni	2	7777	{2: 0.30941, 3: 0.022267, 4: 9999}	1
AROSIK	Ni	2	7777	{2: 0.087022, 3: 0.381071, 4: 9999}	1
ARUGAW	Ni	2	2	{2: 0.026873, 3: 9999, 4: 9999}	3
ARUMAD	Ni	9999	7777	{2: 0.073617, 3: 0.260781, 4: 9999}	1
ASALNI11	Ni	2	7777	{2: 0.194332, 3: 0.195596, 4: 9999}	1
ASAXAU	Ni	2	7777	{2: 0.117567, 3: 0.255148, 4: 1.588439}	3
ASEFEM	Ni	9999	7777	{2: 0.15887, 3: 0.148163, 4: 9999}	2
ASENIA	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	1
ASICOU	Ni	2	7777	{2: 0.393874, 3: 0.053322, 4: 9999}	1
ASISAX	Ni	2	7777	{2: 0.146897, 3: 0.305937, 4: 9999}	1
ASOWUA	Ni	2	7777	{2: 0.130171, 3: 0.23881, 4: 1.570333}	2
ASOXEL	Ni	2	2	{2: 0.001178, 3: 0.662809, 4: 9999}	2
ASOYOW	Ni	9999	7777	{2: 0.156832, 3: 0.150855, 4: 9999}	1
ASOZAJ	Ni	9999	7777	{2: 0.13771, 3: 0.176115, 4: 9999}	1
ASOZOX	Ni	9999	2	{2: 0.009851, 3: 0.760734, 4: 9999}	4
ASUBEV	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	2
ASUCNI	Ni	2	2	{2: 0.005724, 3: 0.650142, 4: 9999}	2
ASUHUR	Ni	2	2	{2: 0.02283, 3: 0.621049, 4: 9999}	1
ASULOR	Ni	2	7777	{2: 0.207991, 3: 0.229272, 4: 9999}	1
ATOCOC	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
ATOMUS	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
ATOTIO	Ni	2	2	{2: 0.001881, 3: 0.585688, 4: 9999}	2
ATUJEG	Ni	2	7777	{2: 0.00043, 3: 0.45677, 4: 9999}	3
ATUPUA	Ni	9999	7777	{2: 0.001852, 3: 0.44506, 4: 9999}	3
ATUROW	Ni	2	2	{2: 0.105727, 3: 0.872658, 4: 9999}	1
ATURUC	Ni	2	7777	{2: 0.000985, 3: 0.497281, 4: 9999}	1
ATUXOD	Ni	2	2	{2: 0.389849, 3: 1.160806, 4: 9999}	2
AVAYEB	Ni	2	2	{2: 0.000203, 3: 0.664086, 4: 9999}	2
AVEKAO	Ni	2	7777	{2: 0.032796, 3: 0.380365, 4: 9999}	1
AVETAW	Ni	2	2	{2: 0.013148, 3: 0.60188, 4: 9999}	2
AVIBIR	Ni	2	7777	{2: 0.046475, 3: 0.431952, 4: 9999}	1
AVIBOX	Ni	2	2	{2: 0.024654, 3: 0.52121, 4: 9999}	1
AVOHOI	Ni	2	2	{2: 0.019735, 3: 0.555289, 4: 9999}	2
AVOJIE	Ni	9999	2	{2: 0.009566, 3: 0.597922, 4: 9999}	2
AVOKAX	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AVOKON	Ni	2	7777	{2: 0.236522, 3: 0.142207, 4: 9999}	3
AVORAE	Ni	2	2	{2: 0.127318, 3: 0.963657, 4: 9999}	3
AVOROU	Ni	2	2	{2: 0.246742, 3: 0.99549, 4: 9999}	2
AVUNOU	Ni	2	7777	{2: 0.001846, 3: 0.418115, 4: 9999}	2
AWAQEV	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	2
AWELUJ	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	1
AWENAS	Ni	2	2	{2: 0.000548, 3: 0.692366, 4: 9999}	2
AWIJEX02	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	1
AWOJAY	Ni	2	2	{2: 0.000621, 3: 0.649316, 4: 9999}	3
AWOSUB	Ni	9999	7777	{2: 0.149913, 3: 0.159995, 4: 9999}	1
AWOWOZ	Ni	2	7777	{2: 0.019336, 3: 0.411359, 4: 9999}	1
AWUDAY	Ni	2	2	{2: 0.00282, 3: 0.74572, 4: 9999}	3
AWUDUS	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AWUTAN	Ni	2	7777	{2: 0.187253, 3: 0.204391, 4: 9999}	1
AXALEQ	Ni	2	2	{2: 0.000116, 3: 0.601167, 4: 9999}	3
AXEHEQ	Ni	2	7777	{2: 0.462089, 3: 0.168323, 4: 9999}	1
AXEHOA	Ni	2	7777	{2: 0.017859, 3: 0.479191, 4: 9999}	1
AXIHOE	Ni	2	2	{2: 3.2e-05, 3: 0.510836, 4: 9999}	3
AXINUR	Ni	2	7777	{2: 0.090578, 3: 0.315101, 4: 9999}	2
AXIQOO	Ni	2	7777	{2: 0.015931, 3: 0.459165, 4: 9999}	1
AXITAE	Ni	3	7777	{2: 0.278935, 3: 0.010441, 4: 9999}	1
AXITIM	Ni	3	7777	{2: 0.201626, 3: 0.091683, 4: 9999}	3
AXOTAK	Ni	9999	7777	{2: 0.398519, 3: 0.059744, 4: 9999}	1
AXUSAO	Ni	2	7777	{2: 0.170646, 3: 0.276136, 4: 9999}	1
AXUTOE	Ni	9999	7777	{2: 0.293517, 3: 0.075341, 4: 9999}	3
AXUTUK	Ni	9999	7777	{2: 0.258035, 3: 0.120339, 4: 9999}	3
AYACUY	Ni	9999	7777	{2: 0.172773, 3: 0.235465, 4: 9999}	2
AYAGEM	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AYAGIQ	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AYEKIA	Ni	2	2	{2: 0.002109, 3: 0.655397, 4: 9999}	3
AYEWEG	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AYIDOB	Ni	2	7777	{2: 0.01804, 3: 0.394153, 4: 9999}	1
AYIDUH	Ni	9999	7777	{2: 0.082431, 3: 0.307159, 4: 9999}	1
AYIJEY	Ni	2	2	{2: 0.028763, 3: 0.856489, 4: 9999}	3
AYIQIJ	Ni	9999	7777	{2: 0.000267, 3: 0.481602, 4: 9999}	2
AYIRIK	Ni	2	7777	{2: 0.024059, 3: 0.404783, 4: 9999}	2
AYITAE	Ni	2	7777	{2: 0.108086, 3: 0.3012, 4: 9999}	2
AYITEI	Ni	2	7777	{2: 0.063331, 3: 0.357499, 4: 9999}	2
AYIYEN	Ni	2	7777	{2: 0.17317, 3: 0.249783, 4: 9999}	2
AYOBAS	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AYOLEG	Ni	2	2	{2: 0.070932, 3: 9999, 4: 9999}	2
AYOYES	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
AYUHIN01	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	3
AZANOG	Ni	2	2	{2: 0.000742, 3: 0.633621, 4: 9999}	2
AZAYOR	Ni	9999	2	{2: 0.077456, 3: 0.909438, 4: 9999}	2
AZEREC	Ni	2	2	{2: 0.068829, 3: 9999, 4: 9999}	2
AZIDIY	Ni	2	2	{2: 0.00817, 3: 9999, 4: 9999}	3
AZIXEO	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AZIXIS	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	3
AZOCNI16	Ni	2	2	{2: 0.071316, 3: 9999, 4: 9999}	3
AZOXIW	Ni	2	2	{2: 0.029308, 3: 9999, 4: 9999}	5
AZUVAS	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AZUVEW	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
AZUVIA	Ni	2	7777	{2: 0.239723, 3: 0.134982, 4: 9999}	1
AZUVUM	Ni	2	7777	{2: 0.313729, 3: 0.039318, 4: 9999}	1
BABDOY	Ni	2	2	{2: 0.016074, 3: 9999, 4: 9999}	2
BABPAX	Ni	2	7777	{2: 0.132006, 3: 0.25694, 4: 9999}	1
BABQAZ	Ni	2	2	{2: 0.00062, 3: 0.610634, 4: 9999}	1
BACGET	Ni	2	7777	{2: 0.059439, 3: 0.377042, 4: 9999}	3
BACGIX	Ni	2	2	{2: 0.0145, 3: 0.515457, 4: 9999}	3
BACPEC	Ni	2	2	{2: 0.131641, 3: 0.893802, 4: 9999}	3
BACVIN	Ni	2	2	{2: 0.063879, 3: 0.894674, 4: 9999}	2
BACVUZ	Ni	2	2	{2: 0.153271, 3: 0.901365, 4: 9999}	3
BACYUC	Ni	9999	7777	{2: 0.315191, 3: 0.042632, 4: 9999}	2
BACZAH	Ni	2	7777	{2: 0.392792, 3: 0.002628, 4: 9999}	2
BACZAJ	Ni	9999	7777	{2: 0.111215, 3: 0.325212, 4: 9999}	3
BACZEN	Ni	9999	7777	{2: 0.126919, 3: 0.304672, 4: 9999}	4
BADCOA	Ni	2	2	{2: 0.005824, 3: 0.707799, 4: 9999}	3
BADGEV	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	4
BADGIZ	Ni	2	2	{2: 0.014379, 3: 0.755001, 4: 9999}	3
BADHIZ	Ni	2	2	{2: 0.000107, 3: 0.672954, 4: 9999}	3
BADZOV	Ni	2	7777	{2: 0.246085, 3: 0.181469, 4: 9999}	1
BAFBUH	Ni	2	2	{2: 0.002014, 3: 0.633353, 4: 9999}	2
BAFKOI	Ni	2	2	{2: 0.037448, 3: 9999, 4: 9999}	2
BAFSIM	Ni	2	2	{2: 0.001782, 3: 0.591366, 4: 9999}	2
BAGGAT	Ni	2	7777	{2: 0.036051, 3: 0.360811, 4: 1.690649}	1
BAHMEE	Ni	9999	7777	{2: 0.166595, 3: 0.137958, 4: 9999}	2
BAHMII	Ni	3	7777	{2: 0.349051, 3: 0.103063, 4: 9999}	1
BAJGID	Ni	2	7777	{2: 0.216733, 3: 0.218302, 4: 9999}	2
BAJTEL	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	1
BAJVEN	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	3
BAJVUE	Ni	2	2	{2: 0.006527, 3: 9999, 4: 9999}	3
BAJWAL	Ni	2	2	{2: 0.02136, 3: 9999, 4: 9999}	2
BAJWEP	Ni	2	2	{2: 0.023882, 3: 9999, 4: 9999}	2
BAJWOZ	Ni	2	2	{2: 0.164807, 3: 9999, 4: 9999}	2
BAJXAM	Ni	2	2	{2: 8.6e-05, 3: 0.505394, 4: 1.829796}	3
BAJYAN	Ni	3	9999	{2: 9999, 3: 9999, 4: 9999}	4
BAKBEV	Ni	2	7777	{2: 0.046703, 3: 0.361412, 4: 9999}	1
BAKBIZ	Ni	2	2	{2: 0.000428, 3: 0.503931, 4: 9999}	1
BAKBOF	Ni	2	2	{2: 0.002559, 3: 0.506789, 4: 9999}	1
BAKBUL	Ni	2	2	{2: 0.014625, 3: 0.521927, 4: 9999}	1
