refcode	metal	charge_cell2mol	charge_BVS	dictionary	unique_indices
FOGQOI	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
FOGSUQ	Ni	2	2	{2: 3.6e-05, 3: 0.549697, 4: 9999}	4
FOHHUH	Ni	2	2	{2: 0.004168, 3: 0.636344, 4: 9999}	2
FOHLAR	Ni	2	2	{2: 0.000808, 3: 0.608633, 4: 9999}	2
FOHTUR	Ni	0	9999	{2: 9999, 3: 9999, 4: 9999}	2
FONBAM	Ni	2	2	{2: 4.9e-05, 3: 0.594825, 4: 9999}	2
FONDOC01	Ni	2	7777	{2: 0.082665, 3: 0.300389, 4: 1.631065}	1
FONNEB	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	3
FOPHOJ	Ni	2	7777	{2: 0.000138, 3: 0.467896, 4: 9999}	3
FOPJEB	Ni	2	2	{2: 0.128379, 3: 0.964811, 4: 9999}	2
FOPJOL	Ni	2	2	{2: 0.004462, 3: 0.641329, 4: 9999}	2
FOQCIY	Ni	2	7777	{2: 0.340196, 3: 0.037684, 4: 9999}	2
FOQCOE	Ni	2	2	{2: 0.000309, 3: 0.6736, 4: 9999}	3
FOQQAE	Ni	2	7777	{2: 0.003907, 3: 0.432377, 4: 9999}	3
FOQQEI	Ni	2	2	{2: 3.5e-05, 3: 0.557281, 4: 9999}	3
FOQTOV	Ni	9999	7777	{2: 0.08177, 3: 0.331983, 4: 9999}	2
FOQXIT	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
FOQXOZ	Ni	3	7777	{2: 0.331906, 3: 0.080415, 4: 9999}	1
FOQXUF	Ni	3	7777	{2: 0.278453, 3: 0.009805, 4: 9999}	1
FOQYEQ	Ni	3	7777	{2: 0.302208, 3: 0.041184, 4: 9999}	1
FORBUK	Ni	3	7777	{2: 0.299599, 3: 0.037738, 4: 9999}	1
FORNOS	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
FORWIS	Ni	2	7777	{2: 0.008661, 3: 0.416287, 4: 9999}	2
FOSHUR	Ni	9999	7777	{2: 0.278718, 3: 0.010155, 4: 9999}	4
FOSREM	Ni	9999	7777	{2: 0.127005, 3: 0.190256, 4: 9999}	1
FOTLOR	Ni	2	2	{2: 0.006153, 3: 0.679737, 4: 9999}	2
FOTQEL	Ni	2	2	{2: 4e-05, 3: 0.531376, 4: 9999}	4
FOTQOX	Ni	2	2	{2: 0.007551, 3: 9999, 4: 9999}	3
FOTRAH	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	2
FOTSIR	Ni	2	2	{2: 0.021289, 3: 0.684344, 4: 9999}	2
FOTTIR	Ni	9999	7777	{2: 0.248686, 3: 0.029518, 4: 9999}	1
FOTXAO	Ni	2	2	{2: 0.000287, 3: 0.635126, 4: 9999}	3
FOTXES	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	2
FOTZEV	Ni	2	2	{2: 0.000207, 3: 0.592018, 4: 9999}	3
FOVFOM	Ni	2	7777	{2: 0.041483, 3: 0.369419, 4: 9999}	3
FOVGED	Ni	2	7777	{2: 0.003135, 3: 0.432313, 4: 9999}	2
FOVJOQ	Ni	2	7777	{2: 0.315191, 3: 0.043103, 4: 9999}	1
FOVKIL	Ni	2	2	{2: 0.00147, 3: 0.621565, 4: 9999}	2
FOVNAF	Ni	2	7777	{2: 0.048722, 3: 0.416016, 4: 9999}	4
FOWDIF	Ni	2	2	{2: 0.00036, 3: 0.643724, 4: 9999}	3
FOWGOO	Ni	2	7777	{2: 0.190568, 3: 0.19964, 4: 9999}	1
FOXBAV	Ni	9999	2	{2: 0.007586, 3: 0.692352, 4: 9999}	3
FOXMIP	Ni	2	2	{2: 0.202654, 3: 0.912575, 4: 9999}	2
FOXQOB	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
FOXSER	Ni	2	2	{2: 0.014947, 3: 0.696849, 4: 9999}	2
FOXTES	Ni	2	2	{2: 0.464643, 3: 1.249324, 4: 9999}	2
FOYMEN	Ni	3	9999	{2: 9999, 3: 9999, 4: 9999}	2
FOZGAD	Ni	2	2	{2: 0.010323, 3: 0.813988, 4: 9999}	2
FOZGUX	Ni	2	2	{2: 0.013127, 3: 0.810939, 4: 9999}	2
FPYSNI	Ni	2	2	{2: 0.014925, 3: 0.753567, 4: 9999}	1
FTACNI	Ni	2	7777	{2: 0.31005, 3: 0.023376, 4: 9999}	1
FUCMOF	Ni	2	2	{2: 0.050028, 3: 0.879613, 4: 9999}	1
FUDMIB	Ni	2	2	{2: 0.000846, 3: 0.5186, 4: 9999}	1
FUDTOO	Ni	2	7777	{2: 0.074357, 3: 0.396964, 4: 9999}	1
FUDXEH	Ni	3	7777	{2: 0.285215, 3: 0.018736, 4: 9999}	1
FUFGIW	Ni	2	7777	{2: 0.000148, 3: 0.44227, 4: 9999}	2
FUFHOD	Ni	9999	2	{2: 0.025822, 3: 0.618688, 4: 9999}	1
FUFVOS	Ni	2	2	{2: 0.000112, 3: 0.504193, 4: 9999}	2
FUGBOZ	Ni	2	2	{2: 0.00578, 3: 0.695281, 4: 9999}	4
FUGCUG	Ni	2	7777	{2: 0.449201, 3: 0.1255, 4: 9999}	2
FUGDOB	Ni	2	2	{2: 0.00026, 3: 0.568762, 4: 9999}	3
FUGHOE	Ni	9999	2	{2: 0.000531, 3: 0.620063, 4: 9999}	2
FUGSOR	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	1
FUHWAI	Ni	2	2	{2: 0.100745, 3: 0.934762, 4: 9999}	2
FUHWEM	Ni	2	2	{2: 0.052241, 3: 0.882019, 4: 9999}	2
FUHWIQ	Ni	2	2	{2: 0.247931, 3: 1.094811, 4: 9999}	2
FUHXAJ	Ni	2	7777	{2: 0.007535, 3: 0.447494, 4: 9999}	1
FUJQOQ	Ni	2	2	{2: 0.011793, 3: 9999, 4: 9999}	2
FUJXUD	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
FUMJUU	Ni	2	7777	{2: 3.9e-05, 3: 0.444535, 4: 1.771543}	2
FUMKIH	Ni	2	2	{2: 0.00953, 3: 9999, 4: 9999}	2
FUNHUS	Ni	2	2	{2: 0.065597, 3: 0.896543, 4: 9999}	3
FUNRIP	Ni	2	7777	{2: 0.354113, 3: 0.003276, 4: 9999}	1
FUNYES	Ni	9999	2	{2: 0.063328, 3: 0.894075, 4: 9999}	2
FUPMUY	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
FUPNAF	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
FUQHEF	Ni	2	7777	{2: 0.215914, 3: 0.167424, 4: 9999}	1
FURFAC	Ni	9999	7777	{2: 0.006605, 3: 0.428239, 4: 9999}	1
FURGIK	Ni	2	7777	{2: 0.198115, 3: 0.19073, 4: 9999}	1
FUSSIX	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	3
FUTJIQ	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	4
FUTJUC	Ni	9999	7777	{2: 0.050617, 3: 0.352665, 4: 9999}	1
FUTKOU	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
FUVTIZ	Ni	2	7777	{2: 0.171001, 3: 0.275689, 4: 9999}	2
FUWCOP	Ni	2	7777	{2: 0.043465, 3: 0.351201, 4: 1.680287}	2
FUXKOY	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	1
FUYCIO	Ni	2	2	{2: 0.000168, 3: 0.521684, 4: 9999}	3
FUYKUG	Ni	2	2	{2: 0.009303, 3: 0.799879, 4: 9999}	2
FUYTEA	Ni	2	2	{2: 0.211615, 3: 0.999679, 4: 9999}	2
FUYTOK	Ni	2	2	{2: 0.171931, 3: 0.941442, 4: 9999}	5
FUYVAY	Ni	2	2	{2: 0.175894, 3: 0.949585, 4: 9999}	4
FUZBUY	Ni	9999	7777	{2: 0.107127, 3: 0.216514, 4: 9999}	2
FUZFIQ	Ni	2	7777	{2: 0.000147, 3: 0.468953, 4: 9999}	3
FUZTUS	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
FUZXOO	Ni	2	2	{2: 0.03723, 3: 0.728599, 4: 9999}	4
GABGOG	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
GABQOR	Ni	2	2	{2: 0.036326, 3: 0.864713, 4: 9999}	2
GACMUU	Ni	2	2	{2: 0.014655, 3: 9999, 4: 9999}	2
GADBOE	Ni	2	2	{2: 0.029639, 3: 0.769332, 4: 9999}	2
GADKEC	Ni	2	2	{2: 0.00307, 3: 0.506009, 4: 9999}	1
GADQAH	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	3
GAFBOH	Ni	2	7777	{2: 0.041753, 3: 0.384004, 4: 9999}	1
GAFBUN	Ni	2	7777	{2: 0.001311, 3: 0.448994, 4: 9999}	1
GAFCEY	Ni	2	7777	{2: 0.000642, 3: 0.494499, 4: 9999}	2
GAFHAY	Ni	2	2	{2: 0.041481, 3: 9999, 4: 9999}	3
GAFHEC	Ni	2	2	{2: 0.036323, 3: 9999, 4: 9999}	2
GAFYAO	Ni	9999	7777	{2: 0.25185, 3: 0.025337, 4: 9999}	1
GAGBUN	Ni	2	2	{2: 9.2e-05, 3: 0.549955, 4: 9999}	2
GAGHAZ	Ni	2	2	{2: 8.8e-05, 3: 0.585687, 4: 9999}	3
GAGLIM	Ni	2	7777	{2: 0.020429, 3: 0.393276, 4: 9999}	2
GAGSUE	Ni	3	7777	{2: 0.196128, 3: 0.098946, 4: 9999}	1
GAGTAL	Ni	3	7777	{2: 0.156609, 3: 0.15115, 4: 9999}	1
GAHKEJ	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
GAHKIN	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GAHNIP	Ni	2	7777	{2: 0.252969, 3: 0.172831, 4: 9999}	1
GAJJAD	Ni	2	2	{2: 0.017674, 3: 0.716333, 4: 9999}	4
GAJJOR	Ni	2	2	{2: 0.124669, 3: 0.889314, 4: 9999}	3
GAKGAB	Ni	9999	7777	{2: 0.233965, 3: 0.048964, 4: 9999}	1
GAKKEL	Ni	9999	2	{2: 0.091411, 3: 9999, 4: 9999}	2
GAKQOY	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	4
GAKRAN	Ni	2	7777	{2: 0.000374, 3: 0.490742, 4: 9999}	2
GALRER	Ni	3	7777	{2: 0.305041, 3: 0.044927, 4: 9999}	1
GAMCIG	Ni	2	2	{2: 0.000629, 3: 0.68381, 4: 9999}	4
GAMDOO	Ni	2	2	{2: 0.000373, 3: 0.525008, 4: 9999}	4
GAMJIN	Ni	9999	2	{2: 0.001568, 3: 0.694271, 4: 9999}	2
GAMMUC	Ni	9999	2	{2: 0.000348, 3: 0.680874, 4: 9999}	1
GANJUB	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
GANXEA	Ni	2	2	{2: 0.003338, 3: 0.636567, 4: 9999}	2
GANYAX	Ni	2	7777	{2: 0.264773, 3: 0.109531, 4: 9999}	1
GAPWAY	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
GAPYAX	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	2
GAQCOT	Ni	2	7777	{2: 0.443051, 3: 0.118192, 4: 9999}	1
GAQFEM	Ni	2	7777	{2: 0.426911, 3: 0.072014, 4: 9999}	2
GAQJOA	Ni	2	7777	{2: 0.172463, 3: 0.250252, 4: 9999}	1
GAQLAO	Ni	2	7777	{2: 0.211298, 3: 0.201271, 4: 9999}	1
GAQVOK	Ni	2	2	{2: 0.005193, 3: 0.819565, 4: 9999}	2
GAQZIH	Ni	2	2	{2: 0.024792, 3: 0.852172, 4: 9999}	2
GARSOJ	Ni	2	2	{2: 0.02113, 3: 0.801477, 4: 9999}	2
GARVEB	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GASGUD	Ni	2	2	{2: 4e-05, 3: 0.597187, 4: 9999}	3
GASZAC	Ni	2	7777	{2: 0.200959, 3: 0.187779, 4: 9999}	1
GASZUW	Ni	2	7777	{2: 0.19782, 3: 0.190088, 4: 9999}	1
GATJIW	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	4
GAVFAL	Ni	3	7777	{2: 0.222256, 3: 0.064432, 4: 9999}	1
GAVJOD	Ni	2	2	{2: 7.5e-05, 3: 0.588596, 4: 9999}	3
GAVZAH	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GAVZEJ	Ni	2	7777	{2: 0.000279, 3: 0.447843, 4: 9999}	2
GAWNAU	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GAWTAC	Ni	2	7777	{2: 0.037973, 3: 0.372338, 4: 9999}	1
GAXXIO	Ni	2	2	{2: 0.375722, 3: 9999, 4: 9999}	3
GAXXUA	Ni	2	2	{2: 0.3094, 3: 1.095933, 4: 9999}	2
GAXYOV	Ni	2	2	{2: 0.025635, 3: 0.797338, 4: 9999}	2
GAXYOW	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GAXZUC	Ni	2	2	{2: 0.37072, 3: 1.190531, 4: 9999}	2
GAYBIT	Ni	9999	8888	{2: 0.654045, 3: 1.536417, 4: 9999}	2
GAZFUI	Ni	2	7777	{2: 0.1651, 3: 0.232202, 4: 9999}	1
GAZRUX	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GAZTAF	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	4
GEBSEL	Ni	2	2	{2: 0.000588, 3: 0.65102, 4: 9999}	3
GECFOL	Ni	2	7777	{2: 0.313271, 3: 0.049056, 4: 9999}	2
GECJIK	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	2
GECKAD	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	4
GECZIA	Ni	2	7777	{2: 0.380508, 3: 0.037708, 4: 9999}	2
GEDJEE	Ni	2	2	{2: 1e-06, 3: 0.595, 4: 9999}	2
GEDMEI	Ni	2	2	{2: 0.007106, 3: 0.832939, 4: 9999}	3
GEDSIR	Ni	2	7777	{2: 0.15908, 3: 0.147885, 4: 9999}	1
GEFSES	Ni	9999	2	{2: 0.064053, 3: 0.857911, 4: 9999}	6
GEFWOD10	Ni	2	2	{2: 0.034456, 3: 0.783559, 4: 9999}	3
GEGBUQ	Ni	2	2	{2: 0.000578, 3: 0.620297, 4: 9999}	1
GEGCAX	Ni	2	7777	{2: 0.080585, 3: 0.363218, 4: 9999}	2
GEGLEK	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	4
GEHYIB	Ni	2	7777	{2: 0.043809, 3: 0.435299, 4: 9999}	1
GEJSAR	Ni	2	7777	{2: 0.427663, 3: 0.09528, 4: 9999}	1
GEJZOM	Ni	2	2	{2: 0.059175, 3: 0.765973, 4: 9999}	2
GEKGOU	Ni	2	2	{2: 0.001137, 3: 0.652744, 4: 9999}	2
GEKVIE	Ni	2	7777	{2: 0.006093, 3: 0.454828, 4: 9999}	2
GEKZED	Ni	2	7777	{2: 0.254945, 3: 0.170351, 4: 9999}	1
GELFEK	Ni	2	2	{2: 0.000141, 3: 0.57417, 4: 9999}	3
GELGUB	Ni	2	2	{2: 0.008355, 3: 0.834298, 4: 9999}	3
GELHIR	Ni	2	7777	{2: 0.020099, 3: 0.443663, 4: 9999}	1
GELSAS	Ni	2	7777	{2: 0.347012, 3: 0.003638, 4: 9999}	1
GELSUL	Ni	3	7777	{2: 0.243738, 3: 0.036054, 4: 9999}	3
GELWAW	Ni	2	7777	{2: 0.012222, 3: 0.391699, 4: 1.720543}	2
GELYUT	Ni	9999	2	{2: 0.000491, 3: 0.572318, 4: 9999}	2
GEMREW	Ni	2	2	{2: 6.3e-05, 3: 0.59004, 4: 9999}	3
GEMRIA	Ni	9999	2	{2: 2e-06, 3: 0.58992, 4: 9999}	3
GEMROG	Ni	2	2	{2: 0.001368, 3: 0.783986, 4: 9999}	2
GEMTIB	Ni	2	7777	{2: 0.027046, 3: 0.3223, 4: 9999}	1
GENMUJ	Ni	2	2	{2: 0.000577, 3: 0.711405, 4: 9999}	4
GENNIY	Ni	2	2	{2: 0.000361, 3: 0.687376, 4: 9999}	3
GENPAR	Ni	2	2	{2: 0.257427, 3: 1.015294, 4: 9999}	2
GENQAS	Ni	2	7777	{2: 3e-06, 3: 0.479821, 4: 9999}	2
GENYIJ	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GENYOP	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GEPCUA	Ni	3	7777	{2: 0.200238, 3: 0.093517, 4: 9999}	1
GEPNUL	Ni	9999	7777	{2: 0.140875, 3: 0.288197, 4: 9999}	2
GEQCOX	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GEQFOA	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GERLEU	Ni	9999	7777	{2: 0.285139, 3: 0.018637, 4: 9999}	1
GESMUM	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GESNAT	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
GESVEG	Ni	2	2	{2: 0.000349, 3: 0.626901, 4: 9999}	3
GESZEJ	Ni	0	9999	{2: 9999, 3: 9999, 4: 9999}	2
GETPUR	Ni	2	2	{2: 0.000186, 3: 0.63634, 4: 9999}	3
GETVIL	Ni	2	2	{2: 0.048524, 3: 0.851829, 4: 9999}	2
GETWIM	Ni	2	2	{2: 1.1e-05, 3: 0.622762, 4: 9999}	4
GEVCEP	Ni	0	9999	{2: 9999, 3: 9999, 4: 9999}	1
GEVCOC	Ni	2	7777	{2: 0.213719, 3: 0.174105, 4: 9999}	1
GEVDAP	Ni	2	7777	{2: 0.083059, 3: 0.337874, 4: 9999}	1
GEVTUZ	Ni	2	2	{2: 0.000799, 3: 9999, 4: 9999}	2
GEWPON	Ni	2	2	{2: 0.098442, 3: 9999, 4: 9999}	3
GEXRAE	Ni	2	2	{2: 0.013848, 3: 0.582903, 4: 9999}	2
GEXZIS	Ni	2	2	{2: 0.108372, 3: 0.858055, 4: 9999}	1
GEYSEL	Ni	2	2	{2: 9.2e-05, 3: 0.586063, 4: 9999}	5
GEYVIP	Ni	2	7777	{2: 0.061261, 3: 0.277103, 4: 9999}	2
GEYXAL	Ni	2	2	{2: 0.015866, 3: 9999, 4: 9999}	2
GEYXOZ	Ni	2	2	{2: 0.006151, 3: 9999, 4: 9999}	2
GEZGEA	Ni	2	2	{2: 0.01026, 3: 9999, 4: 9999}	2
GEZGIE	Ni	2	2	{2: 0.006474, 3: 9999, 4: 9999}	2
GIBBEA	Ni	2	7777	{2: 0.188554, 3: 0.203492, 4: 9999}	1
GIBSAL	Ni	3	2	{2: 0.002706, 3: 0.731361, 4: 9999}	3
GIBZAS	Ni	2	7777	{2: 0.24881, 3: 0.130491, 4: 9999}	2
GICKOT	Ni	2	2	{2: 0.003732, 3: 0.671283, 4: 9999}	2
GICMUC	Ni	2	2	{2: 0.000864, 3: 0.731335, 4: 9999}	2
GICTES	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
GIDQIV	Ni	2	7777	{2: 1e-06, 3: 0.497012, 4: 9999}	3
GIDQOB	Ni	2	2	{2: 3.3e-05, 3: 0.53647, 4: 9999}	3
GIDQUH	Ni	2	2	{2: 6e-05, 3: 0.566177, 4: 9999}	3
GIFBOO	Ni	2	2	{2: 0.000204, 3: 0.538366, 4: 9999}	2
GIFBUU	Ni	2	2	{2: 0.000407, 3: 0.598544, 4: 9999}	2
GIFFIL	Ni	2	2	{2: 0.016635, 3: 9999, 4: 9999}	3
GIFFOR	Ni	2	2	{2: 0.000151, 3: 9999, 4: 9999}	4
GIFFOS	Ni	2	2	{2: 0.230007, 3: 9999, 4: 9999}	3
GIFFUX	Ni	2	2	{2: 0.000885, 3: 9999, 4: 9999}	4
GIFFUY	Ni	2	2	{2: 0.231293, 3: 9999, 4: 9999}	3
GIFGAE	Ni	2	2	{2: 0.004437, 3: 9999, 4: 9999}	3
GIFGAF	Ni	2	2	{2: 0.165027, 3: 9999, 4: 9999}	3
GIFGEI	Ni	2	2	{2: 0.000318, 3: 9999, 4: 9999}	2
GIFGIM	Ni	2	2	{2: 0.003948, 3: 9999, 4: 9999}	2
GIFJAI	Ni	2	7777	{2: 0.204872, 3: 0.183081, 4: 9999}	1
GIFLEN	Ni	2	2	{2: 0.000125, 3: 0.632981, 4: 9999}	2
GIFPES	Ni	2	2	{2: 0.080432, 3: 9999, 4: 9999}	2
GIFPOC	Ni	2	2	{2: 0.004104, 3: 9999, 4: 9999}	2
GIFPUI	Ni	2	2	{2: 0.000995, 3: 9999, 4: 9999}	3
GIFPUJ	Ni	2	7777	{2: 0.309142, 3: 0.048783, 4: 9999}	1
GIGMEO	Ni	2	7777	{2: 0.188853, 3: 0.253287, 4: 9999}	2
GIGWIC	Ni	2	7777	{2: 0.030135, 3: 0.398042, 4: 9999}	1
GIGZEB	Ni	2	2	{2: 0.000467, 3: 0.634267, 4: 9999}	3
GIHBIJ	Ni	2	2	{2: 6e-05, 3: 0.60545, 4: 9999}	2
GIHTEZ	Ni	2	7777	{2: 0.002827, 3: 0.471341, 4: 9999}	1
GIJZAA	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GIKRUO	Ni	2	7777	{2: 0.159534, 3: 0.200749, 4: 1.533535}	2
GILSEB	Ni	2	2	{2: 1e-05, 3: 0.559501, 4: 9999}	5
GILZIK	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GIMLAQ	Ni	9999	2	{2: 0.000256, 3: 0.608351, 4: 9999}	2
GINSUS	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
GIQNOK	Ni	2	7777	{2: 0.026759, 3: 0.471971, 4: 9999}	2
GIQQEF	Ni	2	2	{2: 0.000483, 3: 0.561312, 4: 9999}	3
GIRDOB	Ni	3	2	{2: 0.000211, 3: 0.530433, 4: 9999}	3
GIRHOG	Ni	9999	7777	{2: 0.239721, 3: 0.041361, 4: 9999}	1
GIRQOP	Ni	2	7777	{2: 0.048725, 3: 0.37164, 4: 9999}	2
GIRXIO	Ni	2	7777	{2: 0.019574, 3: 0.484468, 4: 9999}	1
GITLEA	Ni	2	2	{2: 0.000774, 3: 0.793775, 4: 9999}	2
GITSIL	Ni	2	2	{2: 0.103609, 3: 0.937876, 4: 9999}	2
GITWIP	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GITYIS	Ni	2	2	{2: 0.215647, 3: 9999, 4: 9999}	2
GITYOY	Ni	2	2	{2: 0.190529, 3: 9999, 4: 9999}	2
GIVMAB	Ni	2	7777	{2: 0.041392, 3: 0.438331, 4: 9999}	1
GIVMEF	Ni	2	7777	{2: 0.161826, 3: 0.287203, 4: 9999}	1
GIVSAF	Ni	2	7777	{2: 0.159479, 3: 0.290148, 4: 9999}	1
GIWLIH	Ni	2	7777	{2: 0.272724, 3: 0.054029, 4: 1.279721}	3
GIWREL	Ni	9999	7777	{2: 0.143292, 3: 0.168741, 4: 9999}	1
GIWRUZ	Ni	9999	7777	{2: 0.029324, 3: 0.410589, 4: 9999}	2
GIWXOA	Ni	2	7777	{2: 0.001534, 3: 0.441743, 4: 9999}	3
GIXHED	Ni	2	2	{2: 0.000329, 3: 0.605222, 4: 9999}	3
GIYGIH	Ni	2	2	{2: 1.6e-05, 3: 0.571501, 4: 9999}	1
GIYGON	Ni	2	2	{2: 0.000122, 3: 0.676902, 4: 9999}	1
GIYGUT	Ni	2	2	{2: 0.01652, 3: 0.707859, 4: 9999}	1
GIYHEE	Ni	2	2	{2: 0.003405, 3: 0.614025, 4: 9999}	1
GIYXAQ	Ni	2	7777	{2: 0.019948, 3: 0.409576, 4: 9999}	1
GIZHUS	Ni	2	2	{2: 0.00039, 3: 0.560854, 4: 9999}	3
GIZJAA	Ni	2	2	{2: 0.001019, 3: 0.541895, 4: 9999}	3
GIZRAL	Ni	2	7777	{2: 0.123731, 3: 0.262313, 4: 9999}	1
GLIMNI	Ni	2	2	{2: 4.1e-05, 3: 0.670601, 4: 9999}	2
GOBVEZ	Ni	3	7777	{2: 0.292095, 3: 0.027826, 4: 9999}	2
GOBVID	Ni	3	7777	{2: 0.290356, 3: 0.025527, 4: 9999}	2
GOBVOJ	Ni	9999	7777	{2: 0.399067, 3: 0.169133, 4: 9999}	1
GOCFEK	Ni	2	2	{2: 0.022803, 3: 0.57851, 4: 1.899707}	3
GODCEJ	Ni	2	2	{2: 0.082793, 3: 0.782856, 4: 9999}	2
GODCIN	Ni	9999	2	{2: 0.075621, 3: 0.771893, 4: 9999}	2
GODFUB	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
GODGAI	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	3
GODGEL	Ni	2	2	{2: 0.001042, 3: 9999, 4: 9999}	2
GODHEM	Ni	2	2	{2: 0.026924, 3: 0.688481, 4: 9999}	1
GODHOW	Ni	2	2	{2: 0.108797, 3: 0.943517, 4: 9999}	2
GODNET	Ni	2	7777	{2: 0.024739, 3: 0.478047, 4: 9999}	1
GODNOD	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	1
GOGBIO	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	4
GOGLIY	Ni	2	2	{2: 0.109063, 3: 0.860505, 4: 9999}	4
GOGPUO	Ni	2	2	{2: 0.004474, 3: 0.554838, 4: 9999}	1
GOGVII	Ni	2	2	{2: 0.061749, 3: 0.704943, 4: 9999}	2
GOGZEH	Ni	2	2	{2: 0.00825, 3: 0.658199, 4: 9999}	3
GOGZIL	Ni	9999	8888	{2: 0.952317, 3: 0.704756, 4: 9999}	2
GOHBIP	Ni	2	2	{2: 0.001512, 3: 0.621604, 4: 9999}	1
GOHBOV	Ni	2	2	{2: 0.002498, 3: 0.51089, 4: 9999}	2
GOHCUC	Ni	3	9999	{2: 9999, 3: 9999, 4: 9999}	3
GOHDAJ	Ni	3	9999	{2: 9999, 3: 9999, 4: 9999}	2
GOHDEN	Ni	3	9999	{2: 9999, 3: 9999, 4: 9999}	4
GOHGAN	Ni	2	7777	{2: 0.022763, 3: 0.378035, 4: 1.706419}	3
GOHNEW	Ni	2	7777	{2: 0.000691, 3: 0.442957, 4: 9999}	2
GOHZAF	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	1
GOHZEJ	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GOHZIN	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GOJQEB	Ni	2	7777	{2: 0.205149, 3: 0.232838, 4: 9999}	3
GOJREE	Ni	2	7777	{2: 0.10587, 3: 0.35742, 4: 9999}	2
GOJXEI	Ni	9999	9999	{2: 9999, 3: 9999, 4: 9999}	3
GOKXAI	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	4
GOLBAK04	Ni	2	7777	{2: 0.17551, 3: 0.246505, 4: 9999}	1
GOLHIA	Ni	2	2	{2: 6.7e-05, 3: 9999, 4: 9999}	3
GOLLID	Ni	2	9999	{2: 9999, 3: 9999, 4: 9999}	2
GOLPAZ	Ni	2	7777	{2: 0.3742, 3: 0.029159, 4: 9999}	1
GOLQEE	Ni	2	2	{2: 0.000277, 3: 0.60643, 4: 9999}	3
GOLQOO	Ni	2	2	{2: 0.000775, 3: 0.597034, 4: 9999}	2
GOLSUV	Ni	2	2	{2: 0.004379, 3: 0.582402, 4: 9999}	3
GOLVAF	Ni	2	2	{2: 0.000146, 3: 0.648533, 4: 9999}	2
GONHAS	Ni	2	2	{2: 0.024849, 3: 0.615972, 4: 9999}	1
GONHEW	Ni	2	2	{2: 0.018363, 3: 0.805245, 4: 9999}	1
