refcode	metal	charge_cell2mol	charge_BVS	dictionary	unique_indices
GOGCOV	Mn	3	7777	{2: 0.000413, 3: 0.000198, 4: 1.087587, 5: 9999, 6: 9999, 7: 9999}	3
GOHRIG	Mn	2	2	{2: 0.003159, 3: 1.027822, 4: 2.106176, 5: 9999, 6: 9999, 7: 9999}	2
GOJNID	Mn	2	2	{2: 0.075107, 3: 1.174941, 4: 2.231402, 5: 9999, 6: 9999, 7: 9999}	2
GOJTOO	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GOJVAC	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
GOJVEG	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GOKREF	Mn	2	2	{2: 0.205258, 3: 1.302547, 4: 2.355541, 5: 9999, 6: 9999, 7: 9999}	4
GOLQAA	Mn	2	2	{2: 1e-06, 3: 1.124502, 4: 2.166737, 5: 9999, 6: 9999, 7: 9999}	3
GOMBIU	Mn	2	2	{2: 0.000214, 3: 1.057107, 4: 2.100883, 5: 9999, 6: 9999, 7: 9999}	4
GOMBUI	Mn	2	2	{2: 0.482731, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
GOMVEK	Mn	2	2	{2: 0.001577, 3: 1.021154, 4: 2.083672, 5: 9999, 6: 9999, 7: 9999}	3
GONTIM	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GONTOS	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GONTUY	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
GOQPUZ	Mn	2	2	{2: 2.9e-05, 3: 1.075857, 4: 2.119801, 5: 9999, 6: 9999, 7: 9999}	2
GOQZIX	Mn	2	2	{2: 0.022678, 3: 1.015343, 4: 2.075809, 5: 9999, 6: 9999, 7: 9999}	3
GORHED	Mn	9999	3	{2: 0.903146, 3: 0.000128, 4: 0.801518, 5: 9999, 6: 9999, 7: 9999}	3
GORHIH	Mn	9999	3	{2: 0.947824, 3: 3.1e-05, 4: 0.749446, 5: 9999, 6: 9999, 7: 9999}	4
GOSWOA	Mn	2	2	{2: 0.004118, 3: 0.987176, 4: 2.05495, 5: 9999, 6: 9999, 7: 9999}	2
GOSXER	Mn	2	2	{2: 0.185949, 3: 0.772302, 4: 1.831704, 5: 9999, 6: 9999, 7: 4.584153}	1
GOTQIR	Mn	3	7777	{2: 0.434893, 3: 1.8e-05, 4: 0.919446, 5: 9999, 6: 9999, 7: 9999}	3
GOTQOX	Mn	3	7777	{2: 0.413253, 3: 9e-05, 4: 0.93954, 5: 9999, 6: 9999, 7: 9999}	3
GOTQUD	Mn	3	7777	{2: 0.450063, 3: 0.000119, 4: 0.887863, 5: 9999, 6: 9999, 7: 9999}	3
GOVDOK	Mn	2	2	{2: 0.046016, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
GOWSUI	Mn	9999	7777	{2: 0.170686, 3: 0.000571, 4: 0.911509, 5: 9999, 6: 9999, 7: 9999}	3
GOXXEW	Mn	2	2	{2: 0.165626, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
GUDKUL	Mn	2	7777	{2: 0.002889, 3: 0.000157, 4: 0.927103, 5: 9999, 6: 9999, 7: 9999}	3
GUHCIX	Mn	2	2	{2: 0.007177, 3: 0.982782, 4: 2.048175, 5: 9999, 6: 9999, 7: 9999}	2
GUHJEY	Mn	3	7777	{2: 0.455689, 3: 0.000136, 4: 0.932244, 5: 9999, 6: 9999, 7: 9999}	2
GUJKAX	Mn	2	2	{2: 0.000286, 3: 0.780085, 4: 1.862692, 5: 9999, 6: 9999, 7: 9999}	3
GUTRES	Mn	9999	2	{2: 0.14312, 3: 0.815948, 4: 1.874186, 5: 9999, 6: 9999, 7: 4.631486}	1
GUVMUH	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
GUVNAO	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
GUWMUH	Mn	9999	2	{2: 4.5e-05, 3: 1.05374, 4: 2.113849, 5: 9999, 6: 9999, 7: 9999}	4
GUXJOY	Mn	2	2	{2: 0.010349, 3: 1.005885, 4: 2.08511, 5: 9999, 6: 9999, 7: 9999}	2
GUXNOD	Mn	2	2	{2: 0.032596, 3: 0.963704, 4: 2.004853, 5: 9999, 6: 9999, 7: 4.668816}	2
GUZLIW	Mn	2	2	{2: 0.001526, 3: 0.990125, 4: 2.057967, 5: 9999, 6: 9999, 7: 9999}	2
HABXUF	Mn	9999	3	{2: 0.546088, 3: 0.000174, 4: 0.768838, 5: 9999, 6: 9999, 7: 9999}	3
HADVEO	Mn	2	2	{2: 0.000463, 3: 1.019212, 4: 2.086147, 5: 9999, 6: 9999, 7: 9999}	2
HAHFIH	Mn	2	2	{2: 0.179358, 3: 0.779018, 4: 1.838241, 5: 9999, 6: 9999, 7: 4.591437}	2
HAHXOE	Mn	2	2	{2: 0.013905, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
HAHYAR	Mn	2	2	{2: 0.001566, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
HAHYEV	Mn	2	2	{2: 0.000176, 3: 0.856106, 4: 1.941282, 5: 9999, 6: 9999, 7: 9999}	2
HAJBAY	Mn	2	2	{2: 0.001751, 3: 0.923627, 4: 1.990766, 5: 9999, 6: 9999, 7: 9999}	2
HAMHEI	Mn	9999	7777	{2: 8.4e-05, 3: 0.002058, 4: 0.998038, 5: 9999, 6: 9999, 7: 9999}	2
HATMUL	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
HATNEW	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
HATNOG	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
HATNUM	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
HATPAU	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
HAWBEO	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
HAWNOK	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
HAWNUQ	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
HAYCER	Mn	2	2	{2: 0.0, 3: 1.112763, 4: 2.155675, 5: 9999, 6: 9999, 7: 9999}	2
HAYFEU	Mn	2	2	{2: 0.039011, 3: 1.164257, 4: 2.214288, 5: 9999, 6: 9999, 7: 9999}	2
HAYSOQ	Mn	2	2	{2: 4.9e-05, 3: 1.05391, 4: 2.098397, 5: 9999, 6: 9999, 7: 9999}	4
HAYTUX	Mn	9999	2	{2: 5.5e-05, 3: 0.96275, 4: 2.012281, 5: 9999, 6: 9999, 7: 9999}	3
HAZSUW	Mn	2	2	{2: 1e-05, 3: 1.052791, 4: 2.098112, 5: 9999, 6: 9999, 7: 9999}	4
HAZTAD	Mn	2	2	{2: 9.9e-05, 3: 0.977777, 4: 2.026284, 5: 9999, 6: 9999, 7: 9999}	4
HEDWIZ	Mn	2	2	{2: 0.0001, 3: 1.120144, 4: 2.164616, 5: 9999, 6: 9999, 7: 9999}	2
HEHSIW	Mn	2	2	{2: 0.000179, 3: 1.048638, 4: 2.077209, 5: 2.905169, 6: 3.71247, 7: 4.661269}	2
HEHVEV	Mn	3	3	{2: 0.590119, 3: 5.4e-05, 4: 0.698615, 5: 9999, 6: 9999, 7: 9999}	3
HENFEL	Mn	2	2	{2: 5.1e-05, 3: 0.980574, 4: 2.060806, 5: 9999, 6: 9999, 7: 9999}	2
HENVEE	Mn	2	2	{2: 0.039449, 3: 1.102014, 4: 2.177421, 5: 9999, 6: 9999, 7: 9999}	2
HENVII	Mn	2	2	{2: 0.000417, 3: 1.069597, 4: 2.129952, 5: 9999, 6: 9999, 7: 9999}	4
HETROO	Mn	2	8888	{2: 0.521755, 3: 1.568929, 4: 2.625785, 5: 9999, 6: 9999, 7: 9999}	2
HEVCEQ	Mn	2	2	{2: 0.085797, 3: 1.10423, 4: 2.168416, 5: 9999, 6: 9999, 7: 9999}	2
HEVFEU	Mn	2	2	{2: 0.000254, 3: 1.078425, 4: 2.136841, 5: 9999, 6: 9999, 7: 9999}	2
HEWQAC	Mn	2	2	{2: 0.000177, 3: 1.057518, 4: 2.134692, 5: 9999, 6: 9999, 7: 9999}	2
HIFFUY	Mn	9999	7777	{2: 0.00023, 3: 0.001437, 4: 0.828322, 5: 9999, 6: 9999, 7: 9999}	3
HIJDOU	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
HIKSUQ	Mn	3	7777	{2: 0.183387, 3: 6.7e-05, 4: 0.8216, 5: 9999, 6: 9999, 7: 9999}	3
HIKTAX	Mn	3	7777	{2: 0.466575, 3: 0.000107, 4: 0.833996, 5: 9999, 6: 9999, 7: 9999}	3
HILGUF	Mn	3	3	{2: 0.636779, 3: 3.7e-05, 4: 0.619272, 5: 9999, 6: 9999, 7: 9999}	3
HILHOZ	Mn	2	2	{2: 0.000893, 3: 1.082183, 4: 2.117805, 5: 9999, 6: 9999, 7: 4.781084}	3
HILKIX	Mn	9999	2	{2: 0.111386, 3: 1.250555, 4: 2.290247, 5: 9999, 6: 9999, 7: 9999}	3
HILSIG	Mn	2	2	{2: 0.097159, 3: 1.11717, 4: 2.181348, 5: 9999, 6: 9999, 7: 9999}	2
HIMLIZ	Mn	3	8888	{2: 0.569193, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
HIMLOF	Mn	3	3	{2: 0.551423, 3: 4e-06, 4: 0.7366, 5: 9999, 6: 9999, 7: 9999}	5
HIPKUO	Mn	2	2	{2: 0.033456, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
HIPZEO	Mn	2	2	{2: 0.051828, 3: 1.113998, 4: 2.188929, 5: 9999, 6: 9999, 7: 9999}	2
HIQKAU	Mn	9999	7777	{2: 0.002011, 3: 0.001509, 4: 0.834537, 5: 9999, 6: 9999, 7: 9999}	4
HIQSOQ	Mn	2	2	{2: 0.034623, 3: 1.080476, 4: 2.139884, 5: 9999, 6: 9999, 7: 9999}	3
HIQWOU	Mn	2	2	{2: 0.026812, 3: 1.08978, 4: 2.165673, 5: 9999, 6: 9999, 7: 9999}	2
HIQXOV	Mn	9999	3	{2: 0.599199, 3: 0.00085, 4: 0.722056, 5: 9999, 6: 9999, 7: 9999}	3
HISZUE	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
HITDUK	Mn	2	2	{2: 0.000153, 3: 1.1206, 4: 2.161558, 5: 9999, 6: 9999, 7: 9999}	2
HITFIB	Mn	2	2	{2: 0.027613, 3: 1.059919, 4: 2.129001, 5: 9999, 6: 9999, 7: 9999}	2
HIXWOC	Mn	2	2	{2: 0.024844, 3: 0.963663, 4: 2.024708, 5: 9999, 6: 9999, 7: 9999}	2
HIXZUJ	Mn	2	2	{2: 0.287212, 3: 1.34187, 4: 2.407747, 5: 9999, 6: 9999, 7: 9999}	2
HIZDID	Mn	2	2	{2: 0.047535, 3: 1.138523, 4: 2.200404, 5: 9999, 6: 9999, 7: 9999}	3
HOBDUZ	Mn	2	2	{2: 0.016304, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
HOCREX	Mn	3	7777	{2: 0.000929, 3: 0.001451, 4: 0.974632, 5: 9999, 6: 9999, 7: 9999}	4
HOFZUY	Mn	2	2	{2: 0.011053, 3: 0.984693, 4: 2.05472, 5: 9999, 6: 9999, 7: 9999}	2
HOGBIQ	Mn	2	2	{2: 0.04885, 3: 1.149603, 4: 2.207136, 5: 9999, 6: 9999, 7: 9999}	2
HOGNEY	Mn	2	2	{2: 0.007132, 3: 1.070729, 4: 2.147378, 5: 9999, 6: 9999, 7: 9999}	3
HOKWEJ	Mn	2	8888	{2: 0.522235, 3: 1.590478, 4: 2.637026, 5: 9999, 6: 9999, 7: 9999}	2
HOPHIE	Mn	2	2	{2: 9.1e-05, 3: 1.123708, 4: 2.166052, 5: 9999, 6: 9999, 7: 9999}	3
HOPQIN	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
HOSTIT	Mn	2	2	{2: 0.000108, 3: 1.064134, 4: 2.107596, 5: 9999, 6: 9999, 7: 9999}	3
HOSTUE	Mn	9999	4	{2: 1.435715, 3: 0.519137, 4: 0.071241, 5: 9999, 6: 9999, 7: 9999}	3
HOSXAP	Mn	2	2	{2: 9.2e-05, 3: 1.070803, 4: 2.114017, 5: 9999, 6: 9999, 7: 9999}	3
HOSYIY	Mn	9999	2	{2: 4.8e-05, 3: 0.931686, 4: 1.98004, 5: 9999, 6: 9999, 7: 9999}	2
HOTCOI	Mn	9999	2	{2: 1.3e-05, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
HOXXOJ	Mn	2	2	{2: 0.060415, 3: 1.122311, 4: 2.196911, 5: 9999, 6: 9999, 7: 9999}	2
HOZWOJ	Mn	9999	8888	{2: 2.481455, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
HUCMAU	Mn	3	3	{2: 0.608677, 3: 0.000197, 4: 0.717702, 5: 9999, 6: 9999, 7: 9999}	3
HUDGOC	Mn	2	8888	{2: 0.55062, 3: 1.596873, 4: 2.652618, 5: 9999, 6: 9999, 7: 9999}	2
HUDHAP	Mn	2	2	{2: 0.010552, 3: 1.037256, 4: 2.066079, 5: 2.893066, 6: 3.699253, 7: 4.647627}	2
HUJSAI	Mn	9999	7777	{2: 1.149306, 3: 0.483807, 4: 0.011368, 5: 9999, 6: 9999, 7: 9999}	3
HUJZAP	Mn	9999	4	{2: 1.184749, 3: 0.514815, 4: 0.037625, 5: 9999, 6: 9999, 7: 9999}	3
HULXER	Mn	2	2	{2: 0.000135, 3: 1.067265, 4: 2.126789, 5: 9999, 6: 9999, 7: 9999}	5
HUMZEW	Mn	2	2	{2: 0.074691, 3: 1.080567, 4: 2.142323, 5: 9999, 6: 9999, 7: 9999}	2
HURHUX	Mn	2	2	{2: 0.000667, 3: 0.906263, 4: 1.974327, 5: 9999, 6: 9999, 7: 9999}	3
HURJAF	Mn	2	2	{2: 0.001378, 3: 0.855474, 4: 1.924239, 5: 9999, 6: 9999, 7: 9999}	2
HURSOD	Mn	2	2	{2: 0.04785, 3: 1.098482, 4: 2.157773, 5: 9999, 6: 9999, 7: 9999}	5
HUTCOR	Mn	2	2	{2: 0.06554, 3: 1.095795, 4: 2.163233, 5: 9999, 6: 9999, 7: 9999}	2
HUYTUR	Mn	2	2	{2: 0.011609, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
IBAXOZ	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
IBEWET	Mn	3	7777	{2: 0.004885, 3: 0.000405, 4: 0.983332, 5: 9999, 6: 9999, 7: 9999}	3
IBIXIA	Mn	2	2	{2: 0.102433, 3: 0.857413, 4: 1.914545, 5: 9999, 6: 9999, 7: 4.676452}	2
IBIYEX	Mn	2	2	{2: 0.381386, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
IBODAG	Mn	2	2	{2: 0.000135, 3: 1.08829, 4: 2.134903, 5: 9999, 6: 9999, 7: 9999}	1
IBUSUT	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ICASOX	Mn	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ICATIS	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ICATUE	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ICESEQ	Mn	2	2	{2: 0.011128, 3: 1.002084, 4: 2.06352, 5: 9999, 6: 9999, 7: 9999}	3
ICORUQ	Mn	2	2	{2: 0.0, 3: 0.788922, 4: 1.876767, 5: 9999, 6: 9999, 7: 9999}	2
ICUNOL	Mn	3	3	{2: 0.550125, 3: 1.9e-05, 4: 0.762413, 5: 9999, 6: 9999, 7: 9999}	4
ICUYAI	Mn	3	3	{2: 0.576599, 3: 0.001977, 4: 0.718622, 5: 9999, 6: 9999, 7: 9999}	3
IDAPUA	Mn	2	2	{2: 0.015969, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
IDASUD	Mn	2	2	{2: 0.006578, 3: 0.898528, 4: 1.967492, 5: 9999, 6: 9999, 7: 9999}	2
IDEFUU	Mn	2	2	{2: 0.001081, 3: 1.063221, 4: 2.107741, 5: 9999, 6: 9999, 7: 9999}	2
IDIKUD	Mn	2	2	{2: 5.2e-05, 3: 1.06724, 4: 2.107136, 5: 9999, 6: 9999, 7: 4.797743}	3
IDOFAI	Mn	3	3	{2: 0.581738, 3: 0.0004, 4: 0.786703, 5: 9999, 6: 9999, 7: 9999}	1
IDUFET	Mn	2	2	{2: 0.007639, 3: 1.053831, 4: 2.114208, 5: 9999, 6: 9999, 7: 9999}	3
IFOPAU	Mn	2	2	{2: 0.197009, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
IFUFIY	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
IGAMOS	Mn	3	7777	{2: 0.366964, 3: 0.000221, 4: 0.968797, 5: 9999, 6: 9999, 7: 9999}	2
IGAMUY	Mn	2	7777	{2: 0.352403, 3: 0.000445, 4: 0.930194, 5: 9999, 6: 9999, 7: 9999}	3
IGANAF	Mn	3	7777	{2: 0.382979, 3: 0.000912, 4: 0.497516, 5: 9999, 6: 9999, 7: 9999}	2
IGAZEW	Mn	2	2	{2: 0.005073, 3: 1.014703, 4: 2.077087, 5: 9999, 6: 9999, 7: 9999}	1
IGOCUF	Mn	2	8888	{2: 0.535195, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
IGOSII	Mn	9999	4	{2: 1.381363, 3: 0.562248, 4: 0.014055, 5: 9999, 6: 9999, 7: 9999}	1
IGULAY	Mn	9999	7777	{2: 0.000169, 3: 0.001546, 4: 0.720223, 5: 9999, 6: 9999, 7: 9999}	3
IGUQUY	Mn	2	2	{2: 0.012505, 3: 1.053254, 4: 2.124679, 5: 9999, 6: 9999, 7: 9999}	3
IHABID	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
IHACAV	Mn	2	2	{2: 7.9e-05, 3: 1.091395, 4: 2.133762, 5: 9999, 6: 9999, 7: 9999}	2
IHACOJ	Mn	2	2	{2: 0.063186, 3: 1.200876, 4: 2.239286, 5: 9999, 6: 9999, 7: 9999}	2
IHACUP	Mn	3	3	{2: 0.543893, 3: 0.00014, 4: 0.815463, 5: 9999, 6: 9999, 7: 9999}	2
IHALUZ	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
IHELAI	Mn	2	2	{2: 8.9e-05, 3: 1.058266, 4: 2.112022, 5: 9999, 6: 9999, 7: 9999}	4
IHIGEN	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
IJIGUD	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
IJOWEJ	Mn	2	2	{2: 0.230099, 3: 1.366949, 4: 2.405509, 5: 9999, 6: 9999, 7: 9999}	3
IJUPAG	Mn	3	3	{2: 0.508727, 3: 0.002335, 4: 0.815874, 5: 9999, 6: 9999, 7: 9999}	2
IJUPIO	Mn	3	7777	{2: 0.463418, 3: 0.002438, 4: 0.796752, 5: 9999, 6: 9999, 7: 9999}	2
IKEVOL	Mn	9999	7777	{2: 0.711448, 3: 0.347908, 4: 0.079796, 5: 9999, 6: 9999, 7: 9999}	2
IKIVOO	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
IKIVUU	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ILETAW	Mn	2	2	{2: 0.098942, 3: 1.159609, 4: 2.232727, 5: 9999, 6: 9999, 7: 9999}	1
ILOJIC	Mn	3	7777	{2: 0.213379, 3: 0.000191, 4: 0.91971, 5: 9999, 6: 9999, 7: 9999}	4
ILOKAV	Mn	3	2	{2: 0.001354, 3: 0.935669, 4: 1.998773, 5: 9999, 6: 9999, 7: 9999}	3
ILOKEZ	Mn	9999	3	{2: 0.521677, 3: 0.0, 4: 0.941036, 5: 9999, 6: 9999, 7: 9999}	3
ILUDOJ	Mn	2	2	{2: 0.000279, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
IMAFEH	Mn	2	7777	{2: 0.000571, 3: 0.008387, 4: 0.293449, 5: 9999, 6: 9999, 7: 9999}	2
IMEGAJ	Mn	2	2	{2: 3.9e-05, 3: 1.076411, 4: 2.135742, 5: 9999, 6: 9999, 7: 9999}	3
IPIBUE	Mn	2	2	{2: 0.001278, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
IPICEP	Mn	9999	2	{2: 0.094984, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
IPOGIF	Mn	2	2	{2: 0.02852, 3: 0.998708, 4: 2.028524, 5: 2.852266, 6: 3.6547, 7: 4.601427}	2
IPOROX	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
IPORUD	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
IPOSAK	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
IPUHEH	Mn	2	2	{2: 0.009328, 3: 1.011062, 4: 2.072134, 5: 9999, 6: 9999, 7: 9999}	2
IPUPER	Mn	2	2	{2: 0.000199, 3: 1.117238, 4: 2.159251, 5: 9999, 6: 9999, 7: 9999}	2
IQOLUV	Mn	3	3	{2: 0.554337, 3: 0.000154, 4: 0.872634, 5: 9999, 6: 9999, 7: 9999}	3
IQUCAA	Mn	3	2	{2: 3.5e-05, 3: 1.071507, 4: 2.132738, 5: 9999, 6: 9999, 7: 9999}	5
IREHES	Mn	2	2	{2: 0.00227, 3: 1.023545, 4: 2.087823, 5: 9999, 6: 9999, 7: 9999}	1
IRONOS	Mn	2	2	{2: 0.000398, 3: 1.029272, 4: 2.093286, 5: 9999, 6: 9999, 7: 9999}	5
IRUXAU	Mn	2	2	{2: 0.017893, 3: 1.030264, 4: 2.095241, 5: 9999, 6: 9999, 7: 9999}	2
ISAFOY	Mn	2	2	{2: 0.000328, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ISEXUC	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ISEYAJ	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ISEYEN	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ISUQUJ	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ISURIY	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ITEREF	Mn	3	7777	{2: 0.001549, 3: 5.6e-05, 4: 0.986956, 5: 9999, 6: 9999, 7: 9999}	2
ITERIJ	Mn	2	2	{2: 6.8e-05, 3: 0.971667, 4: 2.045567, 5: 9999, 6: 9999, 7: 9999}	2
ITIFUN	Mn	3	3	{2: 0.900638, 3: 1.3e-05, 4: 0.821458, 5: 9999, 6: 9999, 7: 9999}	2
ITIGUP	Mn	3	3	{2: 0.548967, 3: 5.2e-05, 4: 0.755229, 5: 9999, 6: 9999, 7: 9999}	5
IVAGET	Mn	9999	7777	{2: 0.041936, 3: 0.009323, 4: 0.870135, 5: 9999, 6: 9999, 7: 9999}	2
IWAKEW	Mn	2	2	{2: 0.001131, 3: 0.936274, 4: 2.000263, 5: 9999, 6: 9999, 7: 9999}	2
IWOKAG	Mn	2	2	{2: 0.000102, 3: 1.083713, 4: 2.12802, 5: 9999, 6: 9999, 7: 9999}	4
IWOWEX	Mn	2	2	{2: 9.2e-05, 3: 0.99162, 4: 2.056748, 5: 9999, 6: 9999, 7: 9999}	2
IWUCAE	Mn	9999	2	{2: 7.3e-05, 3: 1.063608, 4: 2.107323, 5: 9999, 6: 9999, 7: 9999}	5
IWUCIO	Mn	2	8888	{2: 0.548646, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
IWUYII	Mn	9999	7777	{2: 0.000199, 3: 0.000206, 4: 0.980728, 5: 9999, 6: 9999, 7: 9999}	4
IXEPAE	Mn	2	2	{2: 0.016095, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
IXESUA	Mn	2	2	{2: 0.000903, 3: 1.080412, 4: 2.123891, 5: 9999, 6: 9999, 7: 9999}	3
IXUDIP	Mn	2	2	{2: 0.001518, 3: 0.837471, 4: 1.923388, 5: 9999, 6: 9999, 7: 9999}	2
IYEBAQ	Mn	9999	4	{2: 1.493773, 3: 0.707089, 4: 0.194679, 5: 9999, 6: 9999, 7: 9999}	1
IYEREL02	Mn	2	2	{2: 0.003873, 3: 0.941063, 4: 2.022864, 5: 9999, 6: 9999, 7: 9999}	2
IYOBAZ	Mn	2	2	{2: 0.039315, 3: 0.988058, 4: 2.01816, 5: 2.84101, 6: 3.642409, 7: 4.588662}	1
IYOFAE	Mn	9999	7777	{2: 0.016302, 3: 0.014433, 4: 0.321605, 5: 9999, 6: 9999, 7: 9999}	3
IYOFEI	Mn	9999	7777	{2: 0.00511, 3: 0.007328, 4: 0.360786, 5: 9999, 6: 9999, 7: 9999}	3
IYUYAC	Mn	2	2	{2: 0.01335, 3: 1.115277, 4: 2.174704, 5: 9999, 6: 9999, 7: 9999}	3
IYUYUW	Mn	2	2	{2: 0.018256, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
IZEVUF	Mn	3	7777	{2: 0.000211, 3: 7.7e-05, 4: 0.772938, 5: 9999, 6: 9999, 7: 9999}	1
IZOJEO	Mn	2	2	{2: 0.00114, 3: 1.062721, 4: 2.139688, 5: 9999, 6: 9999, 7: 9999}	3
IZOVAW	Mn	2	2	{2: 0.087646, 3: 0.904329, 4: 1.952521, 5: 9999, 6: 9999, 7: 4.617142}	2
JAFRIR	Mn	3	3	{2: 1.314917, 3: 0.00015, 4: 0.609316, 5: 9999, 6: 9999, 7: 3.413454}	2
JAFVOB	Mn	3	3	{2: 1.328913, 3: 0.011303, 4: 0.596928, 5: 9999, 6: 9999, 7: 3.395021}	3
