refcode	metal	charge_cell2mol	charge_BVS	dictionary	unique_indices
AJUDUG	Mn	2	2	{2: 0.120857, 3: 0.90761, 4: 1.940152, 5: 2.756359, 6: 3.549971, 7: 4.492245}	2
AJUGAP	Mn	2	2	{2: 0.001833, 3: 1.021438, 4: 2.083864, 5: 9999, 6: 9999, 7: 9999}	2
AJUGET	Mn	2	2	{2: 3.7e-05, 3: 0.992104, 4: 2.037189, 5: 9999, 6: 9999, 7: 9999}	3
AKELAD	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
AKEQAI	Mn	2	2	{2: 0.001827, 3: 1.017963, 4: 2.096709, 5: 9999, 6: 9999, 7: 9999}	1
AKITET	Mn	2	2	{2: 0.017637, 3: 1.009445, 4: 2.038961, 5: 2.863598, 6: 3.667074, 7: 4.614295}	2
ALABEW	Mn	2	2	{2: 0.000193, 3: 0.941723, 4: 2.023498, 5: 9999, 6: 9999, 7: 9999}	2
ALAGOM	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ALAGUS	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ALAHUT	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ALIHAE	Mn	2	2	{2: 0.010524, 3: 1.009659, 4: 2.071323, 5: 9999, 6: 9999, 7: 9999}	3
ALIQOD	Mn	3	3	{2: 1.397476, 3: 0.047988, 4: 0.677507, 5: 1.394469, 6: 2.062803, 7: 2.943876}	1
ALIYID	Mn	3	7777	{2: 0.000882, 3: 0.000229, 4: 0.989905, 5: 9999, 6: 9999, 7: 9999}	2
ALIYOJ	Mn	3	3	{2: 0.590165, 3: 0.002652, 4: 0.733633, 5: 9999, 6: 9999, 7: 9999}	4
ALLPMN	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ALOVIH	Mn	3	7777	{2: 0.305664, 3: 0.000953, 4: 0.666745, 5: 9999, 6: 9999, 7: 9999}	3
AMATEQ	Mn	2	2	{2: 0.000133, 3: 0.921318, 4: 1.988306, 5: 9999, 6: 9999, 7: 9999}	2
AMAVAN	Mn	2	2	{2: 0.004802, 3: 1.057179, 4: 2.085496, 5: 2.914162, 6: 3.72229, 7: 4.671506}	2
AMIQES	Mn	2	2	{2: 0.023247, 3: 0.973211, 4: 2.027402, 5: 9999, 6: 9999, 7: 9999}	2
ANAHAB	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ANAJOR	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ANEHUY	Mn	2	2	{2: 0.114958, 3: 0.844648, 4: 1.902121, 5: 9999, 6: 9999, 7: 4.66261}	2
ANIBEF	Mn	2	2	{2: 9.1e-05, 3: 0.859932, 4: 1.926855, 5: 9999, 6: 9999, 7: 9999}	1
ANIBIJ	Mn	2	2	{2: 5e-05, 3: 0.923029, 4: 1.988003, 5: 9999, 6: 9999, 7: 9999}	1
ANOFEP	Mn	2	2	{2: 0.002158, 3: 0.84698, 4: 1.917608, 5: 9999, 6: 9999, 7: 9999}	2
AQAHUW	Mn	2	2	{2: 1.6e-05, 3: 1.11932, 4: 2.146166, 5: 2.980111, 6: 3.794305, 7: 4.745982}	2
AQAPAK	Mn	2	2	{2: 0.146295, 3: 0.882514, 4: 1.91547, 5: 2.729483, 6: 3.520622, 7: 4.462167}	2
AQAWIY	Mn	3	7777	{2: 0.023, 3: 0.009926, 4: 1.10046, 5: 9999, 6: 9999, 7: 9999}	3
AQIMES	Mn	2	2	{2: 0.01247, 3: 1.007598, 4: 2.06968, 5: 9999, 6: 9999, 7: 9999}	5
AQSUMN	Mn	2	2	{2: 0.000176, 3: 0.987431, 4: 2.025714, 5: 9999, 6: 9999, 7: 9999}	3
AROBEO	Mn	2	2	{2: 0.004059, 3: 1.027432, 4: 2.073114, 5: 9999, 6: 9999, 7: 9999}	2
AROCUF	Mn	2	2	{2: 0.010972, 3: 1.005268, 4: 2.084518, 5: 9999, 6: 9999, 7: 9999}	2
ASAZAY	Mn	2	8888	{2: 0.686623, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
ASEBEF	Mn	9999	2	{2: 0.149012, 3: 1.208081, 4: 2.279274, 5: 9999, 6: 9999, 7: 9999}	2
ASOVOT	Mn	2	2	{2: 0.002345, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ASOYIQ	Mn	2	2	{2: 0.011948, 3: 0.9809, 4: 2.049653, 5: 9999, 6: 9999, 7: 9999}	2
ASUVIT	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ATEJIU	Mn	2	2	{2: 0.000901, 3: 1.028798, 4: 2.089718, 5: 9999, 6: 9999, 7: 9999}	5
ATEWAZ	Mn	9999	2	{2: 0.052561, 3: 1.153696, 4: 2.211532, 5: 9999, 6: 9999, 7: 9999}	2
ATOMOM	Mn	2	2	{2: 0.233571, 3: 1.289942, 4: 2.357882, 5: 9999, 6: 9999, 7: 9999}	3
ATOQIL	Mn	9999	3	{2: 0.557391, 3: 0.000165, 4: 0.772837, 5: 9999, 6: 9999, 7: 9999}	3
ATUNAE	Mn	2	2	{2: 1.1e-05, 3: 1.094661, 4: 2.122119, 5: 2.953979, 6: 3.76577, 7: 4.716427}	2
AVALAL	Mn	2	2	{2: 0.018411, 3: 0.994611, 4: 2.046728, 5: 9999, 6: 9999, 7: 9999}	2
AWOJEC	Mn	3	3	{2: 0.517586, 3: 0.000766, 4: 0.911278, 5: 9999, 6: 9999, 7: 9999}	4
AWOLOO	Mn	3	7777	{2: 0.407432, 3: 0.00163, 4: 0.920535, 5: 9999, 6: 9999, 7: 9999}	3
AWOMAB	Mn	2	2	{2: 4.7e-05, 3: 0.987098, 4: 2.033214, 5: 9999, 6: 9999, 7: 9999}	3
AWOWEP	Mn	2	2	{2: 0.008152, 3: 1.147447, 4: 2.188189, 5: 9999, 6: 9999, 7: 9999}	4
AXAJUE	Mn	2	2	{2: 0.00199, 3: 0.951868, 4: 2.03324, 5: 9999, 6: 9999, 7: 9999}	2
AXECIR	Mn	2	2	{2: 0.001529, 3: 1.033641, 4: 2.080686, 5: 9999, 6: 9999, 7: 9999}	3
AXEHUG	Mn	2	2	{2: 0.003159, 3: 1.023941, 4: 2.084646, 5: 9999, 6: 9999, 7: 9999}	3
AXEVOQ	Mn	2	2	{2: 0.022217, 3: 1.003053, 4: 2.060916, 5: 9999, 6: 9999, 7: 9999}	2
AXISEF	Mn	2	2	{2: 0.021821, 3: 0.924722, 4: 1.992659, 5: 9999, 6: 9999, 7: 9999}	3
AXISIJ	Mn	3	7777	{2: 0.355562, 3: 2.9e-05, 4: 0.957282, 5: 9999, 6: 9999, 7: 9999}	2
AXISOP	Mn	2	2	{2: 0.011506, 3: 1.057659, 4: 2.117264, 5: 9999, 6: 9999, 7: 9999}	3
AXITAC	Mn	2	2	{2: 0.000501, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
AXITEG	Mn	9999	3	{2: 0.564617, 3: 2e-06, 4: 0.892801, 5: 9999, 6: 9999, 7: 9999}	2
AXUXUM	Mn	2	2	{2: 0.16304, 3: 0.865994, 4: 1.899614, 5: 2.712321, 6: 3.501881, 7: 4.442367}	2
AXUZAV	Mn	3	7777	{2: 0.333212, 3: 0.000286, 4: 0.796643, 5: 9999, 6: 9999, 7: 9999}	3
AYALAN	Mn	3	3	{2: 0.5317, 3: 4.7e-05, 4: 0.779816, 5: 9999, 6: 9999, 7: 9999}	2
AYEHOD	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
AYIREG	Mn	2	2	{2: 0.000178, 3: 1.083983, 4: 2.127724, 5: 9999, 6: 9999, 7: 9999}	3
AYODAV	Mn	2	2	{2: 0.000733, 3: 1.089509, 4: 2.117027, 5: 2.948428, 6: 3.759707, 7: 4.710253}	2
AYUKAI	Mn	9999	2	{2: 0.087664, 3: 0.940358, 4: 1.971779, 5: 2.790645, 6: 3.587411, 7: 4.531494}	2
AZISUY	Mn	2	2	{2: 0.037693, 3: 1.107014, 4: 2.158313, 5: 9999, 6: 9999, 7: 9999}	3
AZIYOY	Mn	2	2	{2: 0.000594, 3: 1.02288, 4: 2.071383, 5: 9999, 6: 9999, 7: 9999}	2
AZULIQ	Mn	2	2	{2: 0.100845, 3: 1.121611, 4: 2.18584, 5: 9999, 6: 9999, 7: 9999}	2
AZUMAJ	Mn	2	2	{2: 0.001417, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BACNOK	Mn	2	2	{2: 0.022694, 3: 1.057257, 4: 2.126994, 5: 9999, 6: 9999, 7: 9999}	3
BADDAN	Mn	2	2	{2: 0.000445, 3: 1.023989, 4: 2.102496, 5: 9999, 6: 9999, 7: 9999}	2
BADDER	Mn	2	2	{2: 0.00036, 3: 0.901895, 4: 1.985252, 5: 9999, 6: 9999, 7: 9999}	2
BAFTAG	Mn	2	7777	{2: 0.001545, 3: 0.444221, 4: 1.531451, 5: 9999, 6: 9999, 7: 9999}	4
BAGTIP	Mn	2	2	{2: 0.00418, 3: 1.145106, 4: 2.187325, 5: 9999, 6: 9999, 7: 9999}	3
BAKWUH	Mn	2	2	{2: 5.9e-05, 3: 1.062822, 4: 2.132191, 5: 9999, 6: 9999, 7: 9999}	4
BALCOJ	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BANFOM	Mn	9999	7777	{2: 0.371472, 3: 1.4e-05, 4: 0.766996, 5: 9999, 6: 9999, 7: 9999}	3
BASGAE	Mn	2	2	{2: 0.002376, 3: 1.0313, 4: 2.093106, 5: 9999, 6: 9999, 7: 9999}	2
BASGEI	Mn	2	2	{2: 0.00019, 3: 1.046969, 4: 2.107338, 5: 9999, 6: 9999, 7: 9999}	2
BATZIF	Mn	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BAWLAN	Mn	2	2	{2: 2.9e-05, 3: 1.115169, 4: 2.159801, 5: 9999, 6: 9999, 7: 9999}	3
BAYKIX	Mn	2	2	{2: 0.122573, 3: 1.139071, 4: 2.201673, 5: 9999, 6: 9999, 7: 9999}	3
BEFPOR	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BEGCAR	Mn	2	2	{2: 0.018543, 3: 1.008552, 4: 2.038099, 5: 2.862664, 6: 3.666055, 7: 4.613224}	2
BEHDOH	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BEMGEH	Mn	3	2	{2: 0.000341, 3: 1.037609, 4: 2.100955, 5: 9999, 6: 9999, 7: 9999}	3
BEMWUM	Mn	2	2	{2: 0.000929, 3: 1.051099, 4: 2.079571, 5: 2.907725, 6: 3.71526, 7: 4.664219}	1
BENJEK	Mn	2	2	{2: 0.030835, 3: 1.093676, 4: 2.169413, 5: 9999, 6: 9999, 7: 9999}	3
BEPRET	Mn	3	3	{2: 1.267082, 3: 0.092894, 4: 0.771739, 5: 9999, 6: 9999, 7: 3.112518}	3
BEPREU	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BEPTIA	Mn	3	7777	{2: 0.49171, 3: 0.000108, 4: 0.884705, 5: 9999, 6: 9999, 7: 9999}	4
BEPVUN	Mn	3	3	{2: 1.289262, 3: 0.11656, 4: 0.745846, 5: 9999, 6: 9999, 7: 3.079857}	3
BEPZAA	Mn	2	2	{2: 0.093343, 3: 0.866676, 4: 1.923562, 5: 9999, 6: 9999, 7: 4.686498}	1
BEQCUX	Mn	3	3	{2: 0.548674, 3: 0.00027, 4: 0.765898, 5: 9999, 6: 9999, 7: 9999}	5
BERMIU	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BETCUA	Mn	2	2	{2: 0.020879, 3: 1.006247, 4: 2.035842, 5: 2.86021, 6: 3.663374, 7: 4.610462}	1
BETNIX	Mn	9999	4	{2: 2.029652, 3: 0.749426, 4: 0.031614, 5: 0.700387, 6: 1.304873, 7: 2.153003}	3
BETQAT	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BETQEY	Mn	2	2	{2: 0.000463, 3: 0.910589, 4: 1.96976, 5: 9999, 6: 9999, 7: 9999}	2
BEWVEE	Mn	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BEXJAQ	Mn	2	2	{2: 0.081571, 3: 0.907263, 4: 1.976701, 5: 9999, 6: 9999, 7: 9999}	4
BEXJOE	Mn	2	2	{2: 0.050852, 3: 0.936442, 4: 2.004087, 5: 9999, 6: 9999, 7: 9999}	3
BEXJUK	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BEXLIC	Mn	2	2	{2: 0.053777, 3: 0.962808, 4: 2.043745, 5: 9999, 6: 9999, 7: 9999}	1
BEXLOI	Mn	2	2	{2: 0.005471, 3: 1.046554, 4: 2.124164, 5: 9999, 6: 9999, 7: 9999}	1
BEXLUO	Mn	2	2	{2: 0.102714, 3: 1.16326, 4: 2.236234, 5: 9999, 6: 9999, 7: 9999}	1
BEXMAV	Mn	2	2	{2: 0.124416, 3: 1.18427, 4: 2.256409, 5: 9999, 6: 9999, 7: 9999}	1
BEZSOQ	Mn	9999	7777	{2: 0.374318, 3: 2.8e-05, 4: 0.761259, 5: 9999, 6: 9999, 7: 9999}	4
BEZZEN	Mn	3	7777	{2: 0.483892, 3: 0.000347, 4: 0.618814, 5: 9999, 6: 9999, 7: 9999}	5
BICLIJ	Mn	3	3	{2: 0.569339, 3: 6.4e-05, 4: 0.932389, 5: 9999, 6: 9999, 7: 9999}	2
BIDCIB	Mn	2	2	{2: 0.00107, 3: 0.99717, 4: 2.067962, 5: 9999, 6: 9999, 7: 9999}	2
BIFZUO	Mn	2	2	{2: 0.159254, 3: 1.256712, 4: 2.310187, 5: 9999, 6: 9999, 7: 9999}	3
BIGHIJ	Mn	2	2	{2: 0.040458, 3: 1.178967, 4: 2.218602, 5: 9999, 6: 9999, 7: 9999}	3
BIKDAA	Mn	2	2	{2: 0.460853, 3: 1.551628, 4: 2.59639, 5: 9999, 6: 9999, 7: 9999}	2
BIKZUQ10	Mn	2	2	{2: 0.000859, 3: 0.912215, 4: 1.995163, 5: 9999, 6: 9999, 7: 9999}	2
BILQAP	Mn	9999	7777	{2: 0.266883, 3: 0.000367, 4: 0.736193, 5: 9999, 6: 9999, 7: 9999}	3
BIMLIT	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BINZAA	Mn	2	2	{2: 5.2e-05, 3: 0.898511, 4: 1.982002, 5: 9999, 6: 9999, 7: 9999}	3
BIPBIM	Mn	2	2	{2: 0.000531, 3: 1.058439, 4: 2.102584, 5: 9999, 6: 9999, 7: 9999}	3
BIPJER	Mn	2	2	{2: 0.013059, 3: 1.009424, 4: 2.058151, 5: 9999, 6: 9999, 7: 9999}	3
BIRGAK	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BIRKAQ	Mn	2	2	{2: 0.000683, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BISFAK	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	6
BISHIX	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BIZMUV	Mn	3	2	{2: 0.014344, 3: 1.012694, 4: 2.04612, 5: 2.87246, 6: 3.676752, 7: 4.618189}	1
BIZTEK	Mn	2	2	{2: 0.009371, 3: 1.147145, 4: 2.187013, 5: 9999, 6: 9999, 7: 9999}	2
BMPYMN	Mn	9999	2	{2: 0.027439, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BOFDEG	Mn	3	7777	{2: 0.232368, 3: 7.2e-05, 4: 0.893344, 5: 9999, 6: 9999, 7: 9999}	3
BOFMIU	Mn	2	2	{2: 0.004683, 3: 1.145921, 4: 2.189289, 5: 9999, 6: 9999, 7: 9999}	2
BOFNAN	Mn	2	2	{2: 0.001203, 3: 0.873955, 4: 1.958422, 5: 9999, 6: 9999, 7: 9999}	2
BOFNER	Mn	2	2	{2: 3e-06, 3: 0.93132, 4: 1.991473, 5: 9999, 6: 9999, 7: 9999}	2
BOHKUF	Mn	2	2	{2: 0.003554, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
BOHSEZ	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BOHSID	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BOHZUU	Mn	2	2	{2: 0.00023, 3: 1.065575, 4: 2.126289, 5: 9999, 6: 9999, 7: 9999}	2
BOKHAN	Mn	2	2	{2: 0.049637, 3: 0.958795, 4: 1.997427, 5: 9999, 6: 9999, 7: 4.621779}	2
BOKLOE01	Mn	9999	8888	{2: 0.524444, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BOLCUC	Mn	3	7777	{2: 0.44707, 3: 1.2e-05, 4: 0.911055, 5: 9999, 6: 9999, 7: 9999}	3
BOLZAG	Mn	3	7777	{2: 0.456953, 3: 0.000299, 4: 0.886284, 5: 9999, 6: 9999, 7: 9999}	3
BOMKIX	Mn	2	2	{2: 1.3e-05, 3: 0.968071, 4: 2.014697, 5: 9999, 6: 9999, 7: 9999}	2
BOMMEX	Mn	3	2	{2: 0.340919, 3: 1.414616, 4: 2.47115, 5: 9999, 6: 9999, 7: 9999}	3
BOQPED	Mn	2	2	{2: 3.8e-05, 3: 1.092951, 4: 2.135949, 5: 9999, 6: 9999, 7: 9999}	3
BOTZUH	Mn	2	2	{2: 3.2e-05, 3: 1.072429, 4: 2.132589, 5: 9999, 6: 9999, 7: 9999}	3
BOVGID	Mn	9999	7777	{2: 0.378069, 3: 4.7e-05, 4: 0.789101, 5: 9999, 6: 9999, 7: 9999}	4
BOVRIO	Mn	2	2	{2: 0.033504, 3: 0.993791, 4: 2.023849, 5: 2.847218, 6: 3.649188, 7: 4.595534}	4
BOVSIP	Mn	2	2	{2: 0.032444, 3: 0.994837, 4: 2.024805, 5: 2.84824, 6: 3.650304, 7: 4.596787}	4
BOWQOV	Mn	2	2	{2: 0.001288, 3: 1.024551, 4: 2.070253, 5: 9999, 6: 9999, 7: 9999}	3
BOXVAN	Mn	2	2	{2: 0.000206, 3: 1.041569, 4: 2.109574, 5: 9999, 6: 9999, 7: 9999}	3
BOZMIN	Mn	3	2	{2: 4.1e-05, 3: 0.973481, 4: 2.01962, 5: 9999, 6: 9999, 7: 9999}	2
BOZZAR	Mn	9999	7777	{2: 2.281487, 3: 1.014383, 4: 0.214506, 5: 0.400717, 6: 0.977638, 7: 1.810484}	3
BPHMNC03	Mn	9999	3	{2: 1.191764, 3: 0.252724, 4: 0.834011, 5: 9999, 6: 9999, 7: 3.472555}	1
BRURMN	Mn	2	2	{2: 0.236729, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BUBHEM	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BUCGAI	Mn	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BUCRAS	Mn	2	2	{2: 0.155144, 3: 1.254696, 4: 2.297574, 5: 9999, 6: 9999, 7: 9999}	4
BUHRED	Mn	3	7777	{2: 0.094383, 3: 3.1e-05, 4: 0.855764, 5: 9999, 6: 9999, 7: 9999}	1
BUJYUB	Mn	2	2	{2: 0.000181, 3: 1.039168, 4: 2.099909, 5: 9999, 6: 9999, 7: 9999}	2
BULVIQ	Mn	2	2	{2: 6.1e-05, 3: 1.005428, 4: 2.052348, 5: 9999, 6: 9999, 7: 9999}	2
BUNLOM	Mn	3	2	{2: 0.000585, 3: 1.012669, 4: 2.08042, 5: 9999, 6: 9999, 7: 9999}	3
BUNMAZ	Mn	3	2	{2: 0.042919, 3: 1.062006, 4: 2.127683, 5: 9999, 6: 9999, 7: 9999}	3
BUNMED	Mn	3	2	{2: 0.028773, 3: 1.048901, 4: 2.115252, 5: 9999, 6: 9999, 7: 9999}	3
BURMIL	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BURMOR	Mn	1	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BURYAQ01	Mn	2	2	{2: 0.000222, 3: 1.085895, 4: 2.147605, 5: 9999, 6: 9999, 7: 9999}	4
BUSMOR	Mn	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
BUXYAV	Mn	2	2	{2: 8e-06, 3: 1.001886, 4: 2.046719, 5: 9999, 6: 9999, 7: 9999}	2
BUXYIE	Mn	3	8888	{2: 0.695108, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BUYMUE	Mn	2	2	{2: 0.050412, 3: 1.072315, 4: 2.13838, 5: 9999, 6: 9999, 7: 9999}	2
BUZQOE	Mn	2	2	{2: 0.000477, 3: 1.064835, 4: 2.109798, 5: 9999, 6: 9999, 7: 9999}	2
CAFXEM	Mn	2	2	{2: 0.009143, 3: 1.112087, 4: 2.172118, 5: 9999, 6: 9999, 7: 9999}	3
CAHGAW	Mn	2	2	{2: 0.011923, 3: 1.029952, 4: 2.096368, 5: 9999, 6: 9999, 7: 9999}	3
CAMJUY	Mn	2	2	{2: 0.112902, 3: 1.173123, 4: 2.245704, 5: 9999, 6: 9999, 7: 9999}	3
CAQXEA	Mn	2	2	{2: 1.8e-05, 3: 1.081411, 4: 2.125548, 5: 9999, 6: 9999, 7: 9999}	2
CATHIP	Mn	2	2	{2: 0.001759, 3: 1.026554, 4: 2.104959, 5: 9999, 6: 9999, 7: 9999}	2
CAWWII	Mn	2	2	{2: 3.3e-05, 3: 1.023157, 4: 2.069256, 5: 9999, 6: 9999, 7: 9999}	3
CAXTIH	Mn	2	7777	{2: 0.004364, 3: 0.262774, 4: 1.371523, 5: 9999, 6: 9999, 7: 9999}	2
CAXTUR	Mn	3	2	{2: 0.000392, 3: 0.908292, 4: 1.978736, 5: 9999, 6: 9999, 7: 9999}	3
