refcode	metal	charge_cell2mol	charge_BVS	dictionary	unique_indices
ABEMAX	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
ABIJEB	Fe	3	3	{2: 0.621823, 3: 0.223731, 4: 9999, 6: 9999}	2
ABITEM	Fe	2	2	{2: 0.000501, 3: 0.621302, 4: 9999, 6: 9999}	2
ABITUC01	Fe	2	2	{2: 0.000113, 3: 0.603351, 4: 9999, 6: 9999}	3
ABOZOJ	Fe	3	7777	{2: 0.196717, 3: 0.099274, 4: 9999, 6: 9999}	2
ACAKOF	Fe	9999	8888	{2: 9999, 3: 0.741587, 4: 9999, 6: 9999}	2
ACAZFE	Fe	0	8888	{2: 9999, 3: 0.512854, 4: 9999, 6: 9999}	2
ACEDIV	Fe	2	8888	{2: 9999, 3: 0.64625, 4: 9999, 6: 9999}	1
ACEYOW	Fe	2	2	{2: 0.003298, 3: 0.565681, 4: 9999, 6: 9999}	2
ACODUR	Fe	2	8888	{2: 9999, 3: 0.786209, 4: 9999, 6: 9999}	3
ACOFAZ	Fe	2	8888	{2: 9999, 3: 0.767313, 4: 9999, 6: 9999}	3
ACOREQ	Fe	3	3	{2: 0.543462, 3: 0.34714, 4: 9999, 6: 9999}	2
ACORIU01	Fe	3	3	{2: 0.549652, 3: 0.355749, 4: 9999, 6: 9999}	2
ACOROA	Fe	3	7777	{2: 0.000333, 3: 3.5e-05, 4: 9999, 6: 9999}	2
ACORUG	Fe	3	7777	{2: 9.6e-05, 3: 0.250263, 4: 9999, 6: 9999}	2
ACOSAN	Fe	3	7777	{2: 0.002938, 3: 0.000811, 4: 9999, 6: 9999}	2
ACOTIV	Fe	3	7777	{2: 0.001083, 3: 0.009123, 4: 9999, 6: 9999}	3
ADAQUU	Fe	2	7777	{2: 0.099711, 3: 0.0654, 4: 9999, 6: 9999}	2
ADAREF	Fe	2	7777	{2: 0.203082, 3: 0.216314, 4: 9999, 6: 9999}	2
ADEJOK	Fe	2	7777	{2: 0.04949, 3: 0.007918, 4: 9999, 6: 9999}	3
ADEQIL	Fe	2	7777	{2: 0.015114, 3: 0.014288, 4: 9999, 6: 9999}	3
ADIGAV	Fe	2	2	{2: 0.086481, 3: 0.852927, 4: 9999, 6: 9999}	3
ADIGEB	Fe	3	2	{2: 0.000243, 3: 0.575589, 4: 9999, 6: 9999}	2
ADIZIW	Fe	2	8888	{2: 9999, 3: 0.785427, 4: 9999, 6: 9999}	4
ADOSIW	Fe	3	3	{2: 0.819756, 3: 0.049655, 4: 9999, 6: 9999}	1
ADUPAQ	Fe	9999	7777	{2: 0.308404, 3: 0.428049, 4: 9999, 6: 9999}	1
AETSFE	Fe	3	3	{2: 0.765822, 3: 0.378664, 4: 9999, 6: 9999}	2
AFACUI	Fe	9999	8888	{2: 9999, 3: 0.518688, 4: 9999, 6: 9999}	4
AFANEB	Fe	2	7777	{2: 0.01019, 3: 0.065293, 4: 9999, 6: 9999}	2
AFEZUI	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
AFIBAU	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
AFIGEE	Fe	3	3	{2: 0.746224, 3: 0.059755, 4: 9999, 6: 9999}	3
AFUGIS	Fe	2	8888	{2: 9999, 3: 0.797786, 4: 9999, 6: 9999}	2
AFUHOB01	Fe	2	2	{2: 0.000491, 3: 0.519439, 4: 9999, 6: 9999}	3
AFUTEB	Fe	2	8888	{2: 9999, 3: 1.027274, 4: 9999, 6: 9999}	2
AFUYAD	Fe	2	2	{2: 7.4e-05, 3: 0.736771, 4: 9999, 6: 9999}	2
AGESOV	Fe	2	3	{2: 9999, 3: 0.438155, 4: 9999, 6: 9999}	2
AGIZEX	Fe	2	2	{2: 0.000601, 3: 0.597182, 4: 9999, 6: 9999}	2
AGOGEI	Fe	9999	3	{2: 0.782392, 3: 0.06307, 4: 9999, 6: 9999}	2
AGUDIQ	Fe	2	7777	{2: 0.000119, 3: 0.400889, 4: 9999, 6: 9999}	3
AGUGIS	Fe	2	2	{2: 0.103408, 3: 0.876381, 4: 9999, 6: 9999}	2
AGUGOY	Fe	2	2	{2: 0.07148, 3: 0.852481, 4: 9999, 6: 9999}	2
AGULUL	Fe	3	7777	{2: 0.003475, 3: 0.11545, 4: 9999, 6: 9999}	3
AGUMAS	Fe	3	7777	{2: 0.002706, 3: 0.143052, 4: 9999, 6: 9999}	3
AGUYUY	Fe	3	8888	{2: 1.492793, 3: 0.627485, 4: 0.637118, 6: 9999}	1
AHAQUV	Fe	3	7777	{2: 0.000681, 3: 0.215401, 4: 9999, 6: 9999}	3
AHARIK	Fe	3	7777	{2: 0.322834, 3: 0.000164, 4: 9999, 6: 9999}	3
AHEPOT	Fe	3	3	{2: 0.713991, 3: 0.023842, 4: 9999, 6: 9999}	1
AHICIE	Fe	9999	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	3
AHICOK	Fe	9999	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	3
AHOBOP	Fe	2	2	{2: 0.043878, 3: 0.822079, 4: 9999, 6: 9999}	2
AHOBUV	Fe	2	2	{2: 0.102505, 3: 0.88414, 4: 9999, 6: 9999}	3
AHOHIP	Fe	2	8888	{2: 9999, 3: 1.539904, 4: 9999, 6: 9999}	1
AHUGOA	Fe	2	2	{2: 0.001629, 3: 0.641622, 4: 9999, 6: 9999}	1
AJALED	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
AJALIH	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
AJAXEP	Fe	2	2	{2: 0.00105, 3: 0.588341, 4: 9999, 6: 9999}	3
AJEFOM	Fe	3	2	{2: 0.285459, 3: 0.528204, 4: 1.038226, 6: 9999}	1
AJEPIP	Fe	2	2	{2: 0.038677, 3: 0.833965, 4: 9999, 6: 9999}	3
AJEVIU	Fe	3	7777	{2: 0.100161, 3: 0.001195, 4: 9999, 6: 9999}	2
AJIMIR	Fe	3	7777	{2: 0.138308, 3: 0.172396, 4: 9999, 6: 9999}	2
AJIMOV	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	4
AJUJOE	Fe	0	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
AJUKIA	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	1
AKAGEY	Fe	9999	7777	{2: 0.000642, 3: 0.02247, 4: 9999, 6: 9999}	2
AKEMAE	Fe	9999	3	{2: 0.896505, 3: 0.057382, 4: 9999, 6: 9999}	1
AKEMUY	Fe	2	7777	{2: 0.008615, 3: 0.067593, 4: 9999, 6: 9999}	2
AKENAF	Fe	2	7777	{2: 0.000359, 3: 0.256992, 4: 9999, 6: 9999}	2
AKEQEM	Fe	2	2	{2: 0.000459, 3: 0.704948, 4: 9999, 6: 9999}	1
AKIWIC	Fe	3	3	{2: 0.734519, 3: 0.138652, 4: 9999, 6: 2.895244}	2
AKOMUL	Fe	9999	7777	{2: 0.087695, 3: 0.026999, 4: 9999, 6: 9999}	4
AKUSIL	Fe	9999	3	{2: 9999, 3: 0.377232, 4: 9999, 6: 9999}	4
ALALAA	Fe	3	3	{2: 9999, 3: 0.009269, 4: 9999, 6: 9999}	2
ALAVUE	Fe	2	2	{2: 0.04264, 3: 0.827332, 4: 9999, 6: 9999}	2
ALAWAL	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	3
ALAXEQ	Fe	9999	2	{2: 0.073479, 3: 0.860268, 4: 9999, 6: 9999}	3
ALAXIU	Fe	2	2	{2: 0.075052, 3: 0.863178, 4: 9999, 6: 9999}	2
ALEQEO	Fe	2	8888	{2: 9999, 3: 0.662742, 4: 9999, 6: 9999}	3
ALIKUC	Fe	2	7777	{2: 0.13099, 3: 0.111065, 4: 9999, 6: 9999}	3
ALILAJ	Fe	2	7777	{2: 0.160154, 3: 0.153642, 4: 9999, 6: 9999}	2
ALILEN	Fe	2	2	{2: 0.00166, 3: 0.660719, 4: 9999, 6: 9999}	2
ALILOX	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	4
ALIWAU	Fe	2	7777	{2: 0.227279, 3: 0.065112, 4: 9999, 6: 9999}	2
ALOGUD	Fe	3	7777	{2: 0.041814, 3: 0.019124, 4: 9999, 6: 9999}	2
AMAGUR	Fe	2	2	{2: 0.024319, 3: 0.774784, 4: 9999, 6: 9999}	3
AMAHOM	Fe	2	2	{2: 0.00239, 3: 0.688016, 4: 9999, 6: 9999}	3
AMAHUS	Fe	2	2	{2: 0.001716, 3: 0.745623, 4: 9999, 6: 9999}	3
AMAVOB	Fe	2	2	{2: 4.3e-05, 3: 0.706478, 4: 9999, 6: 3.859603}	2
AMINOA	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	4
AMIRUJ	Fe	2	8888	{2: 9999, 3: 0.962699, 4: 9999, 6: 9999}	3
AMIYIH	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
AMUGIA	Fe	2	2	{2: 0.001424, 3: 0.645916, 4: 9999, 6: 9999}	2
APAFEM	Fe	2	2	{2: 0.119082, 3: 0.841102, 4: 9999, 6: 9999}	3
APEKOY	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
APEKUE	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
APEREV	Fe	9999	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	3
APERUL	Fe	9999	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	3
APIKOC	Fe	9999	8888	{2: 9999, 3: 0.875488, 4: 9999, 6: 9999}	5
APINUJ	Fe	2	7777	{2: 0.154641, 3: 0.145594, 4: 9999, 6: 9999}	2
APIPIZ	Fe	2	7777	{2: 0.248364, 3: 0.282421, 4: 9999, 6: 9999}	3
APUDUM	Fe	2	2	{2: 0.014409, 3: 0.630952, 4: 9999, 6: 9999}	1
AQAKAE	Fe	3	7777	{2: 0.031546, 3: 0.044018, 4: 9999, 6: 9999}	5
AQIYAA	Fe	2	8888	{2: 9999, 3: 0.758303, 4: 9999, 6: 9999}	3
AQIYII	Fe	2	8888	{2: 9999, 3: 0.724829, 4: 9999, 6: 9999}	3
AQIZEF	Fe	2	8888	{2: 9999, 3: 0.660209, 4: 9999, 6: 9999}	4
AQOGAP	Fe	3	7777	{2: 0.130674, 3: 0.061015, 4: 9999, 6: 9999}	3
AQOGET	Fe	3	7777	{2: 0.071328, 3: 0.15485, 4: 9999, 6: 9999}	3
AQOGIX	Fe	3	7777	{2: 0.101875, 3: 0.116737, 4: 9999, 6: 9999}	3
AQOZIQ	Fe	3	8888	{2: 0.966695, 3: 0.696405, 4: 9999, 6: 9999}	3
AQUGAU	Fe	2	8888	{2: 9999, 3: 1.326483, 4: 9999, 6: 9999}	2
AQUGEY	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	3
AQUWEP	Fe	2	2	{2: 0.151788, 3: 0.934004, 4: 9999, 6: 9999}	2
ARADOO	Fe	2	2	{2: 0.005809, 3: 0.641066, 4: 9999, 6: 9999}	2
ARECIJ	Fe	2	2	{2: 0.090796, 3: 0.925464, 4: 9999, 6: 9999}	2
ARECOP	Fe	2	2	{2: 0.065228, 3: 0.900616, 4: 9999, 6: 9999}	2
ARIGOX	Fe	2	2	{2: 0.000187, 3: 0.730395, 4: 9999, 6: 9999}	2
ARIROK	Fe	2	8888	{2: 9999, 3: 1.155259, 4: 9999, 6: 9999}	4
AROBIS	Fe	2	2	{2: 6.3e-05, 3: 0.714213, 4: 9999, 6: 9999}	2
AROFIX	Fe	3	7777	{2: 0.013358, 3: 0.184846, 4: 9999, 6: 9999}	3
AROLID	Fe	3	7777	{2: 0.039369, 3: 0.022694, 4: 9999, 6: 9999}	4
ASASOF	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	4
ASATEW	Fe	3	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	4
ASAWIB	Fe	3	7777	{2: 0.290675, 3: 0.004018, 4: 9999, 6: 9999}	2
ASAYAW	Fe	3	3	{2: 0.836043, 3: 0.486653, 4: 9999, 6: 9999}	2
ASEFUA	Fe	3	3	{2: 0.7159, 3: 0.02597, 4: 9999, 6: 9999}	1
ASEQEW	Fe	3	7777	{2: 0.070248, 3: 0.169884, 4: 9999, 6: 9999}	4
ASEREW	Fe	9999	2	{2: 0.002466, 3: 0.661304, 4: 9999, 6: 9999}	3
ASIKET	Fe	0	8888	{2: 9999, 3: 0.539109, 4: 9999, 6: 9999}	2
ASIKIX	Fe	0	8888	{2: 9999, 3: 0.595615, 4: 9999, 6: 9999}	2
ASIKOD	Fe	0	8888	{2: 9999, 3: 0.646138, 4: 9999, 6: 9999}	2
ASUTEN	Fe	2	2	{2: 0.001023, 3: 0.744375, 4: 9999, 6: 9999}	2
ASUTOX	Fe	2	8888	{2: 9999, 3: 1.372812, 4: 9999, 6: 9999}	3
ASUTUD	Fe	2	8888	{2: 9999, 3: 1.710768, 4: 9999, 6: 9999}	2
ASUVAL	Fe	2	8888	{2: 9999, 3: 1.091446, 4: 9999, 6: 9999}	2
ATAVEX	Fe	0	8888	{2: 9999, 3: 0.506515, 4: 9999, 6: 9999}	2
ATILAQ	Fe	3	7777	{2: 0.09228, 3: 0.309275, 4: 9999, 6: 9999}	2
ATILOE	Fe	3	7777	{2: 0.020746, 3: 0.185073, 4: 9999, 6: 9999}	3
ATILUK	Fe	3	7777	{2: 0.023836, 3: 0.108726, 4: 9999, 6: 9999}	3
ATOFAS	Fe	3	7777	{2: 0.231674, 3: 0.157772, 4: 9999, 6: 9999}	3
ATOFEW	Fe	3	7777	{2: 0.22464, 3: 0.165411, 4: 9999, 6: 9999}	4
ATOVIQ	Fe	9999	3	{2: 0.708475, 3: 0.017697, 4: 9999, 6: 9999}	2
ATUQOV	Fe	2	8888	{2: 9999, 3: 0.619448, 4: 9999, 6: 9999}	3
AVAPUJ	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	4
AVAQAQ	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	5
AVAQEU	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	5
AVETUQ	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	5
AVIVEH	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	5
AVIYUZ	Fe	2	2	{2: 0.1012, 3: 0.882243, 4: 9999, 6: 9999}	2
AVOGIC	Fe	3	7777	{2: 0.4159, 3: 4.2e-05, 4: 9999, 6: 9999}	2
AWEVON	Fe	9999	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	4
AWONIL	Fe	2	2	{2: 0.000113, 3: 0.742216, 4: 9999, 6: 9999}	2
AWONOR	Fe	9999	3	{2: 9999, 3: 0.437479, 4: 9999, 6: 9999}	2
AWOPIN	Fe	9999	2	{2: 0.000833, 3: 0.515092, 4: 9999, 6: 9999}	1
AWUKEK	Fe	2	2	{2: 0.058344, 3: 0.771387, 4: 9999, 6: 9999}	3
AXOPOU	Fe	3	3	{2: 0.739549, 3: 0.052318, 4: 9999, 6: 9999}	1
AXOTEO	Fe	3	7777	{2: 0.289048, 3: 0.027345, 4: 9999, 6: 9999}	2
AYEYUA	Fe	3	7777	{2: 0.000953, 3: 0.000305, 4: 9999, 6: 9999}	3
AYOSOY	Fe	2	8888	{2: 9999, 3: 0.74919, 4: 9999, 6: 9999}	3
AZOFOL	Fe	2	2	{2: 4.4e-05, 3: 0.71256, 4: 9999, 6: 9999}	2
BABQIE	Fe	0	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	3
BACHUI	Fe	3	7777	{2: 0.002556, 3: 0.026023, 4: 9999, 6: 9999}	2
BADLIF	Fe	2	7777	{2: 0.152675, 3: 0.142723, 4: 9999, 6: 9999}	3
BADLOL	Fe	2	7777	{2: 0.190288, 3: 0.197635, 4: 9999, 6: 9999}	2
BADPUT	Fe	3	2	{2: 0.121635, 3: 9999, 4: 9999, 6: 9999}	2
BADQAA	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	3
BADQEE	Fe	3	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	3
BADXAJ	Fe	2	2	{2: 3.6e-05, 3: 0.654705, 4: 9999, 6: 9999}	3
BAJJUS	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
BAJKED	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
BAJKIH	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
BAKBIY	Fe	9999	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
BAKGUR	Fe	2	2	{2: 0.06793, 3: 0.782391, 4: 9999, 6: 9999}	3
BALACF	Fe	3	3	{2: 0.731553, 3: 0.043409, 4: 9999, 6: 9999}	1
BAMBAV	Fe	2	3	{2: 9999, 3: 0.337196, 4: 9999, 6: 9999}	1
BAMNOU	Fe	2	7777	{2: 0.000134, 3: 0.466998, 4: 9999, 6: 9999}	1
BANLOR	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	3
BAPCOL	Fe	3	7777	{2: 0.07129, 3: 0.221833, 4: 9999, 6: 9999}	3
BAPGIJ	Fe	3	7777	{2: 0.042193, 3: 0.169305, 4: 9999, 6: 9999}	2
BAPGOP	Fe	3	7777	{2: 0.117893, 3: 0.091944, 4: 9999, 6: 9999}	2
BARFEH	Fe	2	2	{2: 0.002219, 3: 0.782471, 4: 9999, 6: 9999}	2
BASLAI	Fe	2	8888	{2: 9999, 3: 0.54241, 4: 9999, 6: 9999}	3
BAXXAB	Fe	2	2	{2: 0.000107, 3: 0.664364, 4: 9999, 6: 9999}	2
BAXZEI	Fe	2	2	{2: 0.000675, 3: 0.574614, 4: 9999, 6: 9999}	3
BAYDEL	Fe	2	3	{2: 9999, 3: 0.064484, 4: 9999, 6: 9999}	3
BAYHUF	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
BAYKOD	Fe	2	2	{2: 0.220178, 3: 1.006087, 4: 9999, 6: 9999}	3
BAYKUJ	Fe	2	2	{2: 0.049333, 3: 0.761046, 4: 9999, 6: 9999}	3
BAYZEH	Fe	2	7777	{2: 0.000189, 3: 0.030732, 4: 9999, 6: 9999}	3
BAZCIQ	Fe	9999	7777	{2: 0.000811, 3: 0.273204, 4: 9999, 6: 9999}	4
BAZKUK	Fe	3	7777	{2: 0.30567, 3: 0.005912, 4: 9999, 6: 9999}	3
BAZPEA	Fe	3	7777	{2: 0.003327, 3: 0.000106, 4: 9999, 6: 9999}	2
BAZYIN	Fe	3	7777	{2: 0.149292, 3: 0.047894, 4: 9999, 6: 9999}	2
BAZYUZ	Fe	3	7777	{2: 0.000133, 3: 0.036035, 4: 9999, 6: 9999}	2
BAZZAG	Fe	3	7777	{2: 0.00066, 3: 0.033549, 4: 9999, 6: 9999}	2
BAZZEK	Fe	3	7777	{2: 0.000574, 3: 0.027336, 4: 9999, 6: 9999}	2
BEBRIL	Fe	3	8888	{2: 0.89037, 3: 0.587702, 4: 9999, 6: 9999}	3
BEBTOR	Fe	2	8888	{2: 9999, 3: 0.608642, 4: 9999, 6: 9999}	4
BECTOU	Fe	2	7777	{2: 0.043123, 3: 0.026172, 4: 9999, 6: 9999}	3
BEDLEC	Fe	2	2	{2: 0.000327, 3: 0.620476, 4: 9999, 6: 9999}	1
BEDLIG	Fe	2	2	{2: 0.194401, 3: 0.985892, 4: 9999, 6: 9999}	1
BEDLOM	Fe	3	7777	{2: 0.093133, 3: 0.361991, 4: 9999, 6: 9999}	3
BEFNIM	Fe	2	2	{2: 0.001816, 3: 0.672248, 4: 9999, 6: 9999}	3
BEFNOS	Fe	2	2	{2: 0.000305, 3: 0.678964, 4: 9999, 6: 9999}	3
BEGXOB	Fe	2	2	{2: 0.00076, 3: 0.529941, 4: 9999, 6: 9999}	2
BEHCEY	Fe	2	2	{2: 0.202018, 3: 0.936296, 4: 9999, 6: 9999}	2
BEHHUT	Fe	3	7777	{2: 0.128351, 3: 8.2e-05, 4: 9999, 6: 9999}	3
BEHJAB	Fe	3	7777	{2: 0.198158, 3: 0.001421, 4: 9999, 6: 9999}	3
BEHJEF	Fe	3	7777	{2: 0.058106, 3: 0.000242, 4: 9999, 6: 9999}	3
BEJGED	Fe	3	7777	{2: 0.079936, 3: 0.10645, 4: 9999, 6: 9999}	3
BEKZIA	Fe	3	7777	{2: 0.299357, 3: 1.9e-05, 4: 9999, 6: 9999}	2
BEPZIF	Fe	2	2	{2: 0.092057, 3: 0.810083, 4: 9999, 6: 9999}	2
BEQQET	Fe	3	7777	{2: 0.206796, 3: 0.045867, 4: 9999, 6: 9999}	3
BERJIS	Fe	3	7777	{2: 0.354559, 3: 0.437457, 4: 9999, 6: 9999}	3
BERTAT	Fe	2	7777	{2: 0.233048, 3: 0.26006, 4: 9999, 6: 9999}	3
BESBEI	Fe	3	7777	{2: 0.000342, 3: 0.294949, 4: 9999, 6: 9999}	2
BETCIP	Fe	2	2	{2: 0.000379, 3: 0.79085, 4: 9999, 6: 9999}	3
BETCUB	Fe	3	7777	{2: 0.065132, 3: 0.163657, 4: 9999, 6: 9999}	2
BETRAW	Fe	3	3	{2: 0.709973, 3: 0.110479, 4: 9999, 6: 2.926061}	2
BETRIC	Fe	2	2	{2: 0.115667, 3: 0.895616, 4: 9999, 6: 9999}	3
BEVZAD	Fe	9999	8888	{2: 9999, 3: 0.705653, 4: 9999, 6: 9999}	2
BEXXOT	Fe	2	2	{2: 4.1e-05, 3: 0.508053, 4: 9999, 6: 9999}	2
BEYREC	Fe	2	8888	{2: 9999, 3: 0.750897, 4: 9999, 6: 9999}	4
BEZMEY	Fe	9999	3	{2: 9999, 3: 0.168487, 4: 9999, 6: 9999}	2
BICPEI	Fe	0	8888	{2: 9999, 3: 0.683824, 4: 9999, 6: 9999}	2
BICPIM	Fe	0	8888	{2: 9999, 3: 0.650937, 4: 9999, 6: 9999}	2
BICPUY	Fe	0	8888	{2: 9999, 3: 0.647356, 4: 9999, 6: 9999}	2
BIJHUY	Fe	2	8888	{2: 9999, 3: 1.362093, 4: 9999, 6: 9999}	2
BIJJAG	Fe	2	8888	{2: 9999, 3: 1.247844, 4: 9999, 6: 9999}	2
BIJJIO	Fe	2	8888	{2: 9999, 3: 1.363485, 4: 9999, 6: 9999}	2
BIJJUA	Fe	2	2	{2: 0.088444, 3: 0.805936, 4: 9999, 6: 9999}	2
BIJKEL	Fe	2	8888	{2: 9999, 3: 1.32936, 4: 9999, 6: 9999}	2
BIKBOP	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
BIKDOR	Fe	2	2	{2: 0.088911, 3: 0.795067, 4: 9999, 6: 9999}	1
BILQUI	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	2
BINXEC	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	4
BINZUW	Fe	2	7777	{2: 0.011319, 3: 0.003554, 4: 9999, 6: 9999}	1
BIPWUV	Fe	3	3	{2: 0.651824, 3: 0.301645, 4: 9999, 6: 9999}	2
BIRWOO	Fe	9999	8888	{2: 9999, 3: 1.064376, 4: 9999, 6: 9999}	2
BITPFE	Fe	2	3	{2: 9999, 3: 0.041608, 4: 9999, 6: 9999}	3
BIWPOP	Fe	2	2	{2: 0.144808, 3: 0.935354, 4: 9999, 6: 9999}	2
BIWTUZ	Fe	2	2	{2: 0.041557, 3: 0.813187, 4: 9999, 6: 9999}	2
BIXBOA	Fe	3	3	{2: 0.635143, 3: 0.499569, 4: 9999, 6: 9999}	3
BIXDES	Fe	2	2	{2: 0.000105, 3: 0.778741, 4: 9999, 6: 9999}	2
BIXDIW	Fe	2	2	{2: 0.047592, 3: 0.860924, 4: 9999, 6: 9999}	3
BIXFOG	Fe	2	2	{2: 0.003814, 3: 0.785349, 4: 9999, 6: 9999}	3
BIYNUV	Fe	3	7777	{2: 0.233313, 3: 0.002416, 4: 9999, 6: 9999}	2
BIYYEN	Fe	9999	8888	{2: 0.963342, 3: 0.657354, 4: 9999, 6: 9999}	4
BOCGEG	Fe	3	7777	{2: 7.9e-05, 3: 0.120627, 4: 9999, 6: 9999}	4
BOCKIQ	Fe	2	7777	{2: 0.029697, 3: 0.036814, 4: 9999, 6: 9999}	4
BOCYOK	Fe	2	7777	{2: 0.004243, 3: 0.086363, 4: 9999, 6: 9999}	2
BOCZEB	Fe	2	7777	{2: 0.031508, 3: 0.034171, 4: 9999, 6: 9999}	2
BODGAE	Fe	3	7777	{2: 0.007443, 3: 0.012858, 4: 9999, 6: 9999}	3
BOFFIL	Fe	2	2	{2: 8.8e-05, 3: 0.605919, 4: 9999, 6: 9999}	2
BOFFOS	Fe	3	3	{2: 0.61062, 3: 0.003558, 4: 9999, 6: 3.045095}	1
BOFGOS	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	4
BOGPIW	Fe	2	8888	{2: 9999, 3: 1.228321, 4: 9999, 6: 9999}	4
BOJLUI	Fe	2	7777	{2: 0.001299, 3: 0.021789, 4: 9999, 6: 9999}	2
BOJMAP	Fe	2	2	{2: 0.000411, 3: 0.594703, 4: 9999, 6: 9999}	2
BOJMET	Fe	2	7777	{2: 0.040827, 3: 0.002674, 4: 9999, 6: 9999}	2
BOLCOW	Fe	3	7777	{2: 0.200389, 3: 9.2e-05, 4: 9999, 6: 9999}	3
BOMFER	Fe	2	2	{2: 4e-05, 3: 0.746934, 4: 9999, 6: 9999}	3
BOMNOG	Fe	2	8888	{2: 9999, 3: 0.647608, 4: 9999, 6: 9999}	3
BOMXAC10	Fe	3	7777	{2: 0.441378, 3: 6e-06, 4: 9999, 6: 9999}	3
BONGOB	Fe	9999	7777	{2: 0.433385, 3: 0.20439, 4: 9999, 6: 9999}	2
BONGUH	Fe	9999	3	{2: 0.595835, 3: 0.345311, 4: 9999, 6: 9999}	2
BONHAO	Fe	3	7777	{2: 0.461268, 3: 0.234453, 4: 9999, 6: 9999}	2
BONWEG	Fe	3	7777	{2: 4.2e-05, 3: 0.239743, 4: 9999, 6: 9999}	2
BORBAN	Fe	3	7777	{2: 0.000141, 3: 0.08738, 4: 9999, 6: 9999}	3
BOVMEF	Fe	2	2	{2: 0.000296, 3: 0.744496, 4: 9999, 6: 9999}	2
BOVNUW	Fe	2	7777	{2: 0.180699, 3: 0.0485, 4: 9999, 6: 9999}	2
BOWNIL	Fe	2	2	{2: 0.003456, 3: 0.534988, 4: 9999, 6: 9999}	2
BOWYUJ	Fe	3	3	{2: 0.846057, 3: 0.004132, 4: 9999, 6: 9999}	1
BOXCUO	Fe	3	3	{2: 0.730725, 3: 0.042487, 4: 9999, 6: 9999}	2
BOXSAK	Fe	3	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	4
BOXSEO	Fe	2	9999	{2: 9999, 3: 9999, 4: 9999, 6: 9999}	4
BOXVAL	Fe	2	7777	{2: 0.269266, 3: 8.2e-05, 4: 9999, 6: 9999}	2
BOYDOI	Fe	2	2	{2: 0.000117, 3: 0.734668, 4: 9999, 6: 9999}	3
BOZCEY	Fe	9999	7777	{2: 0.323762, 3: 0.005822, 4: 9999, 6: 9999}	2
BQIFEC10	Fe	2	3	{2: 9999, 3: 0.237563, 4: 9999, 6: 9999}	4
BUBYEF	Fe	9999	8888	{2: 0.813305, 3: 9999, 4: 9999, 6: 9999}	2
BUBYOP	Fe	9999	7777	{2: 0.419125, 3: 0.164176, 4: 9999, 6: 9999}	2
