refcode	metal	charge_cell2mol	charge_BVS	dictionary	unique_indices
ACOVAR	Ru	2	3	{2: 9999, 3: 0.319796, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ACOVEV	Ru	2	3	{2: 9999, 3: 0.043856, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ACOXOH	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ACTFIR	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ADACOX	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ADACUD	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ADADEO	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ADIPEL	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ADUJOZ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ADUKAM	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ADUZIJ	Ru	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ADUZOP	Ru	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AFAJEW	Ru	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AFAVEI	Ru	3	3	{2: 9999, 3: 0.468351, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AFEDUL	Ru	2	8888	{2: 9999, 3: 0.842431, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AFEKIH	Ru	2	3	{2: 9999, 3: 0.026571, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AFODIJ	Ru	2	3	{2: 9999, 3: 0.054377, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AFODOP	Ru	2	3	{2: 9999, 3: 0.055507, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AFOMUG	Ru	2	3	{2: 9999, 3: 0.091356, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AFUQAT	Ru	2	8888	{2: 9999, 3: 1.029134, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AGAXAI	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AGIGEC	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AGIVUK	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AGIWAR	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AGIWEV	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AGIWIZ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AGOHUZ	Ru	2	3	{2: 9999, 3: 0.003185, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AGOMIU	Ru	2	3	{2: 9999, 3: 0.164444, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AGOQET	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AGOQIX	Ru	2	8888	{2: 9999, 3: 1.011814, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AGOSOF	Ru	2	3	{2: 9999, 3: 0.403137, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AGOYAX	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AGUXAC	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AHADIW	Ru	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AHEHIF	Ru	3	3	{2: 9999, 3: 0.223527, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AHIDAX	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AHUSOL	Ru	2	3	{2: 9999, 3: 0.360685, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
AJAZOA	Ru	2	3	{2: 9999, 3: 0.124065, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AJUSOP	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AKEGEC	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AKEHAZ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AKOQEX	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	6
ALANOS	Ru	9999	3	{2: 9999, 3: 0.04487, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ALAVUF	Ru	2	8888	{2: 9999, 3: 0.718142, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	6
ALAWAM	Ru	2	8888	{2: 9999, 3: 0.693724, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ALAWIU	Ru	2	8888	{2: 9999, 3: 0.66774, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
ALEGIH	Ru	9999	3	{2: 9999, 3: 0.29076, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ALEJIK	Ru	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ALEJUX	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ALEKIM	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ALENIP	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ALEPAJ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ALEPIR	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ALEROY	Ru	2	3	{2: 9999, 3: 0.220823, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ALIKAI	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ALILOZ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ALIPIU	Ru	2	8888	{2: 9999, 3: 1.144722, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
ALIPUG	Ru	2	8888	{2: 9999, 3: 0.977084, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ALIQIV	Ru	2	8888	{2: 9999, 3: 1.154518, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AMAPAG	Ru	2	3	{2: 9999, 3: 0.030212, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AMCLRU	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AMCYRU	Ru	3	3	{2: 9999, 3: 0.253485, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AMEKAE	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AMEKEI	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AMEKIM	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ANARAK	Ru	9999	3	{2: 9999, 3: 0.095952, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
APIRIC	Ru	2	3	{2: 9999, 3: 0.159022, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
APOXOU	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
APOXUA	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AQACUQ	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AQIDOT	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AQIHEO	Ru	2	3	{2: 9999, 3: 0.272196, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
AQOSEE	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AQOSOO	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AQUROT	Ru	2	8888	{2: 9999, 3: 1.03198, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ARAMOV	Ru	3	8888	{2: 9999, 3: 1.032444, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
ARAMUB	Ru	3	8888	{2: 9999, 3: 1.316434, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AREHAH	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
ARONIE	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
ARONUQ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ASALIR	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	6
ASELIU	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ATAKAJ	Ru	3	3	{2: 9999, 3: 0.062575, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ATIJIW	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
ATUNUA	Ru	9999	3	{2: 9999, 3: 0.043999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AVUTUH	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AWENAR	Ru	2	3	{2: 9999, 3: 0.213344, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AWICOA	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
AWIZAJ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AWOQEJ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AWOTOV	Ru	3	8888	{2: 9999, 3: 0.90603, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AXOMEF	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AXOMIJ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AXUZEY	Ru	2	3	{2: 9999, 3: 0.022279, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AYANIX	Ru	2	3	{2: 9999, 3: 0.139707, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AYITOS	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AYOBOF	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AYONEH	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	6
AYONOR01	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AYOPAF	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AYUJUZ	Ru	3	8888	{2: 9999, 3: 1.254004, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AYUKAG	Ru	3	8888	{2: 9999, 3: 1.069806, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
AYUKEK	Ru	3	8888	{2: 9999, 3: 1.749843, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
AZINON	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AZOTIS	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
AZOWER	Ru	3	8888	{2: 9999, 3: 1.248366, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BACLAU	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BACLEY	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	6
BACSAA	Ru	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BADVAF	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BAFGIC	Ru	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAFKUP	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BAFLIE	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAFLOK	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BAFLUQ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAFSOO	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BAFWEO	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAHJEC	Ru	2	3	{2: 9999, 3: 0.215997, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAHJUS	Ru	2	8888	{2: 9999, 3: 0.695082, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAHKAZ	Ru	2	8888	{2: 9999, 3: 0.622459, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAKLAB	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BAKLEF	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BAMRUD	Ru	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BANQUE	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BANRAL	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAQLAI	Ru	2	3	{2: 9999, 3: 0.052344, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAQPOY	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAQQAL	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAQQEP	Ru	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAQTES	Ru	2	3	{2: 9999, 3: 0.029747, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAQYAU	Ru	2	3	{2: 9999, 3: 0.004308, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BASLOZ	Ru	2	3	{2: 9999, 3: 0.028356, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BASLUF	Ru	2	3	{2: 9999, 3: 0.035336, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BASNOB	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BASPET	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BATMOZ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAVGOW	Ru	2	3	{2: 9999, 3: 0.097887, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAWJER	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAWJIV	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAWJOB	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAWJUH	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAWKAO	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAWPUM	Ru	2	3	{2: 9999, 3: 0.166797, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAWQAT	Ru	3	3	{2: 9999, 3: 0.235197, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAWZUU	Ru	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAXROI	Ru	9999	3	{2: 9999, 3: 0.278236, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BAXZUY	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BAYBEI	Ru	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BAYBIP	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAYCAI	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAYFAL	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BAYLOE	Ru	2	8888	{2: 9999, 3: 0.866607, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAYLUK	Ru	2	8888	{2: 9999, 3: 0.773982, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BAYPID	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BEBQAA	Ru	2	3	{2: 9999, 3: 0.203294, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BECMAX	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BECMEB	Ru	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BECMUR	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BEFYOD	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BEFYUJ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BEFZEU	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BEGBAT	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BEGBEV	Ru	9999	3	{2: 9999, 3: 0.137219, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BEGBEX	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	6
BEGCEW	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BEGXOC	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BEJROX	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BEJTEQ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BELRIU	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BENHUZ	Ru	2	3	{2: 9999, 3: 0.195919, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BENZAX	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BEVKAR	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BEVKIZ	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BEWKUK	Ru	2	8888	{2: 9999, 3: 0.593204, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BEYHAO	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BEYQAY	Ru	3	3	{2: 9999, 3: 0.062511, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	1
BIBWAM	Ru	2	3	{2: 9999, 3: 0.081962, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BIBWEQ	Ru	2	3	{2: 9999, 3: 0.018283, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BICFOJ	Ru	9999	4	{2: 9999, 3: 0.838992, 4: 0.04042, 5: 9999, 6: 9999, 7: 9999}	3
BIHCED	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BIHHIJ	Ru	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	6
BIJQIU	Ru	2	3	{2: 9999, 3: 0.193812, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BIKLUF	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BIKMAM	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	6
BIKNEO	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BILJEM	Ru	2	3	{2: 9999, 3: 0.023937, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BILMEP	Ru	2	3	{2: 9999, 3: 0.034235, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BILMIT	Ru	2	3	{2: 9999, 3: 0.004212, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BINKUH	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BIRRUR	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BITXAD	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BIWBER	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BIWXIP	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BIXCEQ	Ru	2	3	{2: 9999, 3: 0.293857, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BIXDUH	Ru	2	3	{2: 9999, 3: 0.253148, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BIYPEH	Ru	2	8888	{2: 9999, 3: 0.708312, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BOBKUB	Ru	2	3	{2: 9999, 3: 0.194212, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BOBWUL	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BOCGIK	Ru	3	8888	{2: 9999, 3: 1.00806, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BOCGOQ	Ru	3	8888	{2: 9999, 3: 1.014811, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BOCQOA	Ru	2	3	{2: 9999, 3: 0.012596, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BOCWOI	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BOCWUO	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BOCXUP	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
BODNOY	Ru	2	3	{2: 9999, 3: 0.063525, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BOFGEJ	Ru	2	3	{2: 9999, 3: 0.176472, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	3
BOKHEO	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	5
BOKPAT	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	2
BOMTAB	Ru	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999, 7: 9999}	4
