refcode	metal	charge_cell2mol	charge_BVS	dictionary	unique_indices
AAZDCO	Co	3	7777	{1: 9999, 2: 0.213675, 3: 0.176725, 4: 9999}	3
ABAHUH	Co	2	8888	{1: 9999, 2: 9999, 3: 1.097599, 4: 9999}	2
ABAJIX	Co	2	8888	{1: 9999, 2: 9999, 3: 0.880289, 4: 9999}	4
ABARON	Co	2	8888	{1: 9999, 2: 9999, 3: 1.08056, 4: 9999}	2
ABASEE	Co	9999	7777	{1: 9999, 2: 0.323197, 3: 0.037044, 4: 9999}	2
ABATED	Co	1	8888	{1: 9999, 2: 9999, 3: 0.989742, 4: 9999}	2
ABATUT	Co	3	2	{1: 9999, 2: 0.055834, 3: 0.520451, 4: 9999}	2
ABEBOA	Co	2	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
ABECAN	Co	2	2	{1: 9999, 2: 0.002627, 3: 0.857351, 4: 9999}	2
ABECER	Co	2	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
ABECOB	Co	2	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
ABECUH	Co	2	2	{1: 9999, 2: 0.035238, 3: 1.007786, 4: 9999}	2
ABEDAO	Co	2	2	{1: 9999, 2: 3.4e-05, 3: 0.923479, 4: 1.806894}	2
ABIYOA	Co	9999	2	{1: 9999, 2: 0.000428, 3: 0.900975, 4: 9999}	4
ABIYUG	Co	2	2	{1: 9999, 2: 0.000494, 3: 0.930925, 4: 9999}	2
ABIZER	Co	2	2	{1: 9999, 2: 3e-06, 3: 1.03915, 4: 9999}	2
ABIZUH	Co	2	2	{1: 9999, 2: 0.000414, 3: 1.078922, 4: 9999}	2
ABOBAW	Co	3	7777	{1: 9999, 2: 0.407395, 3: 0.07034, 4: 9999}	3
ABOBEZ	Co	2	2	{1: 9999, 2: 0.004417, 3: 0.961092, 4: 9999}	2
ABOQAJ	Co	3	3	{1: 9999, 2: 1.08482, 3: 0.014794, 4: 9999}	2
ABOSUH	Co	9999	7777	{1: 9999, 2: 0.252975, 3: 0.126603, 4: 9999}	4
ABUWEA	Co	2	2	{1: 9999, 2: 0.001821, 3: 0.793402, 4: 9999}	1
ACASUS	Co	2	2	{1: 9999, 2: 0.001889, 3: 0.863349, 4: 9999}	2
ACATED	Co	2	2	{1: 9999, 2: 0.003928, 3: 0.800911, 4: 9999}	1
ACEDOB	Co	2	3	{1: 9999, 2: 9999, 3: 0.349143, 4: 9999}	1
ACEXAH	Co	2	2	{1: 9999, 2: 0.178593, 3: 0.952359, 4: 9999}	2
ACHXCO	Co	3	7777	{1: 9999, 2: 0.199651, 3: 0.194611, 4: 9999}	3
ACIMOQ	Co	2	2	{1: 9999, 2: 0.018938, 3: 1.138299, 4: 9999}	2
ACINOR	Co	2	2	{1: 9999, 2: 0.003466, 3: 0.889194, 4: 9999}	2
ACINUX	Co	9999	7777	{1: 9999, 2: 0.283793, 3: 0.087299, 4: 9999}	3
ACITIR	Co	3	3	{1: 9999, 2: 0.770615, 3: 0.069477, 4: 9999}	4
ACMQCO	Co	2	2	{1: 9999, 2: 0.002012, 3: 0.959914, 4: 9999}	2
ACNACO	Co	9999	7777	{1: 9999, 2: 0.323533, 3: 0.036615, 4: 9999}	3
ACNCOA10	Co	2	2	{1: 9999, 2: 0.000733, 3: 0.92309, 4: 9999}	3
ACNCOB20	Co	1	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	3
ACNPCO	Co	9999	3	{1: 9999, 2: 1.213215, 3: 0.125888, 4: 9999}	3
ACOBUP	Co	2	2	{1: 9999, 2: 0.283412, 3: 1.417102, 4: 9999}	2
ACOCAW	Co	2	2	{1: 9999, 2: 0.283477, 3: 1.417162, 4: 9999}	2
ACOSEU	Co	3	7777	{1: 9999, 2: 1.466479, 3: 0.044722, 4: 0.151582}	2
ACUGOW	Co	2	2	{1: 9999, 2: 0.003356, 3: 0.767925, 4: 9999}	1
ACUHAJ	Co	2	3	{1: 9999, 2: 0.580523, 3: 0.018188, 4: 9999}	4
ACUHOX	Co	2	2	{1: 9999, 2: 0.016775, 3: 1.090803, 4: 9999}	3
ADACIU	Co	2	2	{1: 9999, 2: 0.049635, 3: 1.078413, 4: 9999}	1
ADEGIB	Co	3	3	{1: 9999, 2: 0.935019, 3: 0.001777, 4: 9999}	2
ADEGOH	Co	3	3	{1: 9999, 2: 0.901661, 3: 0.000868, 4: 9999}	3
ADEHEX	Co	2	2	{1: 9999, 2: 0.080578, 3: 1.097698, 4: 9999}	2
ADEKOL	Co	9999	2	{1: 9999, 2: 0.000305, 3: 1.031386, 4: 9999}	3
ADENAY	Co	2	2	{1: 9999, 2: 0.001646, 3: 0.921089, 4: 1.805623}	2
ADEQEI	Co	2	2	{1: 9999, 2: 0.002864, 3: 1.006678, 4: 9999}	2
ADEQUY	Co	2	2	{1: 9999, 2: 0.000644, 3: 0.929281, 4: 9999}	1
ADERAF	Co	2	2	{1: 9999, 2: 0.048923, 3: 1.110649, 4: 9999}	1
ADHCOS10	Co	2	2	{1: 9999, 2: 0.003474, 3: 1.05965, 4: 9999}	5
ADITIT	Co	2	2	{1: 9999, 2: 0.034512, 3: 1.123938, 4: 9999}	2
ADIZUI	Co	9999	2	{1: 9999, 2: 0.140566, 3: 0.770871, 4: 1.647061}	2
ADULES	Co	2	8888	{1: 9999, 2: 9999, 3: 1.661717, 4: 9999}	2
ADUXII	Co	3	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	4
AFAGIX	Co	1	3	{1: 9999, 2: 9999, 3: 0.363834, 4: 9999}	2
AFAGOD	Co	1	3	{1: 9999, 2: 9999, 3: 0.412571, 4: 9999}	2
AFAHAQ	Co	1	3	{1: 9999, 2: 9999, 3: 0.232091, 4: 9999}	2
AFAHEU	Co	1	3	{1: 9999, 2: 9999, 3: 0.146059, 4: 9999}	2
AFAHIY	Co	1	3	{1: 9999, 2: 9999, 3: 0.248975, 4: 9999}	2
AFAWOV	Co	2	2	{1: 9999, 2: 8.2e-05, 3: 0.962042, 4: 9999}	3
AFEDOF	Co	2	2	{1: 9999, 2: 0.096134, 3: 0.817142, 4: 1.695902}	2
AFEDOH	Co	2	2	{1: 9999, 2: 0.178797, 3: 0.957683, 4: 9999}	2
AFEFUO	Co	2	2	{1: 9999, 2: 0.008281, 3: 0.884452, 4: 9999}	2
AFOYIF	Co	2	2	{1: 9999, 2: 0.105914, 3: 1.188836, 4: 9999}	1
AFULAO	Co	9999	7777	{1: 9999, 2: 0.175291, 3: 0.22568, 4: 9999}	3
AFULIW	Co	9999	7777	{1: 9999, 2: 0.166543, 3: 0.236837, 4: 9999}	3
AFULOC	Co	9999	7777	{1: 9999, 2: 0.178883, 3: 0.221099, 4: 9999}	3
AFULUI	Co	9999	7777	{1: 9999, 2: 0.151219, 3: 0.256381, 4: 9999}	3
AFUNAQ	Co	3	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	3
AFUVAY	Co	2	2	{1: 9999, 2: 0.15634, 3: 0.936137, 4: 9999}	2
AFUWIJ	Co	2	2	{1: 9999, 2: 0.001736, 3: 1.055147, 4: 9999}	2
AGAVAI	Co	2	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
AGAVIQ	Co	3	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	3
AGEFAT	Co	3	7777	{1: 9999, 2: 0.489461, 3: 0.175006, 4: 9999}	3
AGEZIW	Co	3	3	{1: 9999, 2: 9999, 3: 0.052084, 4: 9999}	4
AGIDEC	Co	2	2	{1: 9999, 2: 0.000197, 3: 0.988454, 4: 1.868393}	3
AGODAC	Co	3	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	3
AGODEG	Co	9999	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	3
AGOJEL	Co	2	2	{1: 9999, 2: 0.003985, 3: 0.834591, 4: 9999}	1
AGOTIC	Co	3	7777	{1: 9999, 2: 0.186932, 3: 0.210834, 4: 9999}	3
AGOYIF	Co	2	2	{1: 9999, 2: 0.025608, 3: 1.179376, 4: 9999}	3
AGOZOL	Co	2	2	{1: 9999, 2: 0.087017, 3: 0.826636, 4: 1.705924}	2
AGUBEJ	Co	2	2	{1: 9999, 2: 0.001, 3: 0.883189, 4: 9999}	4
AGUDUE	Co	2	7777	{1: 9999, 2: 0.110414, 3: 0.464251, 4: 9999}	4
AGUGEP	Co	9999	7777	{1: 9999, 2: 0.403946, 3: 0.251984, 4: 9999}	1
AGUREC	Co	9999	2	{1: 9999, 2: 0.004689, 3: 1.0391, 4: 9999}	2
AGUTAZ	Co	2	2	{1: 9999, 2: 0.114033, 3: 1.18481, 4: 9999}	3
AGXICO	Co	2	2	{1: 9999, 2: 0.014406, 3: 0.654249, 4: 9999}	2
AHACIV	Co	2	2	{1: 9999, 2: 0.036221, 3: 1.126196, 4: 9999}	2
AHADUL	Co	9999	2	{1: 9999, 2: 0.004743, 3: 0.923749, 4: 9999}	2
AHANUU	Co	2	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
AHAPAC	Co	2	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
AHORUK	Co	2	2	{1: 9999, 2: 0.001718, 3: 0.866494, 4: 9999}	2
AHOXUQ	Co	9999	3	{1: 9999, 2: 9999, 3: 0.157542, 4: 9999}	3
AHUFOA	Co	2	2	{1: 9999, 2: 0.016249, 3: 1.170746, 4: 9999}	2
AJALAZ	Co	2	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	1
AJALUT	Co	2	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
AJEBEW	Co	2	2	{1: 9999, 2: 0.048612, 3: 0.702155, 4: 9999}	3
AJEHAZ	Co	2	2	{1: 9999, 2: 0.030445, 3: 1.125856, 4: 9999}	1
AJELIK	Co	2	2	{1: 9999, 2: 0.000594, 3: 1.022418, 4: 9999}	2
AJEPOV	Co	2	2	{1: 9999, 2: 0.000616, 3: 1.083643, 4: 9999}	2
AJETIS	Co	2	2	{1: 9999, 2: 0.011409, 3: 0.820024, 4: 9999}	1
AJIDON	Co	2	2	{1: 9999, 2: 0.093211, 3: 0.820186, 4: 1.699115}	2
AJIFOQ	Co	2	2	{1: 9999, 2: 0.000171, 3: 0.947278, 4: 1.833267}	2
AJILOV	Co	2	2	{1: 9999, 2: 9.9e-05, 3: 1.032525, 4: 9999}	3
AJIWEV	Co	2	2	{1: 9999, 2: 0.002631, 3: 1.058112, 4: 9999}	2
AJIWIZ	Co	2	2	{1: 9999, 2: 0.019409, 3: 1.041094, 4: 9999}	2
AJOMUJ	Co	2	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	3
AJONUJ	Co	3	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	3
AJOPEV	Co	9999	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	3
AJOWII	Co	2	2	{1: 9999, 2: 0.000552, 3: 0.945011, 4: 9999}	1
AJOWOO	Co	2	2	{1: 9999, 2: 0.000401, 3: 1.006996, 4: 9999}	2
AJUMUP	Co	9999	3	{1: 9999, 2: 0.879714, 3: 0.061035, 4: 9999}	3
AJUNAW	Co	9999	3	{1: 9999, 2: 0.525898, 3: 0.007197, 4: 9999}	4
AKEQIQ	Co	2	2	{1: 9999, 2: 0.094537, 3: 1.242936, 4: 9999}	1
AKOBAD	Co	3	7777	{1: 9999, 2: 0.47872, 3: 0.099446, 4: 9999}	2
AKONEW	Co	9999	3	{1: 9999, 2: 0.71458, 3: 0.019245, 4: 9999}	2
AKOVUU	Co	2	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	1
AKUMEB	Co	3	7777	{1: 9999, 2: 0.393619, 3: 0.052771, 4: 9999}	4
ALAHUQ	Co	2	2	{1: 9999, 2: 0.003979, 3: 0.81179, 4: 9999}	1
ALAJAY	Co	2	2	{1: 9999, 2: 0.007678, 3: 0.864587, 4: 9999}	1
ALAJEC	Co	2	2	{1: 9999, 2: 0.008626, 3: 0.863021, 4: 9999}	2
ALANCO	Co	3	3	{1: 9999, 2: 0.933117, 3: 0.04717, 4: 9999}	2
ALAWOZ	Co	2	2	{1: 9999, 2: 0.006065, 3: 1.010881, 4: 9999}	2
ALIMUE	Co	2	8888	{1: 9999, 2: 9999, 3: 0.595959, 4: 9999}	2
ALOPUN	Co	2	2	{1: 9999, 2: 0.006926, 3: 0.986649, 4: 9999}	2
ALUJID	Co	2	2	{1: 9999, 2: 0.007972, 3: 1.078485, 4: 9999}	4
ALUVOV	Co	2	2	{1: 9999, 2: 0.032511, 3: 1.103593, 4: 9999}	4
AMADUN	Co	2	2	{1: 9999, 2: 0.095896, 3: 1.24419, 4: 9999}	2
AMATOZ	Co	2	2	{1: 9999, 2: 0.007269, 3: 0.909683, 4: 1.793583}	2
AMBOCO10	Co	9999	3	{1: 9999, 2: 0.713787, 3: 0.296472, 4: 9999}	2
AMCOAC10	Co	9999	7777	{1: 9999, 2: 0.277202, 3: 0.095705, 4: 9999}	3
AMENCO	Co	3	7777	{1: 9999, 2: 0.316876, 3: 0.045106, 4: 9999}	4
AMERIW	Co	2	2	{1: 9999, 2: 0.0, 3: 1.033537, 4: 9999}	3
AMESCO	Co	1	7777	{1: 9999, 2: 0.250616, 3: 0.145265, 4: 9999}	4
AMGXCO	Co	9999	3	{1: 9999, 2: 9999, 3: 0.032527, 4: 9999}	4
AMIBIJ	Co	9999	3	{1: 9999, 2: 9999, 3: 0.144411, 4: 9999}	5
AMIFUY	Co	1	3	{1: 9999, 2: 9999, 3: 0.249747, 4: 9999}	2
AMIGAG	Co	2	2	{1: 9999, 2: 0.177474, 3: 1.253327, 4: 9999}	2
AMIGUZ	Co	1	3	{1: 9999, 2: 9999, 3: 0.350931, 4: 9999}	2
AMIHAG	Co	1	3	{1: 9999, 2: 9999, 3: 0.318257, 4: 9999}	2
AMIJOV	Co	3	3	{1: 9999, 2: 0.927636, 3: 0.314963, 4: 9999}	3
AMIROD	Co	2	2	{1: 9999, 2: 0.007707, 3: 1.00114, 4: 9999}	2
AMTZCO	Co	2	2	{1: 9999, 2: 0.000134, 3: 0.971633, 4: 9999}	2
ANAGIG	Co	3	7777	{1: 9999, 2: 0.489816, 3: 0.1328, 4: 9999}	2
ANDGCO10	Co	3	3	{1: 9999, 2: 0.519924, 3: 0.213858, 4: 9999}	3
ANUJAX	Co	3	3	{1: 9999, 2: 9999, 3: 0.127467, 4: 9999}	3
ANUMEE	Co	2	2	{1: 9999, 2: 0.173391, 3: 1.315649, 4: 9999}	2
ANUMII	Co	2	2	{1: 9999, 2: 0.020643, 3: 1.174797, 4: 9999}	2
ANUMOO	Co	9999	2	{1: 9999, 2: 0.238675, 3: 1.375849, 4: 9999}	2
ANUTOV	Co	9999	2	{1: 9999, 2: 0.000291, 3: 0.873714, 4: 9999}	3
APAGEF	Co	3	3	{1: 9999, 2: 0.545784, 3: 0.246839, 4: 9999}	1
APBXCO	Co	9999	7777	{1: 9999, 2: 0.365538, 3: 0.016957, 4: 9999}	2
APIBAD	Co	2	2	{1: 9999, 2: 0.031413, 3: 1.126795, 4: 9999}	1
APICCO	Co	9999	2	{1: 9999, 2: 0.000275, 3: 1.035995, 4: 9999}	3
APIMCO	Co	2	2	{1: 9999, 2: 4.8e-05, 3: 0.928634, 4: 9999}	3
APOHUK	Co	2	8888	{1: 9999, 2: 0.514674, 3: 1.15616, 4: 9999}	1
APOKIC	Co	3	3	{1: 9999, 2: 0.722734, 3: 0.384517, 4: 9999}	3
APOPUS	Co	2	2	{1: 9999, 2: 0.043905, 3: 1.115276, 4: 9999}	1
APOWOT	Co	2	2	{1: 9999, 2: 0.499947, 3: 1.137879, 4: 9999}	1
APRCOB	Co	3	3	{1: 9999, 2: 0.690237, 3: 0.000313, 4: 9999}	2
APUQOR	Co	2	2	{1: 9999, 2: 0.00232, 3: 0.809961, 4: 9999}	2
APUQUX	Co	2	2	{1: 9999, 2: 0.004218, 3: 0.766964, 4: 9999}	1
APUVAK	Co	2	2	{1: 9999, 2: 0.383473, 3: 1.509369, 4: 9999}	2
AQATET	Co	3	3	{1: 9999, 2: 0.773454, 3: 0.088865, 4: 9999}	2
AQATIX	Co	3	3	{1: 9999, 2: 0.763524, 3: 0.074279, 4: 9999}	4
AQAWUK	Co	3	3	{1: 9999, 2: 9999, 3: 0.352131, 4: 9999}	3
AQAXAR	Co	3	3	{1: 9999, 2: 9999, 3: 0.313457, 4: 9999}	3
AQAYAU	Co	9999	3	{1: 9999, 2: 0.734334, 3: 0.026364, 4: 9999}	3
AQCOAM	Co	2	2	{1: 9999, 2: 0.046638, 3: 0.868686, 4: 1.750309}	2
AQEDAD	Co	9999	3	{1: 9999, 2: 0.746314, 3: 0.040769, 4: 9999}	4
AQENAN	Co	3	3	{1: 9999, 2: 9999, 3: 0.083059, 4: 9999}	3
AQENIV	Co	3	3	{1: 9999, 2: 9999, 3: 0.202224, 4: 9999}	3
AQIHOY	Co	2	2	{1: 9999, 2: 0.041552, 3: 1.194078, 4: 9999}	1
AQIMUI	Co	2	2	{1: 9999, 2: 0.097429, 3: 0.815793, 4: 1.694479}	3
AQIPUL	Co	2	2	{1: 9999, 2: 0.007086, 3: 1.059257, 4: 9999}	2
AQOCUG	Co	2	2	{1: 9999, 2: 0.043884, 3: 1.108232, 4: 9999}	4
AQOQAY	Co	2	2	{1: 9999, 2: 0.033403, 3: 1.042684, 4: 9999}	2
AQUGIF	Co	1	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	1
AQURCO10	Co	9999	2	{1: 9999, 2: 0.002796, 3: 0.990953, 4: 9999}	3
AQUWEQ	Co	2	2	{1: 9999, 2: 0.00154, 3: 1.032398, 4: 9999}	3
ARAGIJ	Co	9999	2	{1: 9999, 2: 0.01868, 3: 0.876846, 4: 9999}	3
ARAHAF	Co	2	2	{1: 9999, 2: 0.002331, 3: 1.094128, 4: 9999}	3
ARAHEJ	Co	2	2	{1: 9999, 2: 0.031485, 3: 1.142586, 4: 9999}	3
ARENAN	Co	2	2	{1: 9999, 2: 0.032436, 3: 1.125852, 4: 9999}	3
AREZIG	Co	3	3	{1: 9999, 2: 1.109374, 3: 0.07334, 4: 9999}	2
ARIMUJ	Co	3	3	{1: 9999, 2: 9999, 3: 0.003963, 4: 9999}	4
ARINIY	Co	3	3	{1: 9999, 2: 9999, 3: 0.004953, 4: 9999}	4
AROBOY	Co	2	2	{1: 9999, 2: 0.000443, 3: 1.014647, 4: 9999}	2
AROCEP	Co	2	2	{1: 9999, 2: 0.002861, 3: 0.995109, 4: 9999}	2
AROMOK	Co	3	8888	{1: 9999, 2: 0.944234, 3: 0.580344, 4: 9999}	3
ARUFUP	Co	2	2	{1: 9999, 2: 0.016158, 3: 0.988753, 4: 9999}	3
ASAWEY	Co	2	2	{1: 9999, 2: 0.002709, 3: 0.846726, 4: 9999}	1
ASAWOH	Co	9999	3	{1: 9999, 2: 0.738568, 3: 0.148127, 4: 0.983636}	3
ASAWUN	Co	3	7777	{1: 9999, 2: 0.233438, 3: 0.151521, 4: 9999}	4
ASOVIN	Co	3	3	{1: 9999, 2: 0.989346, 3: 0.154814, 4: 9999}	1
ASOXUB	Co	3	3	{1: 9999, 2: 0.528977, 3: 0.025039, 4: 9999}	4
ASUDIB	Co	2	2	{1: 9999, 2: 5.3e-05, 3: 0.96565, 4: 1.852659}	1
ASUDID	Co	2	2	{1: 9999, 2: 0.161781, 3: 1.304943, 4: 9999}	2
ASUDUP	Co	2	2	{1: 9999, 2: 0.017812, 3: 0.779906, 4: 9999}	1
ASUFID	Co	2	2	{1: 9999, 2: 0.000348, 3: 1.026214, 4: 9999}	2
ATEFOW	Co	2	2	{1: 9999, 2: 0.013652, 3: 0.960143, 4: 9999}	1
ATEVUS	Co	9999	2	{1: 9999, 2: 0.143883, 3: 1.240323, 4: 9999}	2
ATOTEK	Co	2	2	{1: 9999, 2: 0.010866, 3: 1.064744, 4: 9999}	2
ATOZIU	Co	3	3	{1: 9999, 2: 0.928472, 3: 0.295811, 4: 9999}	3
ATUDOI	Co	1	3	{1: 9999, 2: 9999, 3: 0.079382, 4: 9999}	2
ATUDUO	Co	1	3	{1: 9999, 2: 9999, 3: 0.257077, 4: 9999}	2
ATUFAW	Co	1	3	{1: 9999, 2: 9999, 3: 0.232007, 4: 9999}	2
ATUFEA	Co	1	3	{1: 9999, 2: 9999, 3: 0.15735, 4: 9999}	2
ATUNEI	Co	2	2	{1: 9999, 2: 0.003676, 3: 1.03446, 4: 9999}	3
ATZACO10	Co	9999	7777	{1: 9999, 2: 0.34357, 3: 0.01106, 4: 9999}	3
AVANAO	Co	2	2	{1: 9999, 2: 0.247971, 3: 1.384421, 4: 9999}	1
AVAYAX	Co	2	2	{1: 9999, 2: 0.000795, 3: 1.107243, 4: 9999}	2
AVEVIH	Co	2	2	{1: 9999, 2: 0.014256, 3: 1.119456, 4: 9999}	4
AVEYIL01	Co	9999	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
AVEYOR01	Co	1	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
AVEYUX01	Co	9999	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
AVOFOH	Co	2	8888	{1: 9999, 2: 0.606163, 3: 1.269732, 4: 9999}	2
AVUGEE	Co	3	3	{1: 9999, 2: 9999, 3: 0.110226, 4: 9999}	3
AVUGUU	Co	9999	3	{1: 9999, 2: 9999, 3: 0.221069, 4: 9999}	3
AVUWET	Co	3	3	{1: 9999, 2: 0.818562, 3: 0.006735, 4: 9999}	2
AWARIB	Co	2	2	{1: 9999, 2: 0.000928, 3: 0.939559, 4: 9999}	4
AWEHAN	Co	2	2	{1: 9999, 2: 0.060101, 3: 1.123369, 4: 9999}	3
AWESAY	Co	2	8888	{1: 9999, 2: 9999, 3: 0.914768, 4: 9999}	2
AWODUL	Co	2	2	{1: 9999, 2: 0.005989, 3: 0.933732, 4: 9999}	2
AWOQIM	Co	3	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	4
AWORIO	Co	2	2	{1: 9999, 2: 0.036177, 3: 1.119592, 4: 9999}	5
AWOZES	Co	9999	3	{1: 9999, 2: 9999, 3: 0.023118, 4: 9999}	4
AWURAL	Co	3	3	{1: 9999, 2: 9999, 3: 0.079517, 4: 9999}	4
AXEJES	Co	2	2	{1: 9999, 2: 0.117677, 3: 1.222654, 4: 9999}	3
AXIHIY	Co	2	2	{1: 9999, 2: 0.002711, 3: 1.085189, 4: 9999}	3
AXOVAM	Co	9999	3	{1: 9999, 2: 0.924596, 3: 0.304245, 4: 9999}	2
AXOVEQ	Co	3	3	{1: 9999, 2: 0.938122, 3: 0.312799, 4: 9999}	2
AXUQAN	Co	2	2	{1: 9999, 2: 0.151932, 3: 0.759035, 4: 1.616664}	2
AYAJAL	Co	9999	3	{1: 9999, 2: 9999, 3: 0.461885, 4: 9999}	4
AYAQIC	Co	2	2	{1: 9999, 2: 0.058341, 3: 1.147845, 4: 9999}	1
AYAZUW	Co	2	2	{1: 9999, 2: 0.077277, 3: 0.836778, 4: 1.71663}	3
AYINOM	Co	2	2	{1: 9999, 2: 0.022083, 3: 1.078882, 4: 9999}	2
AYIPEE	Co	2	2	{1: 9999, 2: 0.277413, 3: 1.327145, 4: 9999}	2
AYIYAJ	Co	2	2	{1: 9999, 2: 0.000159, 3: 1.013735, 4: 9999}	2
AYIZOY	Co	2	2	{1: 9999, 2: 0.016532, 3: 0.900037, 4: 1.783401}	3
AYOFIF	Co	2	2	{1: 9999, 2: 0.000126, 3: 1.069126, 4: 9999}	2
AYOKEF	Co	2	2	{1: 9999, 2: 0.047501, 3: 1.199564, 4: 9999}	3
AYOLIK	Co	2	2	{1: 9999, 2: 0.168901, 3: 1.245002, 4: 9999}	2
AYUKEM	Co	9999	2	{1: 9999, 2: 0.125014, 3: 0.787066, 4: 1.664156}	2
AZAYUV	Co	3	3	{1: 9999, 2: 0.786574, 3: 0.102115, 4: 9999}	4
AZCDCO	Co	3	7777	{1: 9999, 2: 0.338634, 3: 0.017355, 4: 9999}	3
AZIPIJ	Co	2	2	{1: 9999, 2: 0.000287, 3: 1.082909, 4: 9999}	6
AZIPUV	Co	2	2	{1: 9999, 2: 0.006951, 3: 1.031512, 4: 9999}	3
AZIXEN	Co	2	2	{1: 9999, 2: 0.02491, 3: 1.095092, 4: 9999}	2
AZPGLC10	Co	9999	3	{1: 9999, 2: 0.514419, 3: 0.206836, 4: 9999}	3
AZUKOV	Co	3	7777	{1: 9999, 2: 0.498595, 3: 0.013969, 4: 9999}	4
BABBUD	Co	2	2	{1: 9999, 2: 0.003556, 3: 0.836059, 4: 9999}	2
BABCAK	Co	2	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
BABDOX	Co	2	2	{1: 9999, 2: 0.189188, 3: 1.299779, 4: 9999}	2
BABTED	Co	1	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
BACNID	Co	2	2	{1: 9999, 2: 0.034437, 3: 0.738039, 4: 9999}	2
BACNOJ	Co	2	2	{1: 9999, 2: 0.029789, 3: 0.744353, 4: 9999}	2
BACSIK	Co	9999	7777	{1: 9999, 2: 0.09235, 3: 0.331462, 4: 9999}	3
BACZIP	Co	1	3	{1: 9999, 2: 0.585343, 3: 0.266933, 4: 9999}	3
BADFIV	Co	3	3	{1: 9999, 2: 9999, 3: 0.295247, 4: 9999}	5
BADKAS	Co	3	3	{1: 9999, 2: 9999, 3: 0.068887, 4: 9999}	4
BADSOO10	Co	2	2	{1: 9999, 2: 0.17644, 3: 1.276743, 4: 9999}	3
BAFRUX	Co	2	2	{1: 9999, 2: 0.076749, 3: 1.015342, 4: 9999}	2
BAFSIO	Co	1	9999	{1: 9999, 2: 9999, 3: 9999, 4: 9999}	2
BAFTEK	Co	2	2	{1: 9999, 2: 0.000441, 3: 1.080525, 4: 9999}	3
BAGGAR	Co	3	7777	{1: 9999, 2: 0.38317, 3: 0.039444, 4: 9999}	3
BAGMUR10	Co	9999	3	{1: 9999, 2: 9999, 3: 0.049439, 4: 9999}	4
BAHDAS	Co	2	2	{1: 9999, 2: 0.334709, 3: 1.359471, 4: 2.268353}	1
BAHKIH	Co	2	2	{1: 9999, 2: 0.136193, 3: 1.1596, 4: 2.057381}	2
BAJJEB	Co	2	2	{1: 9999, 2: 0.053476, 3: 0.971181, 4: 9999}	2
BAKXER	Co	3	7777	{1: 9999, 2: 0.390055, 3: 0.078352, 4: 9999}	3
BAKZIW	Co	3	7777	{1: 9999, 2: 0.446076, 3: 0.011129, 4: 9999}	3
BAMCOM	Co	2	7777	{1: 9999, 2: 0.195071, 3: 0.275103, 4: 9999}	1
BAMGOO	Co	2	2	{1: 9999, 2: 0.001105, 3: 0.886786, 4: 9999}	3
BAMJAB	Co	3	3	{1: 9999, 2: 0.628271, 3: 0.11801, 4: 9999}	3
BAMPAH	Co	2	2	{1: 9999, 2: 0.137065, 3: 1.282153, 4: 9999}	4
BAMPEL	Co	2	2	{1: 9999, 2: 0.041249, 3: 1.148755, 4: 9999}	4
BANQAL	Co	3	3	{1: 9999, 2: 0.559495, 3: 0.264326, 4: 9999}	3
BANWES10	Co	2	2	{1: 9999, 2: 0.000545, 3: 1.091737, 4: 9999}	2
BANWIW10	Co	2	2	{1: 9999, 2: 0.010459, 3: 1.118851, 4: 9999}	3
BAPKIM	Co	3	3	{1: 9999, 2: 9999, 3: 0.103819, 4: 9999}	3
BAPZOH	Co	2	3	{1: 9999, 2: 9999, 3: 0.029997, 4: 9999}	3
BAQNUF	Co	3	7777	{1: 9999, 2: 0.39717, 3: 0.009661, 4: 9999}	4
