refcode	metal	charge_cell2mol	charge_BVS	dictionary	unique_indices
YAKFUM	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YAKGAT	Cr	3	3	{2: 9999, 3: 0.086052, 4: 9999, 5: 9999, 6: 9999}	2
YAKGEX	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YALPEG	Cr	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	1
YAQLOR	Cr	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	1
YAQLUX	Cr	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	1
YAQMEI	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	4
YARSOB	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YARTIW	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YASHAB	Cr	3	3	{2: 1.214861, 3: 0.000642, 4: 1.361809, 5: 9999, 6: 2.113147}	2
YASHOP	Cr	3	3	{2: 1.250483, 3: 0.007576, 4: 1.332073, 5: 9999, 6: 2.070181}	2
YATDUT	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YATQER	Cr	3	3	{2: 1.272946, 3: 0.10813, 4: 9999, 5: 9999, 6: 9999}	4
YAVYOK	Cr	3	7777	{2: 1.018228, 3: 0.030321, 4: 0.25326, 5: 1.547334, 6: 2.338718}	2
YAZREW	Cr	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YEFFOE	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YEFLEB	Cr	3	3	{2: 1.079948, 3: 0.037657, 4: 9999, 5: 9999, 6: 9999}	3
YEJJIG	Cr	3	8888	{2: 1.040725, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YEJWAM	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YEKLOQ	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	4
YEKLUW	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	3
YESKEM	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YETJOW	Cr	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YETJUC	Cr	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YEXDEL	Cr	3	3	{2: 1.203488, 3: 0.028926, 4: 9999, 5: 9999, 6: 9999}	3
YEZYUZ	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	3
YIKNIQ	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	3
YIKPAJ	Cr	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	5
YIKVUJ	Cr	3	3	{2: 9999, 3: 0.220796, 4: 9999, 5: 9999, 6: 9999}	3
YILCAX	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YIPVOJ	Cr	3	3	{2: 9999, 3: 0.19098, 4: 9999, 5: 9999, 6: 9999}	3
YIPXEB	Cr	2	8888	{2: 1.922435, 3: 0.71604, 4: 9999, 5: 9999, 6: 9999}	1
YIXMAV	Cr	3	3	{2: 1.21472, 3: 0.045564, 4: 9999, 5: 9999, 6: 9999}	4
YIXMEZ	Cr	3	3	{2: 1.164315, 3: 0.002188, 4: 9999, 5: 9999, 6: 9999}	4
YIYCEP	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YIYCIT	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YOBVOC	Cr	3	3	{2: 1.165825, 3: 0.001812, 4: 9999, 5: 9999, 6: 9999}	3
YODTEQ	Cr	3	3	{2: 1.147537, 3: 0.000852, 4: 9999, 5: 9999, 6: 9999}	3
YOJKEN	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	3
YOJKIR	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	3
YONHAK	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YUDHIQ	Cr	2	7777	{2: 1.097664, 3: 5.8e-05, 4: 0.147119, 5: 1.458419, 6: 2.24443}	5
YUHKUH	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
YUMJIB	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	3
YUTZUJ	Cr	3	3	{2: 0.893211, 3: 0.205932, 4: 9999, 5: 9999, 6: 9999}	3
YUVBAT	Cr	3	3	{2: 0.936221, 3: 0.164414, 4: 9999, 5: 9999, 6: 9999}	3
YUWVIW	Cr	2	3	{2: 0.786787, 3: 0.321133, 4: 9999, 5: 9999, 6: 9999}	5
ZAHKAY	Cr	9999	2	{2: 0.476545, 3: 0.653769, 4: 9999, 5: 9999, 6: 9999}	1
ZAJHOK	Cr	3	3	{2: 1.325018, 3: 0.14396, 4: 9999, 5: 9999, 6: 9999}	2
ZATWAS	Cr	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	3
ZATWOI	Cr	2	2	{2: 0.004857, 3: 1.088351, 4: 9999, 5: 9999, 6: 9999}	2
ZAXBUX	Cr	3	3	{2: 1.163733, 3: 0.038483, 4: 9999, 5: 9999, 6: 9999}	3
ZAXCAE	Cr	3	3	{2: 1.090657, 3: 0.01226, 4: 9999, 5: 9999, 6: 9999}	3
ZAXCEI	Cr	3	3	{2: 1.063026, 3: 0.038212, 4: 9999, 5: 9999, 6: 9999}	2
ZAXWUQ	Cr	3	3	{2: 9999, 3: 0.080011, 4: 9999, 5: 9999, 6: 9999}	2
ZAXYEC	Cr	3	3	{2: 0.916741, 3: 0.217728, 4: 9999, 5: 9999, 6: 9999}	4
ZAZXAZ	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
ZEGKOL	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
ZEGSOT01	Cr	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	3
ZELZIC	Cr	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	3
ZEVVOL	Cr	9999	8888	{2: 2.508955, 3: 1.310953, 4: 9999, 5: 9999, 6: 9999}	2
ZIDFOK	Cr	2	3	{2: 1.040506, 3: 0.09239, 4: 9999, 5: 9999, 6: 9999}	4
ZIJZUN	Cr	3	3	{2: 9999, 3: 0.102758, 4: 9999, 5: 9999, 6: 9999}	1
ZIKJEI	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
ZIQMER	Cr	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
ZIRKEQ	Cr	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
ZIRKIU	Cr	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	4
ZIXPUU	Cr	3	3	{2: 1.024101, 3: 0.095097, 4: 9999, 5: 9999, 6: 9999}	3
ZOCCAV	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
ZOLTID	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
ZOLTOJ	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
ZONPIB	Cr	9999	8888	{2: 2.948369, 3: 1.673081, 4: 9999, 5: 9999, 6: 9999}	2
ZOVTUZ	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
ZOVZOB	Cr	3	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	4
ZOWBAQ	Cr	3	3	{2: 0.924132, 3: 0.174081, 4: 9999, 5: 9999, 6: 9999}	3
ZOWCIZ	Cr	3	3	{2: 0.821474, 3: 0.269825, 4: 9999, 5: 9999, 6: 9999}	3
ZOWNUU	Cr	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	3
ZOWPAC	Cr	9999	8888	{2: 9999, 3: 1.375522, 4: 9999, 5: 9999, 6: 9999}	2
ZOYBUK	Cr	2	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
ZOYCUL	Cr	2	2	{2: 0.036663, 3: 1.256668, 4: 9999, 5: 9999, 6: 9999}	2
ZUJQOK	Cr	9999	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	3
ZUMMIG	Cr	0	9999	{2: 9999, 3: 9999, 4: 9999, 5: 9999, 6: 9999}	2
ZURVIR	Cr	2	2	{2: 0.170744, 3: 0.943479, 4: 9999, 5: 9999, 6: 9999}	3
ZURVUD	Cr	3	3	{2: 0.920124, 3: 0.201946, 4: 9999, 5: 9999, 6: 9999}	4
ZUWJAE	Cr	3	8888	{2: 0.529229, 3: 0.603857, 4: 9999, 5: 9999, 6: 9999}	2
ZUZWEW	Cr	3	3	{2: 9999, 3: 0.158129, 4: 9999, 5: 9999, 6: 9999}	2
