refcode	metal	charge_cif
AGODEG	Co	3
AGOJEL	Co	2
AGOPIX	Co	2
AGOTIC	Co	3
AGOYIF	Co	2
AGOZOL	Co	2
AGUBEJ	Co	2
AGUDUE	Co	2
AGUGEP	Co	3
AGUREC	Co	2
AGUTAZ	Co	2
AGXICO	Co	2
AHACIV	Co	2
AHADUL	Co	2
AHAJOK	Co	2
AHANUU	Co	2
AHAPAC	Co	2
AHIHAA	Co	2
AHORUK	Co	2
AHOXUQ	Co	3
AHUFOA	Co	2
AHUGER	Co	2
AJALAZ	Co	2
AJALUT	Co	2
AJEBEW	Co	2
AJEHAZ	Co	2
AJELIK	Co	2
AJEPOV	Co	2
AJETIS	Co	2
AJIDON	Co	2
AJIFOQ	Co	2
AJILAG	Co	2
AJILAI	Co	2
AJILOV	Co	2
AJIWEV	Co	2
AJIWIZ	Co	2
AJOMUJ	Co	2
AJONUJ	Co	3
AJOPAS	Co	2
AJOPEV	Co	3
AJOPIZ	Co	3
AJOWII	Co	2
AJOWOO	Co	2
AJUMUP	Co	3
AJUNAW	Co	3
AKADOG	Co	2
AKANOR	Co	2
AKANUX	Co	2
AKEHAA	Co	2
AKEQIQ	Co	2
AKOBAD	Co	3
AKONEW	Co	3
AKOVUU	Co	2
AKUMEB	Co	2
ALAHUQ	Co	2
ALAJAY	Co	2
ALAJEC	Co	2
ALANCO	Co	3
ALAWOZ	Co	2
ALEKAD	Co	2
ALIMUE	Co	2
ALOPEY	Co	2
ALOPUN	Co	2
ALUJID	Co	2
ALUVOV	Co	2
AMADUN	Co	2
AMALCO10	Co	3
AMATOZ	Co	2
AMBOCO10	Co	3
AMCOAC10	Co	3
AMECOA01	Co	3
AMENCO	Co	3
AMERIW	Co	2
AMESCO	Co	3
AMGXCO	Co	3
AMIBEF	Co	3
AMIBIJ	Co	3
AMIFUY	Co	3
AMIGAG	Co	2
AMIGUZ	Co	3
AMIHAG	Co	3
AMIJOV	Co	3
AMIKAI	Co	3
AMIROD	Co	2
AMOXCO	Co	2
AMTZCO	Co	2
AMUQOP	Co	2
AMUZEP	Co	2
ANAGIG	Co	3
ANDGCO10	Co	3
ANOXCO	Co	2
ANUJAX	Co	3
ANUMEE	Co	2
ANUMII	Co	2
ANUMOO	Co	2
ANUTOV	Co	2
APAGEF	Co	3
APBXCO	Co	3
APIBAD	Co	2
APICCO	Co	2
APIMCO	Co	2
APOHUK	Co	2
APOJAS	Co	2
APOKIC	Co	3
APOPUS	Co	2
APOWOT	Co	2
APRCOB	Co	3
APUQOR	Co	2
APUQUX	Co	2
APURCO	Co	2
APUVAK	Co	2
AQATET	Co	3
AQATIX	Co	3
AQAWUK	Co	3
AQAXAR	Co	3
AQAXEV	Co	3
AQAYAU	Co	3
AQCOAM	Co	2
AQEDAD	Co	3
AQENAN	Co	3
AQENIV	Co	3
AQIHOY	Co	2
AQIMUI	Co	2
AQIPUL	Co	2
AQMLCO	Co	2
AQOCUG	Co	2
AQOQAY	Co	2
AQUGIF	Co	1
AQURCO10	Co	2
AQUWEQ	Co	2
ARAGIJ	Co	2
ARAHAF	Co	2
ARAHEJ	Co	2
ARENAN	Co	2
AREZIG	Co	3
ARIMUJ	Co	3
ARINIY	Co	3
AROBOY	Co	2
AROCEP	Co	2
AROMOK	Co	3
ARUFUP	Co	2
ASAWEY	Co	2
ASAWOH	Co	3
ASAWUN	Co	3
ASETAT	Co	3
ASETEX	Co	3
ASOVIN	Co	3
ASOVUZ	Co	3
ASOXUB	Co	3
ASUDIB	Co	2
ASUDID	Co	2
ASUDUP	Co	2
ASUFID	Co	2
ATAWAU	Co	2
ATEFOW	Co	2
ATEVUS	Co	2
ATOKID	Co	2
ATOTEK	Co	2
ATOZIU	Co	3
ATUDOI	Co	1
ATUDUO	Co	1
ATUFAW	Co	1
ATUFEA	Co	1
ATUNEI	Co	2
ATZACO10	Co	3
AVAJOX	Co	2
AVANAO	Co	2
AVAYAX	Co	2
AVEVIH	Co	2
AVEYIL01	Co	1
AVEYOR01	Co	1
AVEYUX01	Co	1
AVOFOH	Co	2
AVUGEE	Co	3
AVUGUU	Co	3
AVUWET	Co	3
AWARIB	Co	2
AWEHAN	Co	2
AWESAY	Co	2
AWICUF	Co	2
AWODUL	Co	2
AWOFUO	Co	2
AWOQIM	Co	3
AWORIO	Co	2
AWOZES	Co	3
AWUCUR	Co	2
AWURAL	Co	3
AXEJES	Co	2
AXIHIY	Co	2
AXIWAF	Co	3
AXIWEJ	Co	3
AXIWIN	Co	3
AXOVAM	Co	3
AXOVEQ	Co	3
AXUQAN	Co	2
AYABOS	Co	2
AYAJAL	Co	3
AYAQIC	Co	2
AYAZUW	Co	2
AYINOM	Co	2
AYIPEE	Co	2
AYIYAJ	Co	2
AYIZOY	Co	2
AYOFAX	Co	2
AYOFIF	Co	2
AYOKAB	Co	2
AYOKEF	Co	2
AYOLIK	Co	2
AYUFOP	Co	2
AYUHEJ	Co	1
AYUKEM	Co	2
AZARAW	Co	2
AZAYIL	Co	3
AZAYUV	Co	3
AZCDCO	Co	3
AZIMUT	Co	2
AZIPIJ	Co	2
AZIPUV	Co	2
AZIXEN	Co	2
AZMTCO	Co	3
AZOGOM	Co	2
AZOKEG	Co	2
AZPGLC10	Co	3
AZUKOV	Co	3
BABBUD	Co	2
BABCAK	Co	2
BABDOX	Co	2
BABTED	Co	1
BACNID	Co	2
BACNOJ	Co	2
BACSIK	Co	2
BACVIL	Co	2
BACZIP	Co	3
BADFIV	Co	3
BADKAS	Co	3
BADSOO10	Co	2
BAFRUX	Co	2
BAFSIO	Co	1
BAFTEK	Co	2
BAGDUI	Co	2
BAGGAR	Co	3
BAGMUR10	Co	3
BAGZUH	Co	2
BAHDAS	Co	2
BAHKIH	Co	2
BAJJEB	Co	2
BAKGUQ	Co	3
BAKQIQ	Co	2
BAKQUC	Co	2
BAKRAJ	Co	2
BAKXER	Co	3
BAKZIW	Co	3
BALBEX	Co	3
BAMCOM	Co	2
BAMGOO	Co	2
BAMJAB	Co	3
BAMPAH	Co	2
BAMPEL	Co	2
BANQAL	Co	3
BANWES10	Co	2
BANWIW10	Co	2
BAPBAW	Co	2
BAPKIM	Co	3
BAPWUL	Co	3
BAPZOH	Co	3
BAQNUF	Co	3
BAQPIT	Co	2
BARFUX	Co	2
BARICO01	Co	2
BARKEM	Co	2
BARKIQ	Co	2
BARKOW	Co	2
BASACO	Co	3
BASCIJ	Co	3
BASGEH10	Co	3
BASGIL10	Co	3
BATPOE	Co	2
BAVYOM	Co	2
BAWSIC	Co	2
BAWZIL	Co	2
BAXBAG	Co	2
BAXDUZ	Co	3
BAXFAH	Co	3
BAXPIB	Co	2
BAXQEY	Co	2
BAXVEE	Co	0
BAYGUD	Co	3
BAYNIA	Co	3
BAYPAU	Co	3
BAYPEY	Co	3
BAYZIL	Co	3
BEBDOE	Co	2
BEBFUL	Co	3
BEBFUM	Co	2
BEBJIB	Co	3
BEBQAB	Co	3
BEBQEF	Co	3
BEBQIJ	Co	3
BEBQOP	Co	3
BEBQUV	Co	3
BECDIZ	Co	2
BECDOF	Co	2
BECFAR	Co	2
BECREH	Co	2
BECTIM	Co	3
BEDPOP	Co	3
BEDVEL	Co	2
BEFYIU	Co	3
BEGFAX	Co	3
BEGLEE	Co	3
BEGLEH	Co	2
BEHBEX	Co	3
BEHKEG	Co	2
BEJRUD	Co	3
BEKJOQ	Co	3
BEKPUE	Co	3
BEKXEX	Co	2
BELGEF	Co	3
BELLEJ	Co	2
BELRIT	Co	3
BELSEQ	Co	2
BEMJIN	Co	2
BEMVIY	Co	3
BEMWUN	Co	2
BEMZUR	Co	2
BENBAA	Co	2
BENBED	Co	2
BENBEE	Co	2
BENCIH	Co	3
BENCUU	Co	2
BENFOR	Co	2
BENGEI01	Co	2
BENHAF	Co	2
BENKAI	Co	2
BENVEV05	Co	3
BEPKUE	Co	2
BEPQOF	Co	3
BEPROD01	Co	2
BEPXOL	Co	2
BEQDEH	Co	2
BEQDUX	Co	2
BEQQAP	Co	2
BEQSIZ	Co	3
BEQZEF	Co	2
BERNES	Co	2
BERNIW	Co	2
BERTUP	Co	2
BESPAS	Co	2
BESXAZ	Co	2
BEVSEA	Co	3
BEWDOZ	Co	2
BEWGOC	Co	2
BEWGUI	Co	2
BEWHAP	Co	2
BEXNIB10	Co	2
BEXNUP	Co	2
BEYJIB	Co	2
BEZMEA	Co	2
BEZYUA	Co	2
BIBROW	Co	3
BICHAW	Co	3
BICHEA	Co	3
BICNEG	Co	2
BIFHEE	Co	2
BIFHII	Co	3
BIFMIM	Co	2
BIFNUZ	Co	3
BIFTEQ	Co	3
BIFWAP	Co	2
BIGCUQ	Co	3
BIGHOO	Co	1
BIGNOU	Co	3
BIHGEE	Co	2
BIJGAE	Co	2
BIJGEI	Co	2
BIJRES	Co	2
BIKCUT	Co	2
BIKLOW	Co	2
BIKMUD	Co	2
BIKZUT	Co	3
BILBOQ	Co	2
BILXEB	Co	2
BILXOJ	Co	1
BIMLUE	Co	3
BIMNAN	Co	3
BINHIP	Co	3
BINJOZ	Co	2
BINMES	Co	2
BINXAX	Co	3
BIPBUY	Co	2
BIPDEL	Co	2
BIPJIV	Co	2
BIPQOG	Co	2
BIQVIJ	Co	2
BISHUG	Co	3
BISJOC	Co	1
BISMUO	Co	2
BISNAV	Co	2
BISNEZ	Co	2
BISNOG	Co	2
BISPOI	Co	3
BISSUR	Co	3
BISXIK	Co	3
BITTAC	Co	2
BIVWOS	Co	2
BIWDER	Co	3
BIWPED	Co	2
BIXBUG	Co	3
BIXCAN	Co	3
BIXCOB	Co	3
BIXHIZ	Co	3
BIXWAJ	Co	1
BIXWOX	Co	2
BIXYEP	Co	2
BIXYIT	Co	2
BIYHEW	Co	2
BIYHOG	Co	2
BIYHUM	Co	2
BIYJOL	Co	2
BIYNIJ	Co	3
BIYYIR01	Co	3
BIZGIA	Co	3
BIZKEA	Co	3
BIZKUQ	Co	3
BIZLEB	Co	3
BIZQAC	Co	3
BIZQEG	Co	3
BIZQIK	Co	3
BIZQOQ	Co	3
BIZQUW	Co	3
BIZRAE	Co	2
BIZVUC	Co	2
BMXCOE	Co	3
BOBLAF	Co	3
BOCBOK10	Co	0
BOCGEH	Co	3
BOCGOR	Co	3
BODHIN	Co	2
BODJAF	Co	3
BODKAG	Co	3
BODQES	Co	3
BODQIW	Co	3
BODQOC	Co	3
BODZEA	Co	2
BODZIE	Co	2
BOFMEQ	Co	2
BOGMOA	Co	2
BOHDEH	Co	3
BOHGAG	Co	3
BOJMOD	Co	2
BOJMUJ	Co	2
BOJNIY	Co	2
BOJTOJ	Co	2
BOKGUG	Co	2
BOKHER	Co	2
BOKRID	Co	3
BOLBOU	Co	3
BOLMAS	Co	3
BOLMEW	Co	3
BOLMIA	Co	3
BOMGES	Co	2
BOMMIZ	Co	2
BONWOR	Co	3
BONWUX	Co	3
BOQNAW	Co	3
BOQNOK	Co	2
BOQPAY	Co	2
BOQPIH	Co	2
BORFIZ	Co	3
BORQAD09	Co	2
BORSAF10	Co	2
BORYAI	Co	3
BOTBAP	Co	3
BOTKAX	Co	2
BOTQEH	Co	3
BOTQIL	Co	3
BOVDIB	Co	2
BOVMUV	Co	2
BOVPIM	Co	3
BOVSOU	Co	3
BOVVAJ	Co	2
BOXDAU	Co	3
BOXDEY	Co	3
BOXMIK	Co	2
BOXRUB	Co	3
BOXVOC	Co	2
BOYKOS	Co	2
BOZLUZ	Co	2
BOZMEK	Co	2
BOZNIP	Co	2
BOZPEN	Co	2
BOZSAM	Co	2
BOZWUI	Co	3
BPYACO10	Co	2
BPYCXC	Co	2
BPYRBC11	Co	2
BUBQIA	Co	2
BUBQOG	Co	2
BUBSAS	Co	3
BUBSEW	Co	3
BUCDIN	Co	2
BUCDOT	Co	2
BUCSOI	Co	2
BUCSUN	Co	3
BUCVIF	Co	2
BUDHOY	Co	3
BUGJOE	Co	2
BUKFAR	Co	2
BUNREJ	Co	2
BUNYEP	Co	2
BUPHOJ	Co	3
BUQMIL	Co	2
BURTUD	Co	3
BURXIV	Co	2
BUSCAV	Co	2
BUSICO	Co	2
BUSVOB	Co	2
BUTDAX	Co	3
BUTDEZ	Co	1
BUTPIP	Co	3
BUTZIZ	Co	3
BUVMAG	Co	3
BUVVIA	Co	2
BUWNAK01	Co	3
BUWNUE	Co	3
BUWWAR	Co	3
BUWWEV	Co	3
BUXCON	Co	2
BUXXAT	Co	3
BUXXEX	Co	3
BUZCOP	Co	3
BUZFIN	Co	2
BUZPUJ	Co	2
BZPACO	Co	2
BZPCCO	Co	2
BZSACS	Co	3
CABFOB	Co	3
CABGUH	Co	3
CABJIA	Co	2
CABSUU	Co	2
CACCUE	Co	3
CACDER	Co	2
CACFAP	Co	2
CACPED	Co	3
CACZOV	Co	3
CADHOE	Co	3
CADYUC	Co	2
CADZAJ	Co	2
CAFHEX	Co	3
CAFJAV	Co	3
CAFMII	Co	2
CAFPII	Co	3
CAFPUU	Co	3
CAFYAK	Co	1
CAGDUM	Co	3
CAGSUB	Co	2
CAGVOV	Co	2
CAHCOP	Co	1
CAHMIH	Co	3
CAHNEG	Co	2
CAHQAD	Co	2
CAHQEH	Co	1
CAJRUD	Co	2
CAJVIV	Co	2
CAJYER	Co	3
CAKKUW	Co	2
CAKLOQ	Co	2
CAKQIP	Co	3
CAKTOX	Co	3
CALBIC	Co	2
CALJEH	Co	2
CALMUA	Co	1
CALYIX	Co	3
CAMHIH	Co	1
CANGAB	Co	2
CANPUD	Co	2
CANVIY	Co	2
CANVOE	Co	2
CANVUK	Co	2
CANYAS	Co	3
CAPJEI	Co	3
CAPKUC	Co	2
CAQMAI	Co	3
CARDUX	Co	2
CASDUV	Co	3
CASGEK	Co	3
CASHIO	Co	2
CASMAM	Co	2
CASSEV	Co	2
CASWUR	Co	2
CASXAY	Co	2
CASXEC	Co	2
CASXIG	Co	2
CASXOM	Co	2
CASYIF	Co	2
CATJOX	Co	2
CATLEQ	Co	2
CAVNUJ01	Co	2
CAVYIJ	Co	2
CAVYOP	Co	2
CAVZAC	Co	2
CAVZEG	Co	2
CAWHUD	Co	3
CAWLIX	Co	2
CAWQIB	Co	2
CAWTUQ	Co	2
CAWVUT	Co	2
CAXBOT	Co	2
CAXJAP	Co	3
CAXTUT	Co	2
CAXVAB	Co	2
CAXXOO	Co	3
CAYCIO	Co	3
CAZFEO	Co	3
CAZHIW	Co	2
CAZKAQ	Co	2
CAZKIZ	Co	2
CAZMEW	Co	3
CAZOCO	Co	3
CAZQUS	Co	3
CBENCO01	Co	2
CBOXMB10	Co	3
CDAPHN10	Co	2
CDMGCO11	Co	3
CDMGDN	Co	3
CEBDIW	Co	2
CEDGEX	Co	3
CEDMOP	Co	2
CEDXOZ	Co	2
CEDZAO	Co	2
CEDZOC	Co	2
CEDZUJ	Co	2
CEFCIB	Co	2
CEFDIC	Co	2
CEFTEM	Co	3
CEGXAO	Co	2
CEHXOF	Co	2
CEHYAP01	Co	3
CEHZOF	Co	3
CEJVOD	Co	2
CEKMIO	Co	3
CELQES	Co	2
CENCOS	Co	3
CENMEP	Co	3
CENMIT	Co	3
CENMUF	Co	3
CENNAM	Co	3
CENNIU	Co	3
CEPACO	Co	2
CEPHEK	Co	3
CEPHIR	Co	2
CEPHUD	Co	2
CEPJAL	Co	2
CEQFAI	Co	2
CEQJUD	Co	3
CERGUE	Co	2
CERJER	Co	2
CERPUN	Co	2
CETBUB	Co	2
CETJIU	Co	2
CEVYAD	Co	1
CEWQIF	Co	3
CEWQOL	Co	3
CEWTUT	Co	3
CEXGOC	Co	3
CEXHAR	Co	2
CEXRUV	Co	2
CEYQEE	Co	3
CEYYOV	Co	3
CEZCAL	Co	2
CEZFIW	Co	3
CEZMID	Co	3
CEZMOJ	Co	3
CEZNIF	Co	2
CEZPOM	Co	3
CEZQAC	Co	2
CEZYIS	Co	2
CHXNCO	Co	3
CHXPCO	Co	3
CIBDIA01	Co	2
CIBDIB	Co	2
CICWIV	Co	2
CICXES	Co	2
CICYAO	Co	2
CIDLEG	Co	3
CIDPAH	Co	2
CIFBEA	Co	2
CIFCEC	Co	2
CIFPIQ	Co	3
CIFZAV	Co	2
CIGLIO	Co	2
CIHHEJ	Co	3
CIHHIN	Co	2
CIHHUZ	Co	2
CIHNOW	Co	3
CIHVUK	Co	1
CIHWAR	Co	2
CIHXAT	Co	2
CIHXEX	Co	2
CIJRUJ	Co	3
CIJSEU	Co	3
CIJSIY	Co	3
CIJTOH	Co	2
CIJTUN	Co	2
CIJVIB	Co	2
CIJWAW	Co	2
CILZEF	Co	2
CILZIJ	Co	2
CILZOP	Co	2
CIMMIX	Co	1
CIMTID	Co	2
CINYAA	Co	2
CIQVUW	Co	3
CIRHIU	Co	3
CISNUO	Co	3
CITDOA	Co	2
CIVCOB	Co	2
CIWTUY	Co	2
CIWVOU	Co	3
CIWWAH	Co	2
CIXNIG10	Co	3
CIXXAJ	Co	1
CIXXEN	Co	1
CIZLAY	Co	3
CLAZCO10	Co	3
CLCOPB11	Co	2
CLENCO	Co	3
CLSBCO10	Co	3
CLTPOC	Co	2
CMACCO	Co	2
CMACON10	Co	3
CMPORC10	Co	2
CMPSCO	Co	3
CMPYCO	Co	2
CMTRCO	Co	3
CNCOPP10	Co	2
CNENCO	Co	3
CNENCP	Co	3
CNMACO	Co	2
CNTPCP	Co	2
COACAC28	Co	3
COAEDN	Co	3
COANEC	Co	2
COANIB10	Co	3
COAQAC02	Co	2
COBALX10	Co	3
COBDEC	Co	2
COBHOR	Co	2
COBMIQ	Co	2
COCCUS	Co	3
COCDAZ	Co	3
COCLZP10	Co	3
COCNEN	Co	3
COCNUD	Co	4
COCXOI	Co	2
CODAAC	Co	2
CODAPP10	Co	2
CODHUA	Co	2
CODIEN	Co	3
CODLAK	Co	2
CODLEO	Co	2
COEACO	Co	2
COEMAL10	Co	3
COENCH	Co	3
COENSI	Co	3
COENTC	Co	3
COETDS10	Co	2
COEXAN	Co	2
COFJEM10	Co	2
COFMIW	Co	2
COFQAS	Co	2
COFRIA	Co	3
COFRUM	Co	3
COHIST10	Co	2
COHLER	Co	2
COIMAC10	Co	2
COJVUV	Co	2
COKHAL	Co	2
COKHIT	Co	2
COKLOD	Co	2
COLHAM	Co	3
COLLAQ	Co	2
COLSEC	Co	2
COLXOQ	Co	3
COLZAH	Co	2
COLZEL	Co	2
COLZIP	Co	2
COMBUB	Co	3
COMCUD	Co	2
COMGIU	Co	3
COMHOE	Co	1
COMLAS	Co	2
COMTBH	Co	3
CONAEN	Co	3
CONGUH	Co	3
CONICH05	Co	2
CONNPM	Co	2
CONRON	Co	3
CONRUT	Co	3
CONWAD	Co	3
COPARS	Co	3
COPATN	Co	3
COPHCO	Co	3
COPMAR	Co	2
COPPAZ	Co	2
COPPED	Co	2
COPPIH	Co	2
COPPON	Co	3
COPPUT	Co	3
COPQAA	Co	3
COPQEE	Co	3
COPQUU	Co	3
COPTCY12	Co	2
COPTNC	Co	3
COQBUI	Co	2
COQJAU	Co	2
CORHOG	Co	3
CORHUM	Co	3
CORQAD	Co	3
CORRIM	Co	3
COSALA	Co	2
COSALI	Co	3
COSALP11	Co	2
COSALS	Co	1
COSAPI10	Co	3
COSBUI	Co	2
COSCIZ	Co	3
COSNAC10	Co	3
COSRUX	Co	3
COSXAJ	Co	3
COSXIS	Co	2
COTANC10	Co	3
COTBPP10	Co	2
COTCUM	Co	2
COTENC01	Co	3
COTGUN	Co	2
COTHIC	Co	0
COTMII	Co	2
COTNAT10	Co	3
COTNCL	Co	3
COTQUY	Co	2
COTREN	Co	3
COTRII	Co	3
COTROQ	Co	3
COTSOU	Co	3
COTUCL	Co	2
COTWEN	Co	3
COTZIW	Co	2
COVZAP01	Co	2
COXAME	Co	2
COXPAG	Co	2
COXPEK	Co	2
COXSIR	Co	2
COYLIM	Co	3
COZJUX	Co	2
CPBYCO	Co	3
CPEACO	Co	2
CPMBIC	Co	2
CPMGDC	Co	3
CPMMIC	Co	2
CPOPCO	Co	3
CPRCOC	Co	3
CPYDTC	Co	2
CSCNCC01	Co	3
CSPARC	Co	2
CTAZCO10	Co	3
CTEPCO10	Co	3
CTHUCO10	Co	2
CTPCPM	Co	3
CTPOCO	Co	3
CTPYCO	Co	2
CUBMAN	Co	3
CUCHAJ	Co	1
CUDDAI	Co	2
CUDDEM	Co	2
CUDDIQ	Co	2
CUFGIT	Co	2
CUFHOA	Co	3
CUFNAT	Co	2
CUGPOL	Co	2
CUHBOZ	Co	2
CUJNAY	Co	1
CUKFUL	Co	2
CUKGAS	Co	2
CUKLEZ	Co	3
CUKLID	Co	3
CUKLOJ	Co	3
CULPEE	Co	3
CULQIJ	Co	3
CULQOP	Co	3
CULQUV	Co	3
CULRIK	Co	3
CUMPCO	Co	3
CUMXOZ	Co	2
CUNKEB	Co	3
CUNKIF	Co	3
CUPGOJ	Co	3
CUPJOO	Co	2
CUPPEI	Co	1
CUPXUG	Co	3
CUQFOL	Co	2
CURKOP	Co	3
CURVOB	Co	2
CURVUH	Co	2
CUSCOI	Co	3
CUTBOI	Co	3
CUVHAE	Co	3
CUVHIM	Co	3
CUWSIW	Co	1
CUWTAQ	Co	2
CUXGIL	Co	2
CUXJIQ	Co	2
CUXVUN	Co	3
CUXWAV	Co	2
CUYGAG	Co	2
CUYZOL	Co	3
CUZBUU	Co	2
CUZCAB	Co	1
CUZDEJ	Co	3
CUZDIN	Co	2
CXCOPF11	Co	3
CYAZCO	Co	3
CYZNIC10	Co	2
DABHUK	Co	3
DABLEY	Co	3
DABLIC	Co	3
DABXUD	Co	2
DADMAY	Co	2
DADWOV	Co	2
DAFDAP	Co	3
DAFDET	Co	3
DAFDOF	Co	2
DAFHIB	Co	3
DAFYIT	Co	2
DAFYIU	Co	3
DAGBUK	Co	2
DAGNIK	Co	2
DAJCUO	Co	2
DAJFEB	Co	2
DAJGAW	Co	2
DAJHOO	Co	3
DAJHUU	Co	3
DAJJEG	Co	2
DAJVIT	Co	1
DAJXAP	Co	2
DAKZUK	Co	2
DALJAD	Co	3
DALJEH	Co	3
DALXUL	Co	2
DAMDOK	Co	1
DAMTES	Co	2
DAMTOC	Co	3
DAMYUL	Co	2
DANHOR	Co	3
DANRIU	Co	3
DAPQOD	Co	2
DAQRAR	Co	2
DARCEE	Co	3
DARCII	Co	3
DARPIV01	Co	2
DARWIC	Co	2
DASCEG	Co	2
DASRUM	Co	2
DASXAX	Co	3
DASXOL	Co	3
DASYOM	Co	1
DATCXO	Co	3
DATKEP	Co	2
DAVLIX	Co	2
DAWGIR	Co	3
DAWVEF	Co	2
DAWVUT	Co	2
DAWWAA	Co	2
DAWXAC	Co	3
DAWXEG	Co	3
DAYDIS	Co	2
DAYKUK	Co	2
DAYSAX	Co	2
DAZLIZ	Co	3
DAZMIB	Co	2
DEBJEB	Co	2
DEBJIF	Co	3
DEBKIG	Co	2
DEBQAE	Co	3
DEBQEI	Co	3
DEBQIM	Co	3
DEBQUY	Co	3
DEBVIP	Co	3
DECXEP	Co	2
DEDSAH	Co	2
DEDSIQ	Co	3
DEFSOY	Co	2
DEFWIU	Co	2
DEFWOA	Co	2
DEFYOF	Co	2
DEGJEF	Co	2
DEGMAF	Co	3
DEGMEJ	Co	3
DEHDAW	Co	3
DEJREQ	Co	2
DEJYEX	Co	2
DEKSET	Co	3
DEKSIX	Co	3
DELBUT	Co	2
DELNIS	Co	2
DELPOA	Co	2
DELVAS	Co	2
DEMCED	Co	2
DEMZOK	Co	3
DENRUJ	Co	3
DENWEB	Co	0
DEPLES	Co	2
DESCAG	Co	2
DESZUZ	Co	3
DETBAI	Co	3
DETBEM	Co	3
DETBOW	Co	3
DETBUC	Co	3
DETCAJ	Co	3
DETCUD	Co	3
DETKET	Co	3
DEVCOZ	Co	2
DEVCUF	Co	2
DEVDAM	Co	2
DEVDEQ	Co	2
DEVDIU	Co	2
DEVDOA	Co	2
DEWHOF	Co	2
DEWLAS	Co	3
DEXFAN	Co	2
DEXJIZ	Co	3
DEXJOF	Co	3
DEYDUI	Co	2
DEYFIY	Co	2
DEYGAR	Co	2
DEYYUC	Co	4
DEYZAI	Co	2
DEZBES	Co	2
DEZBIW	Co	2
DGAMCO	Co	3
DIANCO10	Co	3
DIBJII	Co	2
DIBYUJ	Co	2
DICGON	Co	2
DICGUT	Co	2
DIDJEF	Co	3
DIDJIJ	Co	3
DIDKIK	Co	3
DIDSOY	Co	2
DIFBUS	Co	2
DIFCAZ	Co	2
DIFKUY	Co	2
DIFTER	Co	3
DIGMUB	Co	2
DIHLAJ	Co	2
DIHPAO	Co	2
DIHXID	Co	2
DIKQOD	Co	3
DILCEH	Co	2
DILDUY	Co	2
DIMDAH	Co	2
DIMDEL	Co	2
DIMMUH10	Co	3
DIMXOM10	Co	3
DIPHOB	Co	2
DIRGES	Co	2
DISDIU	Co	3
DISDOA	Co	3
DISDUG	Co	3
DISVIK	Co	3
DISVUW	Co	2
DISXIN	Co	2
DITLAW	Co	2
DITXIO	Co	2
DIVFET10	Co	3
DIVMON	Co	3
DIXFOG	Co	2
DIXRUX01	Co	2
DIYMIH	Co	2
DIYPUY	Co	2
DIYSUC	Co	2
DIYVOZ	Co	3
DIYWAM	Co	3
DIZBOF	Co	2
DMAECO	Co	2
DMAZCO	Co	2
DMGACO	Co	3
DMTOCO	Co	2
DNMENC	Co	3
DOBVUL	Co	2
DOBYEA	Co	2
DOBYEB	Co	2
DOBYIF	Co	2
DOBYOL	Co	2
